V1_gene	Annotation_gene	TermID	TermName
VIT_12s0028g02180	Vitvi12g00185	1	Photosynthesis
VIT_12s0035g00270	Vitvi12g01968	1	Photosynthesis
VIT_12s0055g01110	Vitvi12g01553	1	Photosynthesis
VIT_12s0057g00630	Vitvi12g02485	1	Photosynthesis
VIT_12s0059g02430	Vitvi12g02416	1	Photosynthesis
VIT_12s0134g00510	Vitvi12g00628	1	Photosynthesis
VIT_13s0019g00260	Vitvi13g00250	1	Photosynthesis
VIT_13s0019g02050	Vitvi13g01994	1	Photosynthesis
VIT_13s0019g02630	Vitvi13g00384	1	Photosynthesis
VIT_13s0019g03350	Vitvi13g00507	1	Photosynthesis
VIT_13s0019g04140	Vitvi13g00590	1	Photosynthesis
VIT_13s0064g00670	Vitvi13g02488	1	Photosynthesis
VIT_13s0147g00110	Vitvi13g00918	1	Photosynthesis
VIT_14s0068g00680	Vitvi14g01424	1	Photosynthesis
VIT_14s0081g00060	Vitvi14g00489	1	Photosynthesis
VIT_14s0128g00050	Vitvi14g00284	1	Photosynthesis
VIT_15s0024g00040	Vitvi15g00004	1	Photosynthesis
VIT_15s0048g00370	Vitvi15g00690	1	Photosynthesis
VIT_16s0022g00630	Vitvi16g00707	1	Photosynthesis
VIT_17s0000g03690	Vitvi17g00320	1	Photosynthesis
VIT_17s0000g06350	Vitvi17g00615	1	Photosynthesis
VIT_18s0001g00760	Vitvi18g00158	1	Photosynthesis
VIT_18s0001g02740	Vitvi18g00272	1	Photosynthesis
VIT_18s0001g06720	Vitvi18g02192	1	Photosynthesis
VIT_18s0001g10550	Vitvi18g02680	1	Photosynthesis
VIT_18s0001g11370	Vitvi18g00867	1	Photosynthesis
VIT_18s0001g11710	Vitvi18g00894	1	Photosynthesis
VIT_18s0001g12070	Vitvi18g02735	1	Photosynthesis
VIT_18s0001g14450	Vitvi18g01130	1	Photosynthesis
VIT_18s0089g01170	Vitvi18g02408	1	Photosynthesis
VIT_18s0164g00030	Vitvi18g01431	1	Photosynthesis
VIT_19s0014g00160	Vitvi19g01793	1	Photosynthesis
VIT_19s0014g03660	Vitvi19g00298	1	Photosynthesis
VIT_19s0014g03850	Vitvi19g00308	1	Photosynthesis
VIT_19s0014g05080	Vitvi19g01981	1	Photosynthesis
VIT_19s0015g01760	Vitvi19g00909	1	Photosynthesis
VIT_19s0027g00200	Vitvi19g01479	1	Photosynthesis
VIT_19s0093g00510	Vitvi19g01352	1	Photosynthesis
VIT_00s0125g00280	Vitvi10g01236	1.1	Photosynthesis.photophosphorylation
VIT_00s0181g00200	Vitvi10g00378	1.1	Photosynthesis.photophosphorylation
VIT_00s0204g00170	Vitvi02g01762	1.1	Photosynthesis.photophosphorylation
VIT_00s0207g00210	Vitvi07g01275	1.1	Photosynthesis.photophosphorylation
VIT_00s0246g00200	Vitvi09g02103	1.1	Photosynthesis.photophosphorylation
VIT_00s0904g00010	Vitvi10g02212	1.1	Photosynthesis.photophosphorylation
VIT_00s1547g00010	Vitvi00g01145	1.1	Photosynthesis.photophosphorylation
VIT_00s1596g00010	Vitvi00g01161	1.1	Photosynthesis.photophosphorylation
VIT_01s0010g01170	Vitvi01g01373	1.1	Photosynthesis.photophosphorylation
VIT_01s0010g03620	Vitvi01g01648	1.1	Photosynthesis.photophosphorylation
VIT_01s0011g05290	Vitvi01g00449	1.1	Photosynthesis.photophosphorylation
VIT_01s0026g02680	Vitvi01g01035	1.1	Photosynthesis.photophosphorylation
VIT_01s0137g00210	Vitvi01g00589	1.1	Photosynthesis.photophosphorylation
VIT_01s0244g00170	Vitvi01g02296	1.1	Photosynthesis.photophosphorylation
VIT_02s0025g01470	Vitvi02g00133	1.1	Photosynthesis.photophosphorylation
VIT_02s0025g04710	Vitvi02g00434	1.1	Photosynthesis.photophosphorylation
VIT_03s0017g00940	Vitvi03g01127	1.1	Photosynthesis.photophosphorylation
VIT_03s0063g02020	Vitvi03g00375	1.1	Photosynthesis.photophosphorylation
VIT_03s0180g00110	Vitvi03g00549	1.1	Photosynthesis.photophosphorylation
VIT_04s0008g01730	Vitvi04g01806	1.1	Photosynthesis.photophosphorylation
VIT_04s0023g00410	Vitvi04g02063	1.1	Photosynthesis.photophosphorylation
VIT_04s0023g03510	Vitvi04g01468	1.1	Photosynthesis.photophosphorylation
VIT_04s0044g01310	Vitvi04g01693	1.1	Photosynthesis.photophosphorylation
VIT_04s0044g01410	Vitvi04g01700	1.1	Photosynthesis.photophosphorylation
VIT_05s0020g03180	Vitvi05g00474	1.1	Photosynthesis.photophosphorylation
VIT_05s0020g04110	Vitvi05g00563	1.1	Photosynthesis.photophosphorylation
VIT_05s0020g04600	Vitvi05g00621	1.1	Photosynthesis.photophosphorylation
VIT_05s0049g01760	Vitvi05g00817	1.1	Photosynthesis.photophosphorylation
VIT_06s0004g00260	Vitvi06g00033	1.1	Photosynthesis.photophosphorylation
VIT_06s0080g00920	Vitvi06g01531	1.1	Photosynthesis.photophosphorylation
VIT_07s0005g02220	Vitvi07g02246	1.1	Photosynthesis.photophosphorylation
VIT_07s0005g04400	Vitvi07g00690	1.1	Photosynthesis.photophosphorylation
VIT_07s0005g04920	Vitvi07g02309	1.1	Photosynthesis.photophosphorylation
VIT_07s0141g00570	Vitvi07g00035	1.1	Photosynthesis.photophosphorylation
VIT_08s0007g00780	Vitvi08g01239	1.1	Photosynthesis.photophosphorylation
VIT_08s0007g02190	Vitvi08g01360	1.1	Photosynthesis.photophosphorylation
VIT_08s0007g07480	Vitvi08g01821	1.1	Photosynthesis.photophosphorylation
VIT_09s0002g04320	Vitvi09g00361	1.1	Photosynthesis.photophosphorylation
VIT_10s0003g02890	Vitvi10g01839	1.1	Photosynthesis.photophosphorylation
VIT_10s0003g02900	Vitvi10g00740	1.1	Photosynthesis.photophosphorylation
VIT_10s0003g04350	Vitvi10g00882	1.1	Photosynthesis.photophosphorylation
VIT_11s0016g00730	Vitvi11g00052	1.1	Photosynthesis.photophosphorylation
VIT_11s0016g01400	Vitvi11g01345	1.1	Photosynthesis.photophosphorylation
VIT_11s0016g05570	Vitvi11g00488	1.1	Photosynthesis.photophosphorylation
VIT_12s0028g00320	Vitvi12g00050	1.1	Photosynthesis.photophosphorylation
VIT_12s0028g01080	Vitvi12g00092	1.1	Photosynthesis.photophosphorylation
VIT_12s0035g00270	Vitvi12g01968	1.1	Photosynthesis.photophosphorylation
VIT_12s0055g01110	Vitvi12g01553	1.1	Photosynthesis.photophosphorylation
VIT_12s0057g00630	Vitvi12g02485	1.1	Photosynthesis.photophosphorylation
VIT_12s0059g02430	Vitvi12g02416	1.1	Photosynthesis.photophosphorylation
VIT_12s0134g00510	Vitvi12g00628	1.1	Photosynthesis.photophosphorylation
VIT_13s0019g00260	Vitvi13g00250	1.1	Photosynthesis.photophosphorylation
VIT_13s0019g02630	Vitvi13g00384	1.1	Photosynthesis.photophosphorylation
VIT_13s0019g04140	Vitvi13g00590	1.1	Photosynthesis.photophosphorylation
VIT_13s0064g00670	Vitvi13g02488	1.1	Photosynthesis.photophosphorylation
VIT_13s0147g00110	Vitvi13g00918	1.1	Photosynthesis.photophosphorylation
VIT_14s0081g00060	Vitvi14g00489	1.1	Photosynthesis.photophosphorylation
VIT_14s0128g00050	Vitvi14g00284	1.1	Photosynthesis.photophosphorylation
VIT_15s0024g00040	Vitvi15g00004	1.1	Photosynthesis.photophosphorylation
VIT_16s0022g00630	Vitvi16g00707	1.1	Photosynthesis.photophosphorylation
VIT_17s0000g06350	Vitvi17g00615	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g00760	Vitvi18g00158	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g02740	Vitvi18g00272	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g06720	Vitvi18g02192	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g10550	Vitvi18g02680	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g11370	Vitvi18g00867	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g11710	Vitvi18g00894	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g12070	Vitvi18g02735	1.1	Photosynthesis.photophosphorylation
VIT_18s0001g14450	Vitvi18g01130	1.1	Photosynthesis.photophosphorylation
VIT_18s0089g01170	Vitvi18g02408	1.1	Photosynthesis.photophosphorylation
VIT_18s0164g00030	Vitvi18g01431	1.1	Photosynthesis.photophosphorylation
VIT_19s0014g00160	Vitvi19g01793	1.1	Photosynthesis.photophosphorylation
VIT_19s0014g03660	Vitvi19g00298	1.1	Photosynthesis.photophosphorylation
VIT_19s0014g03850	Vitvi19g00308	1.1	Photosynthesis.photophosphorylation
VIT_19s0014g05080	Vitvi19g01981	1.1	Photosynthesis.photophosphorylation
VIT_19s0015g01760	Vitvi19g00909	1.1	Photosynthesis.photophosphorylation
VIT_19s0027g00200	Vitvi19g01479	1.1	Photosynthesis.photophosphorylation
VIT_00s0181g00200	Vitvi10g00378	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_00s0204g00170	Vitvi02g01762	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_00s0207g00210	Vitvi07g01275	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_00s0904g00010	Vitvi10g02212	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_01s0137g00210	Vitvi01g00589	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_03s0180g00110	Vitvi03g00549	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_04s0008g01730	Vitvi04g01806	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_05s0020g04110	Vitvi05g00563	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_06s0004g00260	Vitvi06g00033	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_07s0005g02220	Vitvi07g02246	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_07s0005g04400	Vitvi07g00690	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_07s0141g00570	Vitvi07g00035	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_08s0007g00780	Vitvi08g01239	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_08s0007g02190	Vitvi08g01360	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_10s0003g02890	Vitvi10g01839	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_10s0003g02900	Vitvi10g00740	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_11s0016g01400	Vitvi11g01345	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_11s0016g05570	Vitvi11g00488	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_12s0028g00320	Vitvi12g00050	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_12s0028g01080	Vitvi12g00092	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_12s0055g01110	Vitvi12g01553	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_12s0057g00630	Vitvi12g02485	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_13s0019g00260	Vitvi13g00250	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_13s0019g02630	Vitvi13g00384	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_13s0064g00670	Vitvi13g02488	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_14s0081g00060	Vitvi14g00489	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_14s0128g00050	Vitvi14g00284	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_16s0022g00630	Vitvi16g00707	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_18s0001g02740	Vitvi18g00272	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_18s0001g06720	Vitvi18g02192	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_18s0001g11710	Vitvi18g00894	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_18s0001g12070	Vitvi18g02735	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_18s0089g01170	Vitvi18g02408	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_19s0014g00160	Vitvi19g01793	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_19s0014g03660	Vitvi19g00298	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_19s0027g00200	Vitvi19g01479	1.1.1	Photosynthesis.photophosphorylation.photosystem II
VIT_00s0181g00200	Vitvi10g00378	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_07s0005g02220	Vitvi07g02246	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_08s0007g02190	Vitvi08g01360	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_10s0003g02890	Vitvi10g01839	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_10s0003g02900	Vitvi10g00740	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_12s0028g00320	Vitvi12g00050	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_12s0055g01110	Vitvi12g01553	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_12s0057g00630	Vitvi12g02485	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_18s0089g01170	Vitvi18g02408	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_19s0014g00160	Vitvi19g01793	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_19s0014g03660	Vitvi19g00298	1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex
VIT_00s0181g00200	Vitvi10g00378	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_07s0005g02220	Vitvi07g02246	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_10s0003g02890	Vitvi10g01839	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_10s0003g02900	Vitvi10g00740	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_12s0028g00320	Vitvi12g00050	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_12s0057g00630	Vitvi12g02485	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_19s0014g00160	Vitvi19g01793	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_19s0014g03660	Vitvi19g00298	1.1.1.1.1	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb1/2/3
VIT_08s0007g02190	Vitvi08g01360	1.1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb4
VIT_18s0089g01170	Vitvi18g02408	1.1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb5
VIT_12s0055g01110	Vitvi12g01553	1.1.1.1.4	Photosynthesis.photophosphorylation.photosystem II.LHC-II complex.component LHCb6
VIT_00s0207g00210	Vitvi07g01275	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_00s0904g00010	Vitvi10g02212	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_01s0137g00210	Vitvi01g00589	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_04s0008g01730	Vitvi04g01806	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_07s0141g00570	Vitvi07g00035	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_11s0016g01400	Vitvi11g01345	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_12s0028g01080	Vitvi12g00092	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_13s0019g02630	Vitvi13g00384	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_13s0064g00670	Vitvi13g02488	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_14s0081g00060	Vitvi14g00489	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_18s0001g11710	Vitvi18g00894	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_18s0001g12070	Vitvi18g02735	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_19s0027g00200	Vitvi19g01479	1.1.1.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex
VIT_13s0019g02630	Vitvi13g00384	1.1.1.2.1	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex
VIT_13s0019g02630	Vitvi13g00384	1.1.1.2.1.1	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.reaction center complex.component D1/PsbA
VIT_13s0064g00670	Vitvi13g02488	1.1.1.2.11	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbTn
VIT_07s0141g00570	Vitvi07g00035	1.1.1.2.12	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbW
VIT_14s0081g00060	Vitvi14g00489	1.1.1.2.12	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbW
VIT_04s0008g01730	Vitvi04g01806	1.1.1.2.13	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbX
VIT_11s0016g01400	Vitvi11g01345	1.1.1.2.13	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbX
VIT_01s0137g00210	Vitvi01g00589	1.1.1.2.14	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbY
VIT_00s0207g00210	Vitvi07g01275	1.1.1.2.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins
VIT_00s0904g00010	Vitvi10g02212	1.1.1.2.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins
VIT_12s0028g01080	Vitvi12g00092	1.1.1.2.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins
VIT_18s0001g11710	Vitvi18g00894	1.1.1.2.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins
VIT_00s0207g00210	Vitvi07g01275	1.1.1.2.2.1	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.component OEC33/PsbO
VIT_18s0001g11710	Vitvi18g00894	1.1.1.2.2.1	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.component OEC33/PsbO
VIT_00s0904g00010	Vitvi10g02212	1.1.1.2.2.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Viridiplantae-specific components
VIT_12s0028g01080	Vitvi12g00092	1.1.1.2.2.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Viridiplantae-specific components
VIT_12s0028g01080	Vitvi12g00092	1.1.1.2.2.2.1	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Viridiplantae-specific components.component OEC23/PsbP
VIT_00s0904g00010	Vitvi10g02212	1.1.1.2.2.2.2	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic proteins.Viridiplantae-specific components.component OEC16/PsbQ
VIT_18s0001g12070	Vitvi18g02735	1.1.1.2.7	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbM
VIT_19s0027g00200	Vitvi19g01479	1.1.1.2.9	Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component PsbR
VIT_06s0004g00260	Vitvi06g00033	1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance
VIT_07s0005g04400	Vitvi07g00690	1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance
VIT_08s0007g00780	Vitvi08g01239	1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance
VIT_13s0019g00260	Vitvi13g00250	1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance
VIT_14s0128g00050	Vitvi14g00284	1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance
VIT_16s0022g00630	Vitvi16g00707	1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance
VIT_18s0001g06720	Vitvi18g02192	1.1.1.3	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance
VIT_14s0128g00050	Vitvi14g00284	1.1.1.3.12	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.assembly factor (Psb32)
VIT_18s0001g06720	Vitvi18g02192	1.1.1.3.13	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.stabilizing factor (Psb33)
VIT_16s0022g00630	Vitvi16g00707	1.1.1.3.14	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.assembly factor (PAM68)
VIT_06s0004g00260	Vitvi06g00033	1.1.1.3.16	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.assembly factor (MET1)
VIT_13s0019g00260	Vitvi13g00250	1.1.1.3.17	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.assembly factor (PPL1)
VIT_08s0007g00780	Vitvi08g01239	1.1.1.3.7	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF244-OHP assembly factor complex
VIT_08s0007g00780	Vitvi08g01239	1.1.1.3.7.2	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.HCF244-OHP assembly factor complex.component OHP1
VIT_07s0005g04400	Vitvi07g00690	1.1.1.3.9	Photosynthesis.photophosphorylation.photosystem II.assembly and maintenance.regulatory protein (Psb28)
VIT_11s0016g05570	Vitvi11g00488	1.1.1.4	Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation
VIT_11s0016g05570	Vitvi11g00488	1.1.1.4.3	Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor (MPH2)
VIT_18s0001g02740	Vitvi18g00272	1.1.1.5	Photosynthesis.photophosphorylation.photosystem II.photoprotection
VIT_18s0001g02740	Vitvi18g00272	1.1.1.5.1	Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ)
VIT_18s0001g02740	Vitvi18g00272	1.1.1.5.1.2	Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).PsbS-dependent machinery
VIT_18s0001g02740	Vitvi18g00272	1.1.1.5.1.2.1	Photosynthesis.photophosphorylation.photosystem II.photoprotection.non-photochemical quenching (NPQ).PsbS-dependent machinery.regulatory protein (PsbS)
VIT_00s0204g00170	Vitvi02g01762	1.1.1.6	Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups
VIT_03s0180g00110	Vitvi03g00549	1.1.1.6	Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups
VIT_05s0020g04110	Vitvi05g00563	1.1.1.6	Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups
VIT_00s0204g00170	Vitvi02g01762	1.1.1.6.1	Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group
VIT_03s0180g00110	Vitvi03g00549	1.1.1.6.1	Photosynthesis.photophosphorylation.photosystem II.LHC-related protein groups.two-helix LHC-related protein group
