V1_gene	Module	Mapped_v3	MapMan_v3	Mapped_v5	MapMan_v5	GO_v5
VIT_13s0074g00470	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g04060	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0164g00100	M2	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0026g00960	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g09370	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0873g00010	M8	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0020g01820	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_01s0011g04160	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_10s0003g01310	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_01s0011g04300	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_02s0025g04280	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_13s0064g00440	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_18s0001g13970	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0064g01100	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0020g04880	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0008g03950	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_16s0013g00450	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_19s0014g03160	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0001g15460	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0083g00110	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_18s0072g00160	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0056g00150	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0016g03540	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_11s0016g05000	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0068g02150	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_19s0093g00510	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0524g00040	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0063g00320	M7	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_09s0002g00570	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0041g00370	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_09s0002g07120	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0023g02690	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s2342g00010	M4	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_05s0062g00250	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g08380	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_10s0003g02900	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0040g01200	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0057g00080	M3	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0058g01090	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0030g00340	M5	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0060g00250	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0007g08540	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0010g00020	M4	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_02s0025g03590	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_01s0011g00590	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_15s0046g00240	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0007g00330	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0020g01140	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0034g01140	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_16s0039g02540	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_07s0141g00360	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0026g02540	M7	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0066g01850	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0132g00070	M4	FALSE	FALSE	TRUE	FALSE	FALSE
VIT_11s0065g00130	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0035g02080	M10	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_07s0129g00330	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0063g00120	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_14s0083g00640	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g00080	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s2512g00010	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g09530	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0098g00720	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0060g01870	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_01s0010g00510	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_04s0023g02130	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0058g00430	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0158g00370	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0060g00230	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0038g02790	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_11s0016g00120	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_12s0035g00970	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_02s0154g00080	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0063g02360	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_13s0019g00900	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_07s0031g00480	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_09s0002g00640	M6	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g09800	M4	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_19s0014g02240	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_09s0002g04120	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0104g00740	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_14s0108g01020	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s0768g00040	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_17s0000g07190	M8	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g05470	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0029g00140	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0001g02610	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0010g00240	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0005g00260	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_18s0001g13200	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0080g00570	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_12s0028g02160	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g01590	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0057g00070	M3	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0049g00390	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g04290	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0032g01110	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0035g00880	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_04s0079g00420	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_02s0025g04290	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_04s0044g01000	M1	FALSE	FALSE	TRUE	TRUE	TRUE
VIT_03s0017g02260	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_13s0156g00190	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_09s0070g00140	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_07s0104g00830	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0037g01430	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_19s0140g00120	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_09s0002g00370	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_15s0046g03580	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_01s0010g03890	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_02s0012g01040	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0023g02200	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0100g00400	M10	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_11s0052g01090	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0129g00730	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0067g01810	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_15s0046g01190	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0323g00070	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0104g00510	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0052g01300	M7	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0233g00010	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s2527g00010	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_06s0080g00920	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0001g14450	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0180g00210	M7	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_05s0049g01020	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0582g00030	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_04s0008g01580	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_13s0019g04910	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_12s0057g00420	M2	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_03s0017g01710	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0001g04520	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_07s0129g00210	M7	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_17s0000g05250	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0373g00010	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_08s0007g07400	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0108g00740	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s2364g00010	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0041g00720	Not.Correlated	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_17s0000g00110	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0035g01480	Not.Correlated	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_04s0008g04020	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_17s0000g06350	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g07680	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0001g05020	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_06s0004g00590	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0050g01620	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_19s0093g00550	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_13s0019g00750	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_01s0150g00460	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0091g00500	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_15s0046g00360	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0006g02950	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s1353g00010	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0060g00460	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0005g01140	M7	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_11s0016g05430	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_17s0000g07470	M10	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0060g00420	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0019g04460	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_19s0014g05360	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_10s0003g00410	M2	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s1322g00010	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s1667g00010	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g06820	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_02s0025g00500	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_13s0073g00160	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_19s0014g05370	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s0477g00010	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_09s0002g07920	M3	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0119g00110	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_14s0108g01350	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_17s0000g08530	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g08290	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_18s0089g01210	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_07s0129g00290	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_12s0059g01990	M8	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_13s0067g02860	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0051g00680	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0007g04770	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_02s0025g01470	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0104g00730	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_07s0005g01240	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0104g01390	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_10s0116g00100	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_14s0068g01400	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_01s0026g00850	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0033g00380	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_11s0016g04990	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g14040	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_17s0000g03990	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0156g00260	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g00990	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_19s0093g00350	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_13s0067g01150	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_09s0018g01370	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_00s0399g00020	M1	TRUE	FALSE	FALSE	FALSE	FALSE
VIT_10s0042g00170	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0007g07640	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0347g00030	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_11s0052g01560	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0490g00010	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_08s0007g07920	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_01s0011g06330	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_04s0008g05120	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_14s0066g02350	M7	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0732g00010	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0038g04110	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0052g01120	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0063g01380	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0031g02170	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0023g03550	M10	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0102g00710	M10	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0067g01120	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_05s0029g01140	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_15s0046g00480	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g01910	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_10s0003g00420	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0301g00100	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_02s0025g02020	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0128g00320	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_12s0059g00880	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0057g00140	M3	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0068g00160	M2	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_02s0025g02590	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_16s0039g02530	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_00s2623g00010	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g08330	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0008g01160	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g05320	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g04730	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0006g02990	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0005g00390	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_01s0244g00030	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_10s0116g00050	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_10s0116g00560	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_09s0002g04130	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0079g00680	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0061g01310	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0009g00810	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0171g00360	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g01530	M4	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_13s0067g03070	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0049g00400	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_19s0177g00340	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g05810	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0031g01910	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_11s0052g00100	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0060g01190	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_19s0014g01780	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_16s0098g01170	M10	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_15s0046g00120	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_06s0009g02500	M4	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0083g00260	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_01s0010g03930	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_18s0001g00470	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0219g00040	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0125g00060	M8	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g03540	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_09s0002g00970	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0061g00770	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0038g02230	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_19s0014g04650	M7	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0105g00430	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0031g00530	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0038g01350	M1	TRUE	FALSE	TRUE	TRUE	FALSE
VIT_05s0102g00750	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0023g00360	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s0583g00030	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g01040	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0007g07990	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_10s0116g01810	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_01s0011g00110	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0160g00280	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0038g03240	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_04s0008g04710	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0041g02130	Not.Correlated	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_10s0116g01540	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0063g01970	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0083g00880	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0033g01390	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g14790	M1	FALSE	FALSE	TRUE	TRUE	FALSE
VIT_07s0005g00730	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0023g03240	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0375g00040	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_16s0115g00190	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_17s0000g07950	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0020g04540	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g01380	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_13s0067g03890	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g04550	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_19s0090g01230	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0030g02200	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_15s0046g00170	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0019g00890	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_05s0049g00050	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_13s0067g00220	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_12s0059g01340	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0020g04860	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0055g01110	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_10s0003g02780	M1	FALSE	FALSE	TRUE	FALSE	FALSE
VIT_14s0081g00720	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0007g08030	M4	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0001g15310	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_05s0049g01090	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_07s0005g00280	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0007g00610	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0050g01090	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_02s0236g00150	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_08s0007g01570	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_12s0035g01050	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_06s0004g00620	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_02s0154g00580	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_13s0067g02560	M4	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0068g01360	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_15s0048g02870	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_01s0010g03510	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_19s0014g03610	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_03s0091g00490	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s0929g00020	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_05s0029g00390	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_15s0046g00490	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g02640	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s0483g00030	M2	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_02s0012g01120	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0023g03610	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0013g00220	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0229g00100	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_19s0014g05380	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_15s0107g00550	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0122g01140	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0180g00140	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0059g02260	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0052g01190	M7	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0040g03230	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_19s0014g03660	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_19s0177g00230	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g02970	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0004g00260	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g02470	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g02290	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0063g01960	M2	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0083g00620	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_09s0018g01390	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_01s0150g00250	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0203g00050	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_06s0061g01110	M1	FALSE	FALSE	TRUE	TRUE	FALSE
VIT_03s0180g00110	M1	TRUE	TRUE	TRUE	TRUE	TRUE
