V1_gene	Module	Mapped_v3	MapMan_v3	Mapped_v5	MapMan_v5	GO_v5
VIT_11s0016g04160	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0404g00030	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_13s0019g00330	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0038g03130	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0068g01760	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0060g01320	M3	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_12s0057g00180	M3	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0108g00830	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_01s0011g03670	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g08150	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0001g13020	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_17s0000g06200	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_09s0002g06400	M10	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_12s0035g00380	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0094g00330	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_08s0007g08020	M7	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0007g08840	M6	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g03690	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0375g00010	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_16s0013g00390	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0007g03110	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_17s0000g02140	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_19s0015g01760	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0007g05000	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0080g01090	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g04130	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_17s0053g00990	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0066g01600	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0102g00120	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0038g02090	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_04s0023g03510	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0067g00260	M7	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_04s0210g00050	M4	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_13s0019g02320	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0051g00590	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g05430	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_10s0523g00020	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0156g00100	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_06s0061g00440	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_10s0071g00890	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_09s0002g04330	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0259g00070	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0001g08910	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_17s0000g07640	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g07840	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0020g04570	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_12s0035g00340	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0066g00700	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0007g07690	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0005g06160	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_04s0023g03010	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0001g08580	M7	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s1194g00020	M1	TRUE	FALSE	FALSE	FALSE	FALSE
VIT_19s0090g01490	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_04s0008g01520	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0147g00110	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0057g00170	M3	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0001g07840	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0001g09140	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0098g01150	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_11s0052g00630	M6	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0044g01410	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_19s0014g03730	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_16s0050g00380	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0060g01300	M3	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_06s0009g01110	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0049g00950	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_18s0001g13240	M3	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g05670	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0007g02190	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g01640	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0049g01760	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0098g00890	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0007g05210	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0016g01400	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g04360	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_06s0061g01230	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0061g00730	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g08520	M7	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g01330	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0050g00910	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_19s0015g00670	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_05s0094g00350	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_13s0067g03660	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0006g00180	M2	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0031g01160	M4	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_17s0000g07790	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_10s0003g02890	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0108g00450	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_06s0004g00880	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0091g00430	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0171g00400	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0001g09360	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_15s0048g01280	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_01s0026g00290	M4	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_05s0094g01570	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g04370	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_10s0003g00260	M7	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_06s0004g03910	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_04s0023g00410	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0023g02110	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_06s0004g05400	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g08330	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0004g06170	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g04340	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s0304g00070	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_16s0039g00990	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0067g00700	M10	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s0616g00020	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0001g13230	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0063g00340	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_12s0057g00100	M6	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0012g00170	M6	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_02s0025g04850	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_12s0028g00320	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0005g04920	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0028g03860	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0023g01150	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0052g01260	M7	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s1311g00010	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_01s0026g00980	M7	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0005g02410	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_11s0016g05830	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_01s0127g00470	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0038g00670	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0028g03010	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0040g03150	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0129g00100	M3	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_02s0025g01380	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0067g02410	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g04860	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_12s0059g01050	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_12s0057g01310	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_10s0003g03250	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0001g11630	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0091g00420	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0001g11970	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0028g01390	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_06s0004g05770	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s1603g00010	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_07s0104g01800	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s2574g00010	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_14s0083g01110	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0040g00980	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g05540	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g05180	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0089g01170	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s2188g00010	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_01s0011g05190	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0088g01250	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0007g01520	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_13s0084g00090	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0007g06170	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0020g00440	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0058g00440	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g11370	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0371g00050	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_19s0015g01300	M10	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s0323g00060	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0063g01150	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_01s0026g01050	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0137g00430	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_11s0016g05780	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0057g00090	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_11s0118g00560	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0083g00400	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_11s0016g01810	M7	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0020g02830	M7	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0057g01020	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g06290	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_16s0013g02160	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_07s0005g02730	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_03s0063g02490	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0022g01430	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s0160g00120	M2	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0012g00550	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0304g00010	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_11s0016g05270	M1	TRUE	FALSE	TRUE	TRUE	FALSE
VIT_17s0000g06960	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0010g03620	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_09s0002g00810	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0141g00020	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_10s0003g04350	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0134g00510	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s0259g00100	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_00s0199g00310	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_03s0017g00650	M2	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_12s0059g00490	M10	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_11s0037g00510	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_02s0109g00080	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0011g02740	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0031g02390	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0244g00170	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s0958g00020	M3	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g08320	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_18s0001g01060	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0034g01870	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_12s0028g02440	M1	TRUE	TRUE	TRUE	FALSE	TRUE
VIT_18s0089g00410	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_17s0000g06360	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g02470	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0060g01980	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s2207g00010	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0072g01010	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_12s0134g00170	M7	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_02s0154g00090	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0154g00320	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_07s0031g02560	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0066g02250	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0062g00980	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g03690	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s2086g00010	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0013g00440	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0091g00690	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_16s0039g02550	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0049g01480	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_01s0026g01020	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_02s0087g01020	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0105g00590	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0067g02300	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0007g04800	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0049g02240	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0063g00370	M4	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s1916g00010	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0020g04490	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_09s0002g00330	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0104g00410	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0020g02130	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g05640	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0001g13040	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_14s0030g00410	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_14s0066g02640	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0001g03430	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0005g02450	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_11s0037g00920	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_17s0000g06210	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_02s0087g00170	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_08s0007g00470	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_11s0016g05010	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0001g15000	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0102g00450	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_09s0018g02110	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0060g00820	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0004g01160	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_16s0013g00480	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g04710	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_01s0127g00590	M2	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_05s0020g01530	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g06680	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_01s0011g06460	M2	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0122g00610	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_15s0048g01750	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g06150	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_16s0039g01420	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_08s0007g06520	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g05650	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_03s0088g00290	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g01610	M10	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g02360	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_14s0066g01580	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_11s0016g05520	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g03540	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0044g01860	M4	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_08s0007g04180	M3	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0386g00050	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0088g00620	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0068g00510	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_14s0108g00090	M7	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0615g00030	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0117g00340	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_01s0026g02620	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_06s0004g07770	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s1328g00020	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_02s0025g02410	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s0274g00090	M10	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_12s0059g02510	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_15s0046g00150	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0207g00300	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_10s0003g03790	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_10s0116g01760	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0062g01120	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_19s0093g00310	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_06s0061g01380	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_06s0004g05380	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0019g00860	M2	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0089g01270	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_11s0103g00550	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_02s0234g00110	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_07s0129g00560	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0008g01730	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0081g00060	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0058g00410	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0031g00350	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0066g00250	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_09s0018g00240	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s1682g00010	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_03s0038g04680	M2	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0022g00510	M8	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_13s0064g01510	M7	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s1491g00020	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_06s0004g05230	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_10s0003g01280	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0333g00040	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_04s0023g02810	M2	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_14s0068g01490	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0020g03970	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_09s0002g04360	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_17s0000g04850	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_14s0083g00760	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g00290	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_07s0031g00650	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_05s0094g01590	M1	FALSE	FALSE	TRUE	TRUE	FALSE
VIT_13s0019g04140	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_00s0524g00010	M4	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_18s0001g09910	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s0187g00300	M3	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_09s0002g08090	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_04s0023g03230	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_17s0000g09810	M4	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_05s0020g02210	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_04s0043g00160	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_01s0011g00600	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_04s0023g02480	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_18s0001g06170	M7	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_01s0137g00210	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_14s0060g02300	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_05s0094g00300	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_11s0016g05290	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0032g00470	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_01s0150g00280	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_07s0197g00060	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_16s0098g01900	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_05s0062g01190	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_03s0088g00570	M3	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_08s0058g00740	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_07s0005g02070	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_16s0115g00340	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_00s1206g00010	M5	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_16s0039g01410	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_17s0000g04490	M1	TRUE	TRUE	TRUE	TRUE	FALSE
VIT_18s0001g12340	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_14s0171g00100	M1	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_07s0005g01320	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_17s0000g03200	M1	TRUE	TRUE	TRUE	FALSE	FALSE
VIT_00s0463g00040	M7	TRUE	TRUE	FALSE	FALSE	FALSE
VIT_14s0108g01420	M1	TRUE	TRUE	TRUE	TRUE	TRUE
VIT_00s0429g00040	M1	FALSE	FALSE	FALSE	FALSE	FALSE
VIT_09s0002g00150	M1	TRUE	TRUE	TRUE	TRUE	TRUE
