Gene	Module	Rank_kWithin	Top_decile_kWithin	V5_gene	Family_conflict	Mapped_for_T008	Pearson_54	Spearman_54
"VIT_14s0066g00170"	"M2"	21	TRUE	"Vitvi05_01chr14g25240"	FALSE	TRUE	0.990270620799922	0.976563140779544
"VIT_14s0068g00120"	"M2"	74	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_14s0068g00130"	"M2"	185	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_14s0068g00160"	"M2"	145	FALSE	"Vitvi05_01chr14g20700"	FALSE	TRUE	0.982180976278324	0.989929429715812
"VIT_14s0068g02190"	"M10"	34	FALSE	"Vitvi05_01chr14g23590"	FALSE	TRUE	0.949545844465048	0.997103106537069
"VIT_14s0081g00100"	"M2"	176	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_14s0108g00740"	"M2"	198	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_14s0108g01000"	"M2"	208	FALSE	"Vitvi05_01chr14g29510"	FALSE	TRUE	0.992492027097667	0.995578425767105
"VIT_15s0021g02400"	"M2"	193	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_15s0046g00500"	"M2"	149	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_15s0046g01570"	"M5"	34	FALSE	"Vitvi05_01chr15g18250"	FALSE	TRUE	0.971687103986522	0.990394511149228
"VIT_15s0046g01610"	"M2"	156	FALSE	"Vitvi05_01chr15g18300"	FALSE	TRUE	0.922279034955944	0.954481313776926
"VIT_15s0048g00510"	"M5"	81	FALSE	"Vitvi05_01chr15g12660"	FALSE	TRUE	0.940165600772248	0.993892665043619
"VIT_15s0048g00740"	"M10"	14	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0013g01720"	"M2"	92	FALSE	"Vitvi05_01chr16g06630"	FALSE	TRUE	0.916170095517061	0.908642724037697
"VIT_16s0039g01100"	"M5"	56	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0039g01120"	"M5"	36	FALSE	"Vitvi05_01chr16g00810"	FALSE	TRUE	0.846016913845524	0.829279466076862
"VIT_16s0039g01170"	"M5"	30	FALSE	"Vitvi05_01chr16g00830"	FALSE	TRUE	0.889794738314442	0.902170805782408
"VIT_16s0039g01240"	"M5"	28	FALSE	"Vitvi05_01chr16g00890"	FALSE	TRUE	0.866918472471778	0.48157102105214
"VIT_16s0039g01280"	"M5"	47	FALSE	"Vitvi05_01chr16g00900"	FALSE	TRUE	0.858304756950123	0.819784282583424
"VIT_16s0039g01300"	"M5"	51	FALSE	"Vitvi05_01chr16g00910"	FALSE	TRUE	0.812320539443336	0.737185288932936
"VIT_16s0039g01320"	"M5"	33	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0039g01920"	"M2"	2	TRUE	"Vitvi05_01chr16g02080"	FALSE	TRUE	0.992304971921324	0.996517058497586
"VIT_16s0039g02350"	"M2"	132	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0039g02610"	"M5"	105	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0050g00400"	"M5"	108	FALSE	"Vitvi05_01chr16g15450"	FALSE	TRUE	0.914422342724908	0.984248683036846
"VIT_16s0050g01710"	"M2"	113	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0050g01720"	"M2"	120	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0098g00790"	"M10"	8	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0098g01170"	"M10"	31	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0100g00400"	"M10"	9	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0100g00740"	"M2"	136	FALSE	"Vitvi05_01chr16g13990"	FALSE	TRUE	0.982735614005243	0.992071659996188
"VIT_16s0100g00750"	"M5"	2	TRUE	"Vitvi05_01chr16g14000"	TRUE	TRUE	0.952186244778578	0.985815061963775
"VIT_16s0100g00770"	"M5"	3	TRUE	"Vitvi05_01chr16g14020"	TRUE	TRUE	0.950996851053761	0.991403794625639
"VIT_16s0100g00780"	"M5"	1	TRUE	"Vitvi05_01chr16g14030"	TRUE	TRUE	0.943314977334419	0.98335213467229
"VIT_16s0100g00830"	"M5"	19	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0100g00880"	"M5"	65	FALSE	"Vitvi05_01chr16g14190"	TRUE	TRUE	0.880944197117244	0.881186918909797
"VIT_16s0100g00900"	"M5"	62	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0100g00910"	"M5"	6	TRUE	"Vitvi05_01chr16g14090"	TRUE	TRUE	0.931016789991307	0.941905236603161
"VIT_16s0100g00950"	"M5"	55	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0100g00960"	"M5"	89	FALSE	"Vitvi05_01chr16g14250"	FALSE	TRUE	0.719279050192949	0.491716584622182
"VIT_16s0100g00990"	"M5"	39	FALSE	"Vitvi05_01chr16g14300"	TRUE	TRUE	0.92169460639836	0.897609883293319
"VIT_16s0100g01000"	"M5"	44	FALSE	"Vitvi05_01chr16g14280"	TRUE	TRUE	0.917248181627825	0.830542972862069
"VIT_16s0100g01010"	"M5"	38	FALSE	"Vitvi05_01chr16g14240"	TRUE	TRUE	0.912081198859513	0.938115839999613
"VIT_16s0100g01020"	"M5"	48	FALSE	"Vitvi05_01chr16g14310"	TRUE	TRUE	0.918116040887623	0.953871373565628
"VIT_16s0100g01030"	"M5"	49	FALSE	"Vitvi05_01chr16g14320"	TRUE	TRUE	0.953140347262659	0.988218704039615
"VIT_16s0100g01070"	"M5"	11	TRUE	"Vitvi05_01chr16g14370"	TRUE	TRUE	0.916791459847416	0.882926090403053
"VIT_16s0100g01100"	"M5"	4	TRUE	"Vitvi05_01chr16g14430"	TRUE	TRUE	0.967911709987715	0.990527740369345
"VIT_16s0100g01130"	"M5"	32	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0100g01140"	"M5"	8	TRUE	"Vitvi05_01chr16g14500"	TRUE	TRUE	0.918721357271161	0.938545451250137
"VIT_16s0100g01150"	"M5"	10	TRUE	"Vitvi05_01chr16g14510"	TRUE	TRUE	0.945756908894744	0.957940023084057
"VIT_16s0100g01160"	"M5"	27	FALSE	"Vitvi05_01chr16g14540"	TRUE	TRUE	0.884909588203119	0.865407518135388
"VIT_16s0100g01190"	"M5"	60	FALSE	"Vitvi05_01chr16g14570"	TRUE	TRUE	0.834120037926155	0.918398541506129
"VIT_16s0100g01200"	"M5"	13	FALSE	"Vitvi05_01chr16g14590"	FALSE	TRUE	0.91517246785443	0.819394995174345
"VIT_16s0115g00470"	"M2"	23	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_16s0148g00250"	"M2"	96	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_17s0000g00060"	"M2"	16	TRUE	NA	FALSE	FALSE	NA	NA
"VIT_17s0000g00430"	"M10"	4	TRUE	NA	FALSE	FALSE	NA	NA
"VIT_17s0000g00680"	"M5"	35	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_17s0000g01930"	"M10"	2	TRUE	"Vitvi05_01chr17g02250"	FALSE	TRUE	0.998959456855914	0.991385553649705
"VIT_17s0000g05580"	"M10"	3	TRUE	NA	FALSE	FALSE	NA	NA
"VIT_17s0000g07470"	"M10"	30	FALSE	"Vitvi05_01chr17g11000"	FALSE	TRUE	0.993533228901258	0.98650657518582
"VIT_17s0053g00040"	"M2"	125	FALSE	"Vitvi05_01chr17g16900"	FALSE	TRUE	0.963510148917485	0.980331618067467
"VIT_17s0053g00970"	"M2"	30	FALSE	"Vitvi05_01chr17g18230"	FALSE	TRUE	0.994745613356072	0.99339878838521
"VIT_17s0119g00150"	"M2"	203	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0001g00780"	"M2"	97	FALSE	"Vitvi05_01chr18g22400"	FALSE	TRUE	0.877731800054844	0.905321380888804
"VIT_18s0001g02760"	"M5"	84	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0001g06940"	"M2"	158	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0001g08760"	"M5"	76	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0001g08810"	"M2"	192	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0001g09900"	"M2"	170	FALSE	"Vitvi05_01chr18g11110"	FALSE	TRUE	0.950116658385179	0.971259767486183
"VIT_18s0001g11580"	"M2"	164	FALSE	"Vitvi05_01chr18g13240"	FALSE	TRUE	0.960548072428837	0.994129979035639
"VIT_18s0001g12830"	"M10"	20	FALSE	"Vitvi05_01chr18g14840"	FALSE	TRUE	0.997958850399377	0.994663617305127
"VIT_18s0001g13670"	"M5"	99	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0001g15130"	"M5"	88	FALSE	"Vitvi05_01chr18g17840"	FALSE	TRUE	0.981155733862295	0.989251000571755
"VIT_18s0001g15220"	"M5"	77	FALSE	"Vitvi05_01chr18g17970"	FALSE	TRUE	0.99134427329628	0.989327234610253
"VIT_18s0001g15730"	"M10"	25	FALSE	"Vitvi05_01chr18g18600"	FALSE	TRUE	0.970573574045017	0.982923575376405
"VIT_18s0041g00670"	"M2"	95	FALSE	"Vitvi05_01chr18g30290"	FALSE	TRUE	0.971152329409391	0.995197255574614
"VIT_18s0041g00870"	"M2"	54	FALSE	"Vitvi05_01chr18g30500"	FALSE	TRUE	0.40989451174228	0.406319771291402
"VIT_18s0076g00100"	"M2"	52	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0086g00440"	"M2"	26	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0089g00070"	"M2"	71	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0089g00660"	"M2"	27	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0089g00980"	"M2"	179	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00030"	"M2"	107	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00040"	"M2"	76	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00050"	"M2"	89	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00060"	"M2"	34	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00070"	"M2"	64	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00080"	"M2"	111	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00140"	"M2"	8	TRUE	"Vitvi05_01chr18g28120"	FALSE	TRUE	0.987640677909426	0.991461787688203
"VIT_18s0117g00380"	"M2"	102	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_18s0117g00550"	"M5"	23	FALSE	"Vitvi05_01chr18g27580"	FALSE	TRUE	0.975790176070974	0.934527682645899
"VIT_18s0164g00100"	"M2"	209	FALSE	"Vitvi05_01chr18g21090"	FALSE	TRUE	0.998463836660106	0.993215170573661
"VIT_18s0166g00060"	"M5"	103	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0014g00450"	"M2"	165	FALSE	"Vitvi05_01chr19g00700"	FALSE	TRUE	0.99715370459008	0.994663617305127
"VIT_19s0014g00540"	"M10"	37	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0014g01340"	"M2"	53	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0014g03390"	"M2"	140	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0014g03420"	"M2"	3	TRUE	"Vitvi05_01chr19g04700"	FALSE	TRUE	0.982995601479155	0.811093273903152
"VIT_19s0014g05330"	"M2"	17	TRUE	"Vitvi05_01chr19g07240"	FALSE	TRUE	0.949628523982371	0.982559591259556
"VIT_19s0014g05360"	"M2"	1	TRUE	NA	FALSE	FALSE	NA	NA
"VIT_19s0014g05370"	"M2"	4	TRUE	NA	FALSE	FALSE	NA	NA
"VIT_19s0014g05380"	"M2"	5	TRUE	NA	FALSE	FALSE	NA	NA
"VIT_19s0014g05400"	"M2"	44	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0015g01300"	"M10"	7	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0015g02690"	"M2"	110	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0085g00460"	"M2"	10	TRUE	"Vitvi05_01chr19g22100"	FALSE	TRUE	0.997699857668639	0.914377483316638
"VIT_19s0085g00470"	"M2"	56	FALSE	"Vitvi05_01chr19g22110"	FALSE	TRUE	0.189003724300159	0.223236503609037
"VIT_19s0085g00660"	"M2"	9	TRUE	NA	FALSE	FALSE	NA	NA
"VIT_19s0085g00920"	"M2"	141	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0090g00330"	"M2"	90	FALSE	"Vitvi05_01chr19g08330"	FALSE	TRUE	0.963562689031265	0.950066704783686
"VIT_19s0090g01380"	"M2"	108	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0093g00190"	"M2"	201	FALSE	NA	FALSE	FALSE	NA	NA
"VIT_19s0135g00060"	"M2"	118	FALSE	"Vitvi05_01chr19g15540"	FALSE	TRUE	0.979821166051155	0.99618829807509
