"Module"	"Gene1"	"Gene2"	"Pearson_r"	"Beta10_unsigned_adjacency"
"M2"	"VIT_10s0003g00410"	"VIT_19s0093g00190"	-0.43651266553144	0.000251170421239116
"M2"	"VIT_19s0014g05370"	"VIT_19s0093g00190"	-0.513920039876077	0.00128515505734763
"M2"	"VIT_14s0068g00160"	"VIT_19s0093g00190"	-0.588070145000122	0.00494642374235096
"M2"	"VIT_00s0160g00280"	"VIT_19s0093g00190"	-0.508415893499248	0.00115396114240916
"M2"	"VIT_02s0154g00580"	"VIT_19s0093g00190"	-0.475371921016428	0.000589298390624261
"M2"	"VIT_00s0483g00030"	"VIT_19s0093g00190"	-0.387442641018282	7.62209161150124e-05
"M2"	"VIT_19s0014g05380"	"VIT_19s0093g00190"	-0.547776279773404	0.00243238446900262
"M2"	"VIT_03s0063g01960"	"VIT_19s0093g00190"	0.624971935080658	0.0090908638595988
"M2"	"VIT_19s0085g00660"	"VIT_19s0093g00190"	-0.517717156840847	0.00138332929711934
"M2"	"VIT_16s0039g02350"	"VIT_19s0093g00190"	-0.315976777259237	9.92091326583501e-06
"M2"	"VIT_03s0063g00810"	"VIT_19s0093g00190"	0.442091611599308	0.000285182416887163
"M2"	"VIT_18s0089g00980"	"VIT_19s0093g00190"	-0.462027794739046	0.000443282949609567
"M2"	"VIT_00s0276g00010"	"VIT_19s0093g00190"	0.340469837438514	2.09308291976284e-05
"M2"	"VIT_17s0053g00040"	"VIT_19s0093g00190"	-0.517957935654836	0.00138977633731207
"M2"	"VIT_14s0108g01000"	"VIT_19s0093g00190"	-0.531231900113165	0.00178995231886226
"M2"	"VIT_12s0035g00740"	"VIT_19s0093g00190"	0.571156641511672	0.00369447142751241
"M2"	"VIT_13s0019g02910"	"VIT_19s0093g00190"	-0.349759678162534	2.73966465263491e-05
"M2"	"VIT_14s0030g01150"	"VIT_19s0093g00190"	0.598204155193427	0.00586805605261169
"M2"	"VIT_14s0006g01040"	"VIT_19s0093g00190"	0.629823572132772	0.00982175524730999
"M2"	"VIT_00s0227g00080"	"VIT_19s0093g00190"	0.348879640974047	2.67150669814818e-05
"M2"	"VIT_00s0160g00100"	"VIT_19s0093g00190"	-0.602538237119185	0.006307338291148
"M2"	"VIT_00s0184g00210"	"VIT_19s0093g00190"	-0.560833496784104	0.00307850205251595
"M2"	"VIT_19s0090g00330"	"VIT_19s0093g00190"	-0.435354826038795	0.000244587146913255
"M2"	"VIT_03s0038g01930"	"VIT_19s0014g03390"	0.767902173697944	0.0712949829459572
"M2"	"VIT_07s0129g00090"	"VIT_19s0014g03390"	-0.772451214523972	0.0756328739849165
"M2"	"VIT_19s0014g00450"	"VIT_19s0014g03390"	-0.582885152204377	0.00452720256567109
"M2"	"VIT_03s0038g04700"	"VIT_19s0014g03390"	-0.825368852458528	0.146717107256465
"M2"	"VIT_19s0015g02690"	"VIT_19s0014g03390"	0.72170191717251	0.0383335102377218
"M2"	"VIT_07s0129g00160"	"VIT_19s0014g03390"	0.565772183188171	0.00336059294092669
"M2"	"VIT_07s0104g00150"	"VIT_19s0014g03390"	-0.500920656089023	0.000994693791713709
"M2"	"VIT_01s0010g03810"	"VIT_19s0014g03390"	-0.72234091941394	0.0386742745687908
"M2"	"VIT_13s0147g00110"	"VIT_19s0014g03390"	-0.804956502683835	0.114215259532007
"M2"	"VIT_14s0006g00180"	"VIT_19s0014g03390"	-0.35572376996174	3.24435869206007e-05
"M2"	"VIT_13s0067g02410"	"VIT_19s0014g03390"	-0.498503701919981	0.000947728361856683
"M2"	"VIT_00s0160g00120"	"VIT_19s0014g03390"	-0.803396426082257	0.112020873380893
"M2"	"VIT_03s0017g00650"	"VIT_19s0014g03390"	-0.658532231983117	0.0153380576019387
"M2"	"VIT_01s0127g00590"	"VIT_19s0014g03390"	-0.460249471202201	0.000426513696404323
"M2"	"VIT_01s0011g06460"	"VIT_19s0014g03390"	0.766975459882854	0.0704392438102835
"M2"	"VIT_13s0019g00860"	"VIT_19s0014g03390"	-0.308851224228035	7.89756613442726e-06
"M2"	"VIT_03s0038g04680"	"VIT_19s0014g03390"	-0.815788162774941	0.130549133438255
"M2"	"VIT_04s0023g02810"	"VIT_19s0014g03390"	0.791702277055284	0.0967428640388998
"M2"	"VIT_18s0164g00100"	"VIT_19s0014g03390"	-0.177958893748741	3.1856420376846e-08
"M2"	"VIT_04s0008g01580"	"VIT_19s0014g03390"	-0.473952335370039	0.000571935001750581
"M2"	"VIT_12s0057g00420"	"VIT_19s0014g03390"	-0.518198131697701	0.00139623470456015
"M2"	"VIT_14s0108g00740"	"VIT_19s0014g03390"	-0.408176232278388	0.000128374015357697
"M2"	"VIT_19s0014g05360"	"VIT_19s0014g03390"	-0.788387313188466	0.0927675889876985
"M2"	"VIT_10s0003g00410"	"VIT_19s0014g03390"	-0.703942847379225	0.0298795467394347
"M2"	"VIT_19s0014g05370"	"VIT_19s0014g03390"	-0.798807712669859	0.10578461122804
"M2"	"VIT_14s0068g00160"	"VIT_19s0014g03390"	-0.798844713620776	0.105833621110042
"M2"	"VIT_00s0160g00280"	"VIT_19s0014g03390"	-0.769642025336373	0.072926897480211
"M2"	"VIT_02s0154g00580"	"VIT_19s0014g03390"	-0.833254471021213	0.161352807517271
"M2"	"VIT_00s0483g00030"	"VIT_19s0014g03390"	-0.643273312189856	0.0121326407924755
"M2"	"VIT_19s0014g05380"	"VIT_19s0014g03390"	-0.784781639171538	0.0886111426657322
"M2"	"VIT_03s0063g01960"	"VIT_19s0014g03390"	0.708833436583389	0.0320215209370506
"M2"	"VIT_19s0085g00660"	"VIT_19s0014g03390"	-0.754014329605141	0.0594013061537957
"M2"	"VIT_16s0039g02350"	"VIT_19s0014g03390"	-0.698742142440256	0.0277440188926558
"M2"	"VIT_03s0063g00810"	"VIT_19s0014g03390"	0.583823497166153	0.00460061298320105
"M2"	"VIT_18s0089g00980"	"VIT_19s0014g03390"	-0.771374692451644	0.0745854067840862
"M2"	"VIT_00s0276g00010"	"VIT_19s0014g03390"	0.585935460159546	0.00476977417881173
"M2"	"VIT_17s0053g00040"	"VIT_19s0014g03390"	-0.832819716238171	0.160512914858625
"M2"	"VIT_14s0108g01000"	"VIT_19s0014g03390"	-0.677235380935074	0.0202953427242181
"M2"	"VIT_12s0035g00740"	"VIT_19s0014g03390"	0.635219482762158	0.0106964114031808
"M2"	"VIT_13s0019g02910"	"VIT_19s0014g03390"	-0.654967815448059	0.014527791443001
"M2"	"VIT_14s0030g01150"	"VIT_19s0014g03390"	0.480619191492798	0.0006576746241207
"M2"	"VIT_14s0006g01040"	"VIT_19s0014g03390"	0.697049249447263	0.0270791257509989
"M2"	"VIT_00s0227g00080"	"VIT_19s0014g03390"	0.431876375651472	0.000225732702346668
"M2"	"VIT_00s0160g00100"	"VIT_19s0014g03390"	-0.821858861807146	0.140595824702827
"M2"	"VIT_00s0184g00210"	"VIT_19s0014g03390"	-0.839675967864242	0.174227712803255
"M2"	"VIT_19s0090g00330"	"VIT_19s0014g03390"	-0.674181650049555	0.0193985503638108
"M2"	"VIT_19s0093g00190"	"VIT_19s0014g03390"	0.598541060360813	0.00590118849285063
"M2"	"VIT_03s0038g01930"	"VIT_00s0179g00250"	-0.508851173161752	0.00116387891696479
"M2"	"VIT_07s0129g00090"	"VIT_00s0179g00250"	0.536777551032398	0.00198583630379367
"M2"	"VIT_19s0014g00450"	"VIT_00s0179g00250"	0.675074732258201	0.0196570584244732
"M2"	"VIT_03s0038g04700"	"VIT_00s0179g00250"	0.632253289313209	0.010207302240075
"M2"	"VIT_19s0015g02690"	"VIT_00s0179g00250"	-0.501828578598464	0.00101287045438853
"M2"	"VIT_07s0129g00160"	"VIT_00s0179g00250"	-0.754347495320365	0.0596642968518
"M2"	"VIT_07s0104g00150"	"VIT_00s0179g00250"	0.656846819079828	0.0149499937430297
"M2"	"VIT_01s0010g03810"	"VIT_00s0179g00250"	0.485752610737015	0.0007313940693755
"M2"	"VIT_13s0147g00110"	"VIT_00s0179g00250"	0.558471062425367	0.00295125507957564
"M2"	"VIT_14s0006g00180"	"VIT_00s0179g00250"	0.662200976585292	0.016214298685775
"M2"	"VIT_13s0067g02410"	"VIT_00s0179g00250"	0.707491763142106	0.0314205570441421
"M2"	"VIT_00s0160g00120"	"VIT_00s0179g00250"	0.716729847800759	0.0357729625506984
"M2"	"VIT_03s0017g00650"	"VIT_00s0179g00250"	0.515054428308852	0.0013138060419754
"M2"	"VIT_01s0127g00590"	"VIT_00s0179g00250"	0.819809761240371	0.137129486682278
"M2"	"VIT_01s0011g06460"	"VIT_00s0179g00250"	-0.437672124513426	0.00025792228715985
"M2"	"VIT_13s0019g00860"	"VIT_00s0179g00250"	0.562427688064532	0.00316713755920052
"M2"	"VIT_03s0038g04680"	"VIT_00s0179g00250"	0.684899041384406	0.0227125336380499
"M2"	"VIT_04s0023g02810"	"VIT_00s0179g00250"	-0.701590611321388	0.0288959972115461
"M2"	"VIT_18s0164g00100"	"VIT_00s0179g00250"	0.523738889350991	0.0015529169456238
"M2"	"VIT_04s0008g01580"	"VIT_00s0179g00250"	0.673477485636188	0.019196887434055
"M2"	"VIT_12s0057g00420"	"VIT_00s0179g00250"	0.540008921577928	0.00210867354424166
"M2"	"VIT_14s0108g00740"	"VIT_00s0179g00250"	0.532884984051506	0.00184643841088814
"M2"	"VIT_19s0014g05360"	"VIT_00s0179g00250"	0.757097878250375	0.0618757236095056
"M2"	"VIT_10s0003g00410"	"VIT_00s0179g00250"	0.640659098584602	0.0116484994466391
"M2"	"VIT_19s0014g05370"	"VIT_00s0179g00250"	0.750617574022879	0.0567789402329329
"M2"	"VIT_14s0068g00160"	"VIT_00s0179g00250"	0.391599125746213	8.48041558708704e-05
"M2"	"VIT_00s0160g00280"	"VIT_00s0179g00250"	0.71199633306405	0.0334793925315754
"M2"	"VIT_02s0154g00580"	"VIT_00s0179g00250"	0.529832266117121	0.00174334775785533
"M2"	"VIT_00s0483g00030"	"VIT_00s0179g00250"	0.832180871768044	0.159285884050495
"M2"	"VIT_19s0014g05380"	"VIT_00s0179g00250"	0.752385357057771	0.0581304047818401
"M2"	"VIT_03s0063g01960"	"VIT_00s0179g00250"	-0.427916149058557	0.000205867014136368
"M2"	"VIT_19s0085g00660"	"VIT_00s0179g00250"	0.811993802386833	0.124602611499779
"M2"	"VIT_16s0039g02350"	"VIT_00s0179g00250"	0.557311340309371	0.00289053879633647
"M2"	"VIT_03s0063g00810"	"VIT_00s0179g00250"	-0.710933756844981	0.0329830915816805
"M2"	"VIT_18s0089g00980"	"VIT_00s0179g00250"	0.378432471249279	6.02398577920619e-05
"M2"	"VIT_00s0276g00010"	"VIT_00s0179g00250"	-0.447854298364361	0.000324614165717521
"M2"	"VIT_17s0053g00040"	"VIT_00s0179g00250"	0.409472123662647	0.000132508399658201
"M2"	"VIT_14s0108g01000"	"VIT_00s0179g00250"	0.406510820175038	0.000123231319245425
"M2"	"VIT_12s0035g00740"	"VIT_00s0179g00250"	-0.71853877580574	0.036686146600569
"M2"	"VIT_13s0019g02910"	"VIT_00s0179g00250"	0.87460534859873	0.261891431308393
"M2"	"VIT_14s0030g01150"	"VIT_00s0179g00250"	-0.496230943212508	0.000905395681173158
"M2"	"VIT_14s0006g01040"	"VIT_00s0179g00250"	-0.668235983054795	0.0177540965553465
"M2"	"VIT_00s0227g00080"	"VIT_00s0179g00250"	-0.321802105248354	1.19093705869759e-05
"M2"	"VIT_00s0160g00100"	"VIT_00s0179g00250"	0.648898697091782	0.0132363737453283
"M2"	"VIT_00s0184g00210"	"VIT_00s0179g00250"	0.699361366265977	0.0279908686190641
"M2"	"VIT_19s0090g00330"	"VIT_00s0179g00250"	0.688848996761902	0.024056935421654
"M2"	"VIT_19s0093g00190"	"VIT_00s0179g00250"	-0.399525724218115	0.000103620927240489
"M2"	"VIT_19s0014g03390"	"VIT_00s0179g00250"	-0.515871955364231	0.00133480918739676
"M2"	"VIT_03s0038g01930"	"VIT_18s0001g08810"	-0.568962542150109	0.0035549766625962
"M2"	"VIT_07s0129g00090"	"VIT_18s0001g08810"	0.473477638898262	0.000566232421097628
"M2"	"VIT_19s0014g00450"	"VIT_18s0001g08810"	0.178665617181556	3.31443754032032e-08
"M2"	"VIT_03s0038g04700"	"VIT_18s0001g08810"	0.461171268962898	0.000435133408398567
"M2"	"VIT_19s0015g02690"	"VIT_18s0001g08810"	-0.664138789925982	0.0166950784973988
"M2"	"VIT_07s0129g00160"	"VIT_18s0001g08810"	-0.525433489225691	0.00160390077367721
"M2"	"VIT_07s0104g00150"	"VIT_18s0001g08810"	0.780010734245467	0.0833692305951028
"M2"	"VIT_01s0010g03810"	"VIT_18s0001g08810"	0.567650670745129	0.00347385393392765
"M2"	"VIT_13s0147g00110"	"VIT_18s0001g08810"	0.512463634938602	0.00124919583456313
"M2"	"VIT_14s0006g00180"	"VIT_18s0001g08810"	0.32391753690323	1.27158270860028e-05
"M2"	"VIT_13s0067g02410"	"VIT_18s0001g08810"	0.65570580130236	0.014692316005634
"M2"	"VIT_00s0160g00120"	"VIT_18s0001g08810"	0.527042046099992	0.00165368442186262
"M2"	"VIT_03s0017g00650"	"VIT_18s0001g08810"	0.656178177217692	0.0147985044638962
"M2"	"VIT_01s0127g00590"	"VIT_18s0001g08810"	0.577968494226182	0.00415950500677004
"M2"	"VIT_01s0011g06460"	"VIT_18s0001g08810"	-0.53464641435078	0.00190838759724841
"M2"	"VIT_13s0019g00860"	"VIT_18s0001g08810"	0.854109545358436	0.206602586778808
"M2"	"VIT_03s0038g04680"	"VIT_18s0001g08810"	0.536070062739395	0.00195981710498594
"M2"	"VIT_04s0023g02810"	"VIT_18s0001g08810"	-0.530044676827627	0.0017503494926947
"M2"	"VIT_18s0164g00100"	"VIT_18s0001g08810"	0.440105790254061	0.000272628230000457
"M2"	"VIT_04s0008g01580"	"VIT_18s0001g08810"	0.751518872502328	0.0574644047932099
"M2"	"VIT_12s0057g00420"	"VIT_18s0001g08810"	0.317954207904688	1.05595587171581e-05
"M2"	"VIT_14s0108g00740"	"VIT_18s0001g08810"	0.418359139653974	0.000164245171923842
"M2"	"VIT_19s0014g05360"	"VIT_18s0001g08810"	0.656311336032421	0.0148285626377655
"M2"	"VIT_10s0003g00410"	"VIT_18s0001g08810"	0.202195038343056	1.14210213263188e-07
"M2"	"VIT_19s0014g05370"	"VIT_18s0001g08810"	0.663610700105499	0.01656280161546
"M2"	"VIT_14s0068g00160"	"VIT_18s0001g08810"	0.556774329552402	0.00286280677486702
"M2"	"VIT_00s0160g00280"	"VIT_18s0001g08810"	0.648641486443303	0.0131840008557764
"M2"	"VIT_02s0154g00580"	"VIT_18s0001g08810"	0.445445438725503	0.000307570842332591
"M2"	"VIT_00s0483g00030"	"VIT_18s0001g08810"	0.564131117365747	0.00326437888374042
"M2"	"VIT_19s0014g05380"	"VIT_18s0001g08810"	0.625413495912559	0.00915529804985455
"M2"	"VIT_03s0063g01960"	"VIT_18s0001g08810"	-0.322709079672339	1.22493162670824e-05
"M2"	"VIT_19s0085g00660"	"VIT_18s0001g08810"	0.671474320601564	0.0186334848517479
"M2"	"VIT_16s0039g02350"	"VIT_18s0001g08810"	0.432136323219344	0.000227095079648962
"M2"	"VIT_03s0063g00810"	"VIT_18s0001g08810"	-0.603532136645987	0.00641215485232408
"M2"	"VIT_18s0089g00980"	"VIT_18s0001g08810"	0.416728951514278	0.000157956220478459
"M2"	"VIT_00s0276g00010"	"VIT_18s0001g08810"	-0.336401865943606	1.85602559371396e-05
"M2"	"VIT_17s0053g00040"	"VIT_18s0001g08810"	0.402985206148003	0.000112951247523377
"M2"	"VIT_14s0108g01000"	"VIT_18s0001g08810"	0.301469694980961	6.20064139621709e-06
"M2"	"VIT_12s0035g00740"	"VIT_18s0001g08810"	-0.818674050950106	0.135241584454814
"M2"	"VIT_13s0019g02910"	"VIT_18s0001g08810"	0.464944745968491	0.000472077654675515
"M2"	"VIT_14s0030g01150"	"VIT_18s0001g08810"	-0.451086594217129	0.000348818255270767
"M2"	"VIT_14s0006g01040"	"VIT_18s0001g08810"	-0.547933646354212	0.00243938132634212
"M2"	"VIT_00s0227g00080"	"VIT_18s0001g08810"	-0.38862190021542	7.85728868370163e-05
"M2"	"VIT_00s0160g00100"	"VIT_18s0001g08810"	0.296269310987666	5.21034732743043e-06
"M2"	"VIT_00s0184g00210"	"VIT_18s0001g08810"	0.626504738481266	0.00931630290900126
"M2"	"VIT_19s0090g00330"	"VIT_18s0001g08810"	0.497859872347755	0.000935559114659966
"M2"	"VIT_19s0093g00190"	"VIT_18s0001g08810"	-0.325259825228027	1.32526962174921e-05
"M2"	"VIT_19s0014g03390"	"VIT_18s0001g08810"	-0.391112352507937	8.37558836614437e-05
"M2"	"VIT_00s0179g00250"	"VIT_18s0001g08810"	0.531921655842751	0.00181332946622176
"M2"	"VIT_03s0038g01930"	"VIT_03s0097g00240"	0.764470858239063	0.0681725198155375
"M2"	"VIT_07s0129g00090"	"VIT_03s0097g00240"	-0.840191849902051	0.175301101279434
"M2"	"VIT_19s0014g00450"	"VIT_03s0097g00240"	-0.703187563469767	0.0295605024945491
"M2"	"VIT_03s0038g04700"	"VIT_03s0097g00240"	-0.825771660569439	0.147434711268347
"M2"	"VIT_19s0015g02690"	"VIT_03s0097g00240"	0.896463572705862	0.335217335273594
"M2"	"VIT_07s0129g00160"	"VIT_03s0097g00240"	0.731502687708628	0.0438691542360189
"M2"	"VIT_07s0104g00150"	"VIT_03s0097g00240"	-0.725843158849495	0.0405908250709155
"M2"	"VIT_01s0010g03810"	"VIT_03s0097g00240"	-0.727895289815481	0.0417531351114796
"M2"	"VIT_13s0147g00110"	"VIT_03s0097g00240"	-0.775610767681156	0.0787840489768662
"M2"	"VIT_14s0006g00180"	"VIT_03s0097g00240"	-0.493373953724422	0.000854598614047556
"M2"	"VIT_13s0067g02410"	"VIT_03s0097g00240"	-0.701483490714651	0.0288519083819816
"M2"	"VIT_00s0160g00120"	"VIT_03s0097g00240"	-0.875312593395444	0.264016924936785
"M2"	"VIT_03s0017g00650"	"VIT_03s0097g00240"	-0.570721835900169	0.00366644260067527
"M2"	"VIT_01s0127g00590"	"VIT_03s0097g00240"	-0.671568168596036	0.0186595441569781
"M2"	"VIT_01s0011g06460"	"VIT_03s0097g00240"	0.697820547270542	0.0273802576570707
"M2"	"VIT_13s0019g00860"	"VIT_03s0097g00240"	-0.57794220435733	0.00415761337320378
"M2"	"VIT_03s0038g04680"	"VIT_03s0097g00240"	-0.878321514925601	0.273234296594944
"M2"	"VIT_04s0023g02810"	"VIT_03s0097g00240"	0.756363426830791	0.0612780883163208
"M2"	"VIT_18s0164g00100"	"VIT_03s0097g00240"	-0.265273708251821	1.72560775632368e-06
"M2"	"VIT_04s0008g01580"	"VIT_03s0097g00240"	-0.659169577092306	0.0154871516118637
"M2"	"VIT_12s0057g00420"	"VIT_03s0097g00240"	-0.400594318003347	0.000106426027067868
"M2"	"VIT_14s0108g00740"	"VIT_03s0097g00240"	-0.483843789384095	0.000703156034446168
"M2"	"VIT_19s0014g05360"	"VIT_03s0097g00240"	-0.955006650961354	0.631050276775629
"M2"	"VIT_10s0003g00410"	"VIT_03s0097g00240"	-0.721626578628738	0.0382935126362428
"M2"	"VIT_19s0014g05370"	"VIT_03s0097g00240"	-0.953881760547646	0.623656489736706
"M2"	"VIT_14s0068g00160"	"VIT_03s0097g00240"	-0.755355418799172	0.0604663134641131
"M2"	"VIT_00s0160g00280"	"VIT_03s0097g00240"	-0.949758629962244	0.597217444096551
"M2"	"VIT_02s0154g00580"	"VIT_03s0097g00240"	-0.902698748021992	0.359276160809684
"M2"	"VIT_00s0483g00030"	"VIT_03s0097g00240"	-0.781477070899568	0.0849498077376343
"M2"	"VIT_19s0014g05380"	"VIT_03s0097g00240"	-0.948066932734557	0.58666474764037
"M2"	"VIT_03s0063g01960"	"VIT_03s0097g00240"	0.540773958047461	0.00213873852274763
"M2"	"VIT_19s0085g00660"	"VIT_03s0097g00240"	-0.926422975486189	0.465685988487648
"M2"	"VIT_16s0039g02350"	"VIT_03s0097g00240"	-0.822969081641044	0.142506670644142
"M2"	"VIT_03s0063g00810"	"VIT_03s0097g00240"	0.750992464125696	0.0570631564172299
"M2"	"VIT_18s0089g00980"	"VIT_03s0097g00240"	-0.710001079568481	0.0325529304794481
"M2"	"VIT_00s0276g00010"	"VIT_03s0097g00240"	0.722252150334326	0.0386267737036894
"M2"	"VIT_17s0053g00040"	"VIT_03s0097g00240"	-0.784612456010703	0.0884203000491355
"M2"	"VIT_14s0108g01000"	"VIT_03s0097g00240"	-0.503737216733203	0.00105205969439784
"M2"	"VIT_12s0035g00740"	"VIT_03s0097g00240"	0.737435228960899	0.0475596675344924
"M2"	"VIT_13s0019g02910"	"VIT_03s0097g00240"	-0.758239815008752	0.062815360128948
"M2"	"VIT_14s0030g01150"	"VIT_03s0097g00240"	0.668818630915849	0.017909506751411
"M2"	"VIT_14s0006g01040"	"VIT_03s0097g00240"	0.900392594629104	0.350202421274087
"M2"	"VIT_00s0227g00080"	"VIT_03s0097g00240"	0.58227249229511	0.00447984240771817
"M2"	"VIT_00s0160g00100"	"VIT_03s0097g00240"	-0.82082931069543	0.138844461705121
"M2"	"VIT_00s0184g00210"	"VIT_03s0097g00240"	-0.92910065642424	0.479322338118614
"M2"	"VIT_19s0090g00330"	"VIT_03s0097g00240"	-0.822609025260958	0.141884417203739
"M2"	"VIT_19s0093g00190"	"VIT_03s0097g00240"	0.564369834977602	0.00327821875666667
"M2"	"VIT_19s0014g03390"	"VIT_03s0097g00240"	0.814901635261648	0.129137356818763
"M2"	"VIT_00s0179g00250"	"VIT_03s0097g00240"	-0.65847312172927	0.0153242956277951
"M2"	"VIT_18s0001g08810"	"VIT_03s0097g00240"	-0.623367284855732	0.00886012934228813
"M2"	"VIT_03s0038g01930"	"VIT_14s0006g00070"	-0.754681363924995	0.0599288931630647
"M2"	"VIT_07s0129g00090"	"VIT_14s0006g00070"	0.83496061171586	0.164687215392211
"M2"	"VIT_19s0014g00450"	"VIT_14s0006g00070"	0.753405450987158	0.0589233704216087
"M2"	"VIT_03s0038g04700"	"VIT_14s0006g00070"	0.840545280992931	0.176039911972091
"M2"	"VIT_19s0015g02690"	"VIT_14s0006g00070"	-0.827818474510287	0.151130160537456
"M2"	"VIT_07s0129g00160"	"VIT_14s0006g00070"	-0.787003427281935	0.0911520072185411
"M2"	"VIT_07s0104g00150"	"VIT_14s0006g00070"	0.802241386294453	0.110420733443552
"M2"	"VIT_01s0010g03810"	"VIT_14s0006g00070"	0.643254601701462	0.0121291123090145
"M2"	"VIT_13s0147g00110"	"VIT_14s0006g00070"	0.767234924544781	0.0706778999803807
"M2"	"VIT_14s0006g00180"	"VIT_14s0006g00070"	0.594652935293916	0.00552886097572205
"M2"	"VIT_13s0067g02410"	"VIT_14s0006g00070"	0.782193636438873	0.0857319662142195
"M2"	"VIT_00s0160g00120"	"VIT_14s0006g00070"	0.915520390403235	0.41369494403298
"M2"	"VIT_03s0017g00650"	"VIT_14s0006g00070"	0.646964369118704	0.0128470563832515
"M2"	"VIT_01s0127g00590"	"VIT_14s0006g00070"	0.828799143560956	0.152930087225931
"M2"	"VIT_01s0011g06460"	"VIT_14s0006g00070"	-0.626429693715749	0.00930514955306938
"M2"	"VIT_13s0019g00860"	"VIT_14s0006g00070"	0.611733747898801	0.00733878900358301
"M2"	"VIT_03s0038g04680"	"VIT_14s0006g00070"	0.891095014679112	0.315674964067096
"M2"	"VIT_04s0023g02810"	"VIT_14s0006g00070"	-0.761039571860716	0.065173702548664
"M2"	"VIT_18s0164g00100"	"VIT_14s0006g00070"	0.384053169516646	6.98093406488519e-05
"M2"	"VIT_04s0008g01580"	"VIT_14s0006g00070"	0.728838431089341	0.042297300025118
"M2"	"VIT_12s0057g00420"	"VIT_14s0006g00070"	0.51961602229447	0.00143491224010074
"M2"	"VIT_14s0108g00740"	"VIT_14s0006g00070"	0.569941190904484	0.00361659981096854
"M2"	"VIT_19s0014g05360"	"VIT_14s0006g00070"	0.991433207592402	0.917560296445568
"M2"	"VIT_10s0003g00410"	"VIT_14s0006g00070"	0.743394063530731	0.051545515415039
"M2"	"VIT_19s0014g05370"	"VIT_14s0006g00070"	0.99029436981665	0.907074795071083
"M2"	"VIT_14s0068g00160"	"VIT_14s0006g00070"	0.702456408446212	0.0292545747058341
"M2"	"VIT_00s0160g00280"	"VIT_14s0006g00070"	0.974213399663218	0.770089119099091
"M2"	"VIT_02s0154g00580"	"VIT_14s0006g00070"	0.85015177325281	0.197226219507032
"M2"	"VIT_00s0483g00030"	"VIT_14s0006g00070"	0.919201047958902	0.430630819291615
"M2"	"VIT_19s0014g05380"	"VIT_14s0006g00070"	0.987673514080497	0.883352569770229
"M2"	"VIT_03s0063g01960"	"VIT_14s0006g00070"	-0.584938857658183	0.00468926446008519
"M2"	"VIT_19s0085g00660"	"VIT_14s0006g00070"	0.990756747975963	0.91131892599039
"M2"	"VIT_16s0039g02350"	"VIT_14s0006g00070"	0.796013818706007	0.102142403046681
"M2"	"VIT_03s0063g00810"	"VIT_14s0006g00070"	-0.843986949685375	0.183382256820617
"M2"	"VIT_18s0089g00980"	"VIT_14s0006g00070"	0.693458153161882	0.025715950808181
"M2"	"VIT_00s0276g00010"	"VIT_14s0006g00070"	-0.670124962612812	0.0182624045905081
"M2"	"VIT_17s0053g00040"	"VIT_14s0006g00070"	0.765673574145517	0.0692526799658132
"M2"	"VIT_14s0108g01000"	"VIT_14s0006g00070"	0.472267204170496	0.000551922218318056
"M2"	"VIT_12s0035g00740"	"VIT_14s0006g00070"	-0.844593488602606	0.184704420331173
"M2"	"VIT_13s0019g02910"	"VIT_14s0006g00070"	0.886943723359554	0.301273301651877
"M2"	"VIT_14s0030g01150"	"VIT_14s0006g00070"	-0.671467320338772	0.0186315423624002
"M2"	"VIT_14s0006g01040"	"VIT_14s0006g00070"	-0.8599090564635	0.221067667566683
"M2"	"VIT_00s0227g00080"	"VIT_14s0006g00070"	-0.464276622350418	0.000465337618122519
"M2"	"VIT_00s0160g00100"	"VIT_14s0006g00070"	0.820294555452982	0.137942562727228
"M2"	"VIT_00s0184g00210"	"VIT_14s0006g00070"	0.932174616461427	0.495419078545022
"M2"	"VIT_19s0090g00330"	"VIT_14s0006g00070"	0.896342334267319	0.334764260515461
"M2"	"VIT_19s0093g00190"	"VIT_14s0006g00070"	-0.502728278065153	0.00103117683059603
"M2"	"VIT_19s0014g03390"	"VIT_14s0006g00070"	-0.763514014364278	0.0673240338648989
"M2"	"VIT_00s0179g00250"	"VIT_14s0006g00070"	0.777836490610633	0.0810742861190042
"M2"	"VIT_18s0001g08810"	"VIT_14s0006g00070"	0.657663286819627	0.0151368666936089
"M2"	"VIT_03s0097g00240"	"VIT_14s0006g00070"	-0.925333735380248	0.460239572473159
"M2"	"VIT_03s0038g01930"	"VIT_13s0064g00830"	-0.765642476162509	0.0692245579936475
"M2"	"VIT_07s0129g00090"	"VIT_13s0064g00830"	0.802518834021758	0.110803208149116
"M2"	"VIT_19s0014g00450"	"VIT_13s0064g00830"	0.559911961431676	0.00302828994486704
"M2"	"VIT_03s0038g04700"	"VIT_13s0064g00830"	0.845001911732122	0.185599548325056
"M2"	"VIT_19s0015g02690"	"VIT_13s0064g00830"	-0.752746631666219	0.0584101347860365
"M2"	"VIT_07s0129g00160"	"VIT_13s0064g00830"	-0.609120000277552	0.00703118616114212
"M2"	"VIT_07s0104g00150"	"VIT_13s0064g00830"	0.557576911078291	0.00290434240555973
"M2"	"VIT_01s0010g03810"	"VIT_13s0064g00830"	0.743326222678264	0.0514984951846354
"M2"	"VIT_13s0147g00110"	"VIT_13s0064g00830"	0.855472244583563	0.209922619070401
