"Module"	"Gene1"	"Gene2"	"Pearson_r"	"Beta10_unsigned_adjacency"
"M10"	"VIT_08s0040g01890"	"VIT_12s0059g00490"	0.718222573143944	0.0365250236005221
"M10"	"VIT_08s0007g08010"	"VIT_12s0059g00490"	0.661262504446254	0.0159859693556829
"M10"	"VIT_13s0019g02180"	"VIT_12s0059g00490"	0.611072973750351	0.00725990209077872
"M10"	"VIT_05s0049g00770"	"VIT_12s0059g00490"	0.758352843390458	0.0629090598118747
"M10"	"VIT_17s0000g05580"	"VIT_12s0059g00490"	0.821208034199782	0.139486409699002
"M10"	"VIT_16s0098g00790"	"VIT_12s0059g00490"	0.743282527257741	0.0514682305016742
"M10"	"VIT_17s0000g01930"	"VIT_12s0059g00490"	0.802385479562051	0.11061922420779
"M10"	"VIT_12s0142g00160"	"VIT_12s0059g00490"	0.928275586134294	0.475082776102872
"M10"	"VIT_09s0002g06400"	"VIT_12s0059g00490"	0.639020507146621	0.0113539755736013
"M10"	"VIT_13s0067g00700"	"VIT_12s0059g00490"	0.805098375407996	0.114416722440152
"M10"	"VIT_19s0015g01300"	"VIT_12s0059g00490"	0.831253125663522	0.157518988162034
"M10"	"VIT_02s0033g01120"	"VIT_02s0025g01610"	0.867482526839705	0.241327802497552
"M10"	"VIT_18s0001g12830"	"VIT_02s0025g01610"	0.745031352101335	0.0526920978127219
"M10"	"VIT_17s0000g00430"	"VIT_02s0025g01610"	0.913358211362436	0.404027918095812
"M10"	"VIT_08s0040g01890"	"VIT_02s0025g01610"	0.857809306773631	0.215728507037728
"M10"	"VIT_08s0007g08010"	"VIT_02s0025g01610"	0.728755548665297	0.0422492247704914
"M10"	"VIT_13s0019g02180"	"VIT_02s0025g01610"	0.827293836204874	0.150175084871569
"M10"	"VIT_05s0049g00770"	"VIT_02s0025g01610"	0.877590469243823	0.270968608384701
"M10"	"VIT_17s0000g05580"	"VIT_02s0025g01610"	0.914358072231738	0.408472697387077
"M10"	"VIT_16s0098g00790"	"VIT_02s0025g01610"	0.964508295748838	0.696722239776315
"M10"	"VIT_17s0000g01930"	"VIT_02s0025g01610"	0.952022333829855	0.61160547954516
"M10"	"VIT_12s0142g00160"	"VIT_02s0025g01610"	0.714265463152036	0.0345618126830243
"M10"	"VIT_09s0002g06400"	"VIT_02s0025g01610"	0.691336401300244	0.02493987349364
"M10"	"VIT_13s0067g00700"	"VIT_02s0025g01610"	0.870729348670671	0.250513900915618
"M10"	"VIT_19s0015g01300"	"VIT_02s0025g01610"	0.868795641716283	0.245005783508741
"M10"	"VIT_12s0059g00490"	"VIT_02s0025g01610"	0.71938168292943	0.0371187852559472
"M10"	"VIT_02s0033g01120"	"VIT_00s0274g00090"	0.79238651336742	0.0975822328280003
"M10"	"VIT_18s0001g12830"	"VIT_00s0274g00090"	0.764321223578002	0.0680391989528172
"M10"	"VIT_17s0000g00430"	"VIT_00s0274g00090"	0.825394417821209	0.146762558437557
"M10"	"VIT_08s0040g01890"	"VIT_00s0274g00090"	0.713261132722807	0.0340789016656266
"M10"	"VIT_08s0007g08010"	"VIT_00s0274g00090"	0.705080079943722	0.030365780668482
"M10"	"VIT_13s0019g02180"	"VIT_00s0274g00090"	0.810171354598946	0.121834093630123
"M10"	"VIT_05s0049g00770"	"VIT_00s0274g00090"	0.810173714289707	0.121837642194899
"M10"	"VIT_17s0000g05580"	"VIT_00s0274g00090"	0.851658088808425	0.200748706578252
"M10"	"VIT_16s0098g00790"	"VIT_00s0274g00090"	0.878423404716604	0.273551427877823
"M10"	"VIT_17s0000g01930"	"VIT_00s0274g00090"	0.91436645265146	0.408510136919163
"M10"	"VIT_12s0142g00160"	"VIT_00s0274g00090"	0.877928489129184	0.272014103955981
"M10"	"VIT_09s0002g06400"	"VIT_00s0274g00090"	0.780399983712666	0.083786204342012
"M10"	"VIT_13s0067g00700"	"VIT_00s0274g00090"	0.890479669783299	0.313501834807
"M10"	"VIT_19s0015g01300"	"VIT_00s0274g00090"	0.876819293652013	0.268596887159403
"M10"	"VIT_12s0059g00490"	"VIT_00s0274g00090"	0.888234240016601	0.305685687571769
"M10"	"VIT_02s0025g01610"	"VIT_00s0274g00090"	0.873418761892949	0.258359935575648
"M10"	"VIT_02s0033g01120"	"VIT_12s0035g02080"	0.891385699311023	0.316706242192004
"M10"	"VIT_18s0001g12830"	"VIT_12s0035g02080"	0.790696044941616	0.0955202971107677
