"Gene1"	"Gene2"	"Pearson_r"	"Beta10_unsigned_adjacency"	"Pair_group"
"VIT_12s0059g01720"	"VIT_11s0065g00350"	0.920613541618533	0.437294069843489	"other_other"
"VIT_03s0038g03400"	"VIT_11s0065g00350"	0.889270709235587	0.309271483648883	"other_other"
"VIT_08s0007g01810"	"VIT_11s0065g00350"	0.791641808576607	0.096668999357932	"other_other"
"VIT_06s0004g01020"	"VIT_11s0065g00350"	0.855786938808499	0.210696120488566	"other_other"
"VIT_05s0077g01580"	"VIT_12s0028g00920"	0.709311815513944	0.0322382859137097	"other_other"
"VIT_03s0038g03860"	"VIT_12s0028g00920"	-0.761629281209778	0.0656804808492242	"other_other"
"VIT_09s0002g01000"	"VIT_12s0028g00920"	-0.747628494886546	0.0545580018137698	"other_other"
"VIT_00s1206g00010"	"VIT_12s0028g00920"	-0.72485506090418	0.0400416306005197	"other_other"
"VIT_14s0030g00340"	"VIT_12s0028g00920"	-0.782800882427655	0.0863998653260525	"other_other"
"VIT_02s0025g03260"	"VIT_12s0028g00920"	-0.878272568851529	0.273082069959856	"other_other"
"VIT_10s0116g00530"	"VIT_12s0028g00920"	-0.813401378880859	0.12677950240029	"other_other"
"VIT_08s0007g01560"	"VIT_12s0028g00920"	0.736350122412478	0.0468644617635502	"other_other"
"VIT_02s0012g01660"	"VIT_12s0028g00920"	-0.764752313435657	0.0684239267878333	"other_other"
"VIT_05s0062g00610"	"VIT_12s0028g00920"	-0.673393153436884	0.0191728628179336	"other_other"
"VIT_04s0044g00040"	"VIT_12s0028g00920"	0.714079936653094	0.0344721451461996	"other_other"
"VIT_08s0040g01710"	"VIT_12s0028g00920"	0.845622958548716	0.186968160387698	"other_other"
"VIT_18s0001g08760"	"VIT_12s0028g00920"	0.873732269155402	0.259288798978762	"other_other"
"VIT_05s0049g01550"	"VIT_12s0028g00920"	0.875984377571042	0.266050212218044	"other_other"
"VIT_18s0166g00060"	"VIT_12s0028g00920"	0.727488916245542	0.0415206180541242	"other_other"
"VIT_18s0001g15130"	"VIT_12s0028g00920"	0.901394764099021	0.35411988189875	"other_other"
"VIT_05s0077g01560"	"VIT_12s0028g00920"	0.73594868194172	0.0466095938202676	"other_other"
"VIT_07s0005g03340"	"VIT_12s0028g00920"	0.854430981617191	0.20738143467566	"other_other"
"VIT_06s0004g07550"	"VIT_12s0028g00920"	0.809871079767385	0.121383290769731	"other_other"
"VIT_18s0001g15220"	"VIT_12s0028g00920"	0.801604440164983	0.109547164614473	"other_other"
"VIT_00s0270g00120"	"VIT_12s0028g00920"	0.76137980685796	0.0654656589580828	"other_other"
"VIT_14s0030g01890"	"VIT_12s0028g00920"	0.775349108750578	0.0785186673734916	"other_other"
"VIT_05s0077g01570"	"VIT_12s0028g00920"	0.753713214279239	0.0591645131173923	"other_other"
"VIT_06s0004g02010"	"VIT_12s0028g00920"	0.861715813948021	0.225756690873288	"other_other"
"VIT_11s0016g03190"	"VIT_12s0028g00920"	0.740734234271242	0.0497306536568133	"other_other"
"VIT_03s0091g00160"	"VIT_12s0028g00920"	0.722741486356297	0.0388892748686597	"other_other"
"VIT_06s0004g01990"	"VIT_12s0028g00920"	0.837911434447027	0.170600841895619	"other_other"
"VIT_06s0061g01210"	"VIT_12s0028g00920"	0.741976557316473	0.0505710347547405	"other_other"
"VIT_15s0046g01570"	"VIT_12s0028g00920"	0.868233028761082	0.243423795472603	"other_other"
"VIT_02s0033g01380"	"VIT_12s0028g00920"	0.509825367247772	0.00118635429661081	"other_other"
"VIT_05s0077g01540"	"VIT_12s0028g00920"	0.738146031196757	0.0480200812081596	"other_other"
"VIT_01s0011g01810"	"VIT_12s0028g00920"	0.778643788910808	0.0819196780187681	"other_other"
"VIT_06s0004g01010"	"VIT_12s0028g00920"	0.701826769228457	0.0289934096319462	"other_other"
"VIT_05s0020g03140"	"VIT_12s0028g00920"	0.679253979604438	0.0209084536963344	"other_other"
"VIT_12s0059g01720"	"VIT_12s0028g00920"	0.717293657711026	0.0360553659892124	"other_other"
"VIT_03s0038g03400"	"VIT_12s0028g00920"	0.770667037805767	0.0739039824501457	"other_other"
"VIT_08s0007g01810"	"VIT_12s0028g00920"	0.808609680137098	0.119505903914178	"other_other"
"VIT_06s0004g01020"	"VIT_12s0028g00920"	0.731173185649798	0.043671947694655	"other_other"
"VIT_11s0065g00350"	"VIT_12s0028g00920"	0.69281769195503	0.0254794291663445	"other_other"
"VIT_05s0077g01580"	"VIT_12s0059g00310"	0.598210501999743	0.00586867866937384	"other_other"
"VIT_03s0038g03860"	"VIT_12s0059g00310"	-0.757426718242852	0.0621450022412528	"other_other"
"VIT_09s0002g01000"	"VIT_12s0059g00310"	-0.722134257897076	0.0385637699308122	"other_other"
"VIT_00s1206g00010"	"VIT_12s0059g00310"	-0.74703719736863	0.0541280364170595	"other_other"
"VIT_14s0030g00340"	"VIT_12s0059g00310"	-0.72751114413389	0.041533306117784	"other_other"
"VIT_02s0025g03260"	"VIT_12s0059g00310"	-0.703682486410139	0.0297692177178367	"other_other"
"VIT_10s0116g00530"	"VIT_12s0059g00310"	-0.729907577565373	0.0429218787320127	"other_other"
"VIT_08s0007g01560"	"VIT_12s0059g00310"	0.826367113796098	0.148501300227425	"other_other"
"VIT_02s0012g01660"	"VIT_12s0059g00310"	-0.599432007048983	0.00598962022449811	"other_other"
"VIT_05s0062g00610"	"VIT_12s0059g00310"	-0.555375722874438	0.00279170108433236	"other_other"
"VIT_04s0044g00040"	"VIT_12s0059g00310"	0.766170496451935	0.0697034448941398	"other_other"
"VIT_08s0040g01710"	"VIT_12s0059g00310"	0.7691728090525	0.0724835126012181	"other_other"
"VIT_18s0001g08760"	"VIT_12s0059g00310"	0.777128772115485	0.0803396405092631	"other_other"
"VIT_05s0049g01550"	"VIT_12s0059g00310"	0.608142445640133	0.00691915664670968	"other_other"
"VIT_18s0166g00060"	"VIT_12s0059g00310"	0.533210686421452	0.00185775503943202	"other_other"
"VIT_18s0001g15130"	"VIT_12s0059g00310"	0.711541445161842	0.0332661096834427	"other_other"
"VIT_05s0077g01560"	"VIT_12s0059g00310"	0.675840227173444	0.0198810987116639	"other_other"
"VIT_07s0005g03340"	"VIT_12s0059g00310"	0.774771624877397	0.077935812610505	"other_other"
"VIT_06s0004g07550"	"VIT_12s0059g00310"	0.656078020001335	0.0147759319459458	"other_other"
"VIT_18s0001g15220"	"VIT_12s0059g00310"	0.703386617526873	0.0296442872388394	"other_other"
"VIT_00s0270g00120"	"VIT_12s0059g00310"	0.741378440191951	0.0501648505648745	"other_other"
"VIT_14s0030g01890"	"VIT_12s0059g00310"	0.684643491299576	0.0226279305980403	"other_other"
"VIT_05s0077g01570"	"VIT_12s0059g00310"	0.686388055495736	0.0232111775295074	"other_other"
"VIT_06s0004g02010"	"VIT_12s0059g00310"	0.75497574512951	0.0601630706619838	"other_other"
"VIT_11s0016g03190"	"VIT_12s0059g00310"	0.681721656888429	0.0216805806124896	"other_other"
"VIT_03s0091g00160"	"VIT_12s0059g00310"	0.770668990051432	0.0739058545994266	"other_other"
"VIT_06s0004g01990"	"VIT_12s0059g00310"	0.742985878278074	0.0512631859102586	"other_other"
"VIT_06s0061g01210"	"VIT_12s0059g00310"	0.63080703109928	0.00997620245759766	"other_other"
"VIT_15s0046g01570"	"VIT_12s0059g00310"	0.777082576129927	0.0802918958320347	"other_other"
"VIT_02s0033g01380"	"VIT_12s0059g00310"	0.805724783609062	0.115310067100882	"other_other"
"VIT_05s0077g01540"	"VIT_12s0059g00310"	0.735420384848667	0.0462760879175431	"other_other"
"VIT_01s0011g01810"	"VIT_12s0059g00310"	0.740604375780996	0.0496435393447145	"other_other"
"VIT_06s0004g01010"	"VIT_12s0059g00310"	0.807785638266044	0.118293607199329	"other_other"
"VIT_05s0020g03140"	"VIT_12s0059g00310"	0.704854174281235	0.0302686297197555	"other_other"
"VIT_12s0059g01720"	"VIT_12s0059g00310"	0.832877451905971	0.160624226007509	"other_other"
"VIT_03s0038g03400"	"VIT_12s0059g00310"	0.832182656216545	0.159289299656518	"other_other"
"VIT_08s0007g01810"	"VIT_12s0059g00310"	0.646837329686797	0.0128218518832935	"other_other"
"VIT_06s0004g01020"	"VIT_12s0059g00310"	0.73308209250639	0.0448255996802261	"other_other"
"VIT_11s0065g00350"	"VIT_12s0059g00310"	0.832258914520984	0.159435326998994	"other_other"
"VIT_12s0028g00920"	"VIT_12s0059g00310"	0.679022149804219	0.020837202515324	"other_other"
"VIT_05s0077g01580"	"VIT_16s0039g01100"	0.797887629636499	0.10457245857168	"other_other"
"VIT_03s0038g03860"	"VIT_16s0039g01100"	-0.833130110370779	0.161112155115826	"other_other"
"VIT_09s0002g01000"	"VIT_16s0039g01100"	-0.775900933905415	0.0790792871970343	"other_other"
"VIT_00s1206g00010"	"VIT_16s0039g01100"	-0.825385949823338	0.146747502270087	"other_other"
"VIT_14s0030g00340"	"VIT_16s0039g01100"	-0.681019779393126	0.0214583960437657	"other_other"
"VIT_02s0025g03260"	"VIT_16s0039g01100"	-0.836182959348584	0.167114112845491	"other_other"
"VIT_10s0116g00530"	"VIT_16s0039g01100"	-0.793925668762845	0.0994943537310141	"other_other"
"VIT_08s0007g01560"	"VIT_16s0039g01100"	0.781317647282424	0.0847766666407042	"other_other"
"VIT_02s0012g01660"	"VIT_16s0039g01100"	-0.710308116541402	0.0326939785173778	"other_other"
"VIT_05s0062g00610"	"VIT_16s0039g01100"	-0.561466534869184	0.00311342752680858	"other_other"
"VIT_04s0044g00040"	"VIT_16s0039g01100"	0.839254440791806	0.173355042704327	"other_other"
"VIT_08s0040g01710"	"VIT_16s0039g01100"	0.778941779280284	0.0822337286637117	"other_other"
"VIT_18s0001g08760"	"VIT_16s0039g01100"	0.828610711778069	0.152582748252753	"other_other"
"VIT_05s0049g01550"	"VIT_16s0039g01100"	0.668749814113038	0.0178910876399354	"other_other"
"VIT_18s0166g00060"	"VIT_16s0039g01100"	0.642230622936741	0.0119374096665804	"other_other"
"VIT_18s0001g15130"	"VIT_16s0039g01100"	0.851431924316535	0.200216239240858	"other_other"
"VIT_05s0077g01560"	"VIT_16s0039g01100"	0.785517019635626	0.0894449843617856	"other_other"
"VIT_07s0005g03340"	"VIT_16s0039g01100"	0.836317986364993	0.167384165277387	"other_other"
"VIT_06s0004g07550"	"VIT_16s0039g01100"	0.838918402977563	0.172662177740931	"other_other"
"VIT_18s0001g15220"	"VIT_16s0039g01100"	0.720641611264926	0.0377740329910446	"other_other"
"VIT_00s0270g00120"	"VIT_16s0039g01100"	0.776797298517256	0.0799976198056693	"other_other"
"VIT_14s0030g01890"	"VIT_16s0039g01100"	0.815662604897906	0.130348344498129	"other_other"
"VIT_05s0077g01570"	"VIT_16s0039g01100"	0.801950097823246	0.110020457614236	"other_other"
"VIT_06s0004g02010"	"VIT_16s0039g01100"	0.852250472625018	0.202149423644352	"other_other"
"VIT_11s0016g03190"	"VIT_16s0039g01100"	0.799390602631495	0.106559061122857	"other_other"
"VIT_03s0091g00160"	"VIT_16s0039g01100"	0.755254215425396	0.060385348839878	"other_other"
"VIT_06s0004g01990"	"VIT_16s0039g01100"	0.83606433913776	0.166877197449675	"other_other"
"VIT_06s0061g01210"	"VIT_16s0039g01100"	0.717390929122382	0.0361042901262173	"other_other"
"VIT_15s0046g01570"	"VIT_16s0039g01100"	0.872190467096664	0.254749509181163	"other_other"
"VIT_02s0033g01380"	"VIT_16s0039g01100"	0.727840550061949	0.0417217462145965	"other_other"
"VIT_05s0077g01540"	"VIT_16s0039g01100"	0.833158821112245	0.161167685059676	"other_other"
"VIT_01s0011g01810"	"VIT_16s0039g01100"	0.878627672369593	0.274188207544242	"other_other"
"VIT_06s0004g01010"	"VIT_16s0039g01100"	0.830228110069331	0.155587369187701	"other_other"
"VIT_05s0020g03140"	"VIT_16s0039g01100"	0.742413245801517	0.0508694588537717	"other_other"
"VIT_12s0059g01720"	"VIT_16s0039g01100"	0.861735851978139	0.225809193017214	"other_other"
"VIT_03s0038g03400"	"VIT_16s0039g01100"	0.858366999020142	0.217135144924722	"other_other"
"VIT_08s0007g01810"	"VIT_16s0039g01100"	0.669875780605501	0.0181946104354367	"other_other"
"VIT_06s0004g01020"	"VIT_16s0039g01100"	0.814093216772626	0.127861961065085	"other_other"
"VIT_11s0065g00350"	"VIT_16s0039g01100"	0.800078444106117	0.107479514766331	"other_other"
"VIT_12s0028g00920"	"VIT_16s0039g01100"	0.785056405582723	0.0889218757453912	"other_other"
"VIT_12s0059g00310"	"VIT_16s0039g01100"	0.826349123775362	0.148468974645693	"other_other"
"VIT_05s0077g01580"	"VIT_16s0100g01010"	0.732703080934109	0.0445943848013374	"family_other"
"VIT_03s0038g03860"	"VIT_16s0100g01010"	-0.83907154742263	0.17297763137161	"family_other"
"VIT_09s0002g01000"	"VIT_16s0100g01010"	-0.838133423869956	0.171053357078545	"family_other"
"VIT_00s1206g00010"	"VIT_16s0100g01010"	-0.835772633637988	0.166295870918673	"family_other"
"VIT_14s0030g00340"	"VIT_16s0100g01010"	-0.787735700814282	0.0920036982444931	"family_other"
"VIT_02s0025g03260"	"VIT_16s0100g01010"	-0.838726729938834	0.172268090797607	"family_other"
"VIT_10s0116g00530"	"VIT_16s0100g01010"	-0.839120084225163	0.173077717794205	"family_other"
"VIT_08s0007g01560"	"VIT_16s0100g01010"	0.822054220508294	0.140930383563304	"family_other"
"VIT_02s0012g01660"	"VIT_16s0100g01010"	-0.75860792072076	0.063120979439034	"family_other"
"VIT_05s0062g00610"	"VIT_16s0100g01010"	-0.652273064658846	0.0139410167452855	"family_other"
"VIT_04s0044g00040"	"VIT_16s0100g01010"	0.799145503838935	0.106232793945839	"family_other"
"VIT_08s0040g01710"	"VIT_16s0100g01010"	0.85354743249097	0.205246898427418	"family_other"
"VIT_18s0001g08760"	"VIT_16s0100g01010"	0.882429320066309	0.286285464142944	"family_other"
"VIT_05s0049g01550"	"VIT_16s0100g01010"	0.738346618803999	0.0481507331405454	"family_other"
"VIT_18s0166g00060"	"VIT_16s0100g01010"	0.70557168872603	0.0305781680272567	"family_other"
"VIT_18s0001g15130"	"VIT_16s0100g01010"	0.814429015458991	0.128390348498132	"family_other"
"VIT_05s0077g01560"	"VIT_16s0100g01010"	0.821134776514428	0.139362027690489	"family_other"
"VIT_07s0005g03340"	"VIT_16s0100g01010"	0.844271166501385	0.184000742392428	"family_other"
"VIT_06s0004g07550"	"VIT_16s0100g01010"	0.745043030705545	0.0527003580498649	"family_other"
"VIT_18s0001g15220"	"VIT_16s0100g01010"	0.793315384739832	0.0987321890832997	"family_other"
"VIT_00s0270g00120"	"VIT_16s0100g01010"	0.827771253473209	0.151043973873088	"family_other"
"VIT_14s0030g01890"	"VIT_16s0100g01010"	0.802975839327785	0.111435811553713	"family_other"
"VIT_05s0077g01570"	"VIT_16s0100g01010"	0.831764513574794	0.15849073400326	"family_other"
"VIT_06s0004g02010"	"VIT_16s0100g01010"	0.869067059836796	0.245772276461752	"family_other"
"VIT_11s0016g03190"	"VIT_16s0100g01010"	0.804946534650476	0.114201116679909	"family_other"
"VIT_03s0091g00160"	"VIT_16s0100g01010"	0.815966134421751	0.130834218069778	"family_other"
"VIT_06s0004g01990"	"VIT_16s0100g01010"	0.87082222189785	0.250781230882048	"family_other"
"VIT_06s0061g01210"	"VIT_16s0100g01010"	0.761104218601142	0.065229085717816	"family_other"
"VIT_15s0046g01570"	"VIT_16s0100g01010"	0.900772101275816	0.351681292946026	"family_other"
"VIT_02s0033g01380"	"VIT_16s0100g01010"	0.825898586935008	0.147661484623351	"family_other"
"VIT_05s0077g01540"	"VIT_16s0100g01010"	0.862197413353342	0.227021587415149	"family_other"
"VIT_01s0011g01810"	"VIT_16s0100g01010"	0.830494403200928	0.156087131838194	"family_other"
"VIT_06s0004g01010"	"VIT_16s0100g01010"	0.904706673091557	0.367348217404887	"family_other"
"VIT_05s0020g03140"	"VIT_16s0100g01010"	0.813076981451346	0.126274791997307	"family_other"
"VIT_12s0059g01720"	"VIT_16s0100g01010"	0.914892328665576	0.410865675213648	"family_other"
"VIT_03s0038g03400"	"VIT_16s0100g01010"	0.9093992259979	0.386852851459215	"family_other"
"VIT_08s0007g01810"	"VIT_16s0100g01010"	0.777373493471828	0.0805929924720422	"family_other"
"VIT_06s0004g01020"	"VIT_16s0100g01010"	0.857697539413457	0.215447590598601	"family_other"
"VIT_11s0065g00350"	"VIT_16s0100g01010"	0.907289033827443	0.377969378916941	"family_other"
"VIT_12s0028g00920"	"VIT_16s0100g01010"	0.790066892966222	0.0947629636693024	"family_other"
"VIT_12s0059g00310"	"VIT_16s0100g01010"	0.862958565566212	0.229033725942285	"family_other"
"VIT_16s0039g01100"	"VIT_16s0100g01010"	0.943874405428288	0.561231575629485	"family_other"
"VIT_05s0077g01580"	"VIT_16s0100g01200"	0.80186633639076	0.109905598335853	"family_other"
"VIT_03s0038g03860"	"VIT_16s0100g01200"	-0.85194266809408	0.201420512594136	"family_other"
"VIT_09s0002g01000"	"VIT_16s0100g01200"	-0.878679731446365	0.274350708587928	"family_other"
"VIT_00s1206g00010"	"VIT_16s0100g01200"	-0.879558842885777	0.27710795454284	"family_other"
"VIT_14s0030g00340"	"VIT_16s0100g01200"	-0.745928871769507	0.0533303178260829	"family_other"
"VIT_02s0025g03260"	"VIT_16s0100g01200"	-0.900477953657742	0.350534561881496	"family_other"
"VIT_10s0116g00530"	"VIT_16s0100g01200"	-0.871115861815538	0.251628145654796	"family_other"
"VIT_08s0007g01560"	"VIT_16s0100g01200"	0.740504930557033	0.049576920363069	"family_other"
"VIT_02s0012g01660"	"VIT_16s0100g01200"	-0.838731498009083	0.172277884301764	"family_other"
"VIT_05s0062g00610"	"VIT_16s0100g01200"	-0.59932089452225	0.0059785269400273	"family_other"
"VIT_04s0044g00040"	"VIT_16s0100g01200"	0.79111062756404	0.0960223183830535	"family_other"
"VIT_08s0040g01710"	"VIT_16s0100g01200"	0.839878469689658	0.174648348203497	"family_other"
"VIT_18s0001g08760"	"VIT_16s0100g01200"	0.849319870881827	0.195304770096782	"family_other"
"VIT_05s0049g01550"	"VIT_16s0100g01200"	0.723049098393403	0.0390551121351523	"family_other"
"VIT_18s0166g00060"	"VIT_16s0100g01200"	0.683388865238502	0.0222166709957017	"family_other"
"VIT_18s0001g15130"	"VIT_16s0100g01200"	0.787821720249461	0.0921042141436034	"family_other"
"VIT_05s0077g01560"	"VIT_16s0100g01200"	0.87944226932652	0.276740904613215	"family_other"
"VIT_07s0005g03340"	"VIT_16s0100g01200"	0.827258469512782	0.150110897588493	"family_other"
"VIT_06s0004g07550"	"VIT_16s0100g01200"	0.792056866082024	0.0971770320357669	"family_other"
"VIT_18s0001g15220"	"VIT_16s0100g01200"	0.843358434418736	0.182021180484631	"family_other"
"VIT_00s0270g00120"	"VIT_16s0100g01200"	0.910613466888543	0.392049303983744	"family_other"
"VIT_14s0030g01890"	"VIT_16s0100g01200"	0.87428199708648	0.260924798276388	"family_other"
"VIT_05s0077g01570"	"VIT_16s0100g01200"	0.887432165720617	0.302936539668698	"family_other"
"VIT_06s0004g02010"	"VIT_16s0100g01200"	0.942030828970102	0.550365443887762	"family_other"
"VIT_11s0016g03190"	"VIT_16s0100g01200"	0.864164586434403	0.232254773640032	"family_other"
"VIT_03s0091g00160"	"VIT_16s0100g01200"	0.77311117516786	0.0762815500820489	"family_other"
"VIT_06s0004g01990"	"VIT_16s0100g01200"	0.947970775347311	0.586069996286768	"family_other"
"VIT_06s0061g01210"	"VIT_16s0100g01200"	0.861180137943024	0.224357218945981	"family_other"
"VIT_15s0046g01570"	"VIT_16s0100g01200"	0.919034971402884	0.429853409768179	"family_other"
"VIT_02s0033g01380"	"VIT_16s0100g01200"	0.712635678382342	0.0337812423134222	"family_other"
"VIT_05s0077g01540"	"VIT_16s0100g01200"	0.942345272224684	0.552205286847903	"family_other"
"VIT_01s0011g01810"	"VIT_16s0100g01200"	0.850685186927666	0.198467182583397	"family_other"
"VIT_06s0004g01010"	"VIT_16s0100g01200"	0.923071411628948	0.449110291074542	"family_other"
"VIT_05s0020g03140"	"VIT_16s0100g01200"	0.888316373519867	0.3059684675535	"family_other"
"VIT_12s0059g01720"	"VIT_16s0100g01200"	0.878391081138635	0.273450785102926	"family_other"
"VIT_03s0038g03400"	"VIT_16s0100g01200"	0.925435355162456	0.460745255590585	"family_other"
"VIT_08s0007g01810"	"VIT_16s0100g01200"	0.849563175349632	0.195864981018366	"family_other"
"VIT_06s0004g01020"	"VIT_16s0100g01200"	0.941224040992781	0.54567004702224	"family_other"
"VIT_11s0065g00350"	"VIT_16s0100g01200"	0.883072236451767	0.288378121707128	"family_other"
"VIT_12s0028g00920"	"VIT_16s0100g01200"	0.799028042005103	0.106076751667533	"family_other"
"VIT_12s0059g00310"	"VIT_16s0100g01200"	0.815337071422892	0.12982905352349	"family_other"
"VIT_16s0039g01100"	"VIT_16s0100g01200"	0.914695114162481	0.409980870378707	"family_other"
"VIT_16s0100g01010"	"VIT_16s0100g01200"	0.964862797531916	0.699287258536685	"family_family"
"VIT_05s0077g01580"	"VIT_08s0007g06060"	0.737937479486134	0.0478845802836496	"other_other"
"VIT_03s0038g03860"	"VIT_08s0007g06060"	-0.576015724293172	0.004021086274212	"other_other"
"VIT_09s0002g01000"	"VIT_08s0007g06060"	-0.496496934651313	0.000910260537662299	"other_other"
"VIT_00s1206g00010"	"VIT_08s0007g06060"	-0.495225279027512	0.000887213320477295	"other_other"
"VIT_14s0030g00340"	"VIT_08s0007g06060"	-0.555371377405844	0.00279148265882763	"other_other"
"VIT_02s0025g03260"	"VIT_08s0007g06060"	-0.595790481481338	0.00563554088951388	"other_other"
"VIT_10s0116g00530"	"VIT_08s0007g06060"	-0.645073104833114	0.0124764017637659	"other_other"
"VIT_08s0007g01560"	"VIT_08s0007g06060"	0.634629139103197	0.0105974185969199	"other_other"
"VIT_02s0012g01660"	"VIT_08s0007g06060"	-0.443403324083727	0.000293757826275306	"other_other"
"VIT_05s0062g00610"	"VIT_08s0007g06060"	-0.603563973590275	0.00641553813335773	"other_other"
"VIT_04s0044g00040"	"VIT_08s0007g06060"	0.60921521108739	0.00704218425683942	"other_other"
"VIT_08s0040g01710"	"VIT_08s0007g06060"	0.687929239941016	0.0237376483653755	"other_other"
"VIT_18s0001g08760"	"VIT_08s0007g06060"	0.773099024622642	0.0762695621958982	"other_other"
"VIT_05s0049g01550"	"VIT_08s0007g06060"	0.733951395978989	0.0453599960917174	"other_other"
"VIT_18s0166g00060"	"VIT_08s0007g06060"	0.679417839297892	0.0209589469504622	"other_other"
"VIT_18s0001g15130"	"VIT_08s0007g06060"	0.80800553338599	0.118616020392628	"other_other"
"VIT_05s0077g01560"	"VIT_08s0007g06060"	0.771556854342067	0.0747617292150174	"other_other"
"VIT_07s0005g03340"	"VIT_08s0007g06060"	0.659735864249004	0.0156207159916613	"other_other"
"VIT_06s0004g07550"	"VIT_08s0007g06060"	0.625519503126587	0.00917082806716725	"other_other"
"VIT_18s0001g15220"	"VIT_08s0007g06060"	0.671329347260058	0.0185932936568089	"other_other"
"VIT_00s0270g00120"	"VIT_08s0007g06060"	0.524760192097333	0.0015834662955012	"other_other"
"VIT_14s0030g01890"	"VIT_08s0007g06060"	0.595743070635239	0.00563105793597793	"other_other"
"VIT_05s0077g01570"	"VIT_08s0007g06060"	0.77645465376067	0.079645450455255	"other_other"
"VIT_06s0004g02010"	"VIT_08s0007g06060"	0.667164726360278	0.0174715230980899	"other_other"
"VIT_11s0016g03190"	"VIT_08s0007g06060"	0.536751829779493	0.00198488493790502	"other_other"
"VIT_03s0091g00160"	"VIT_08s0007g06060"	0.685161868448875	0.0227998426740963	"other_other"
"VIT_06s0004g01990"	"VIT_08s0007g06060"	0.651041528596423	0.0136800259752497	"other_other"
"VIT_06s0061g01210"	"VIT_08s0007g06060"	0.466831309010458	0.000491586278562315	"other_other"
"VIT_15s0046g01570"	"VIT_08s0007g06060"	0.718052166500578	0.0364384562080617	"other_other"
"VIT_02s0033g01380"	"VIT_08s0007g06060"	0.462273755932042	0.000445648434256725	"other_other"
"VIT_05s0077g01540"	"VIT_08s0007g06060"	0.676983527842678	0.0202199937458014	"other_other"
"VIT_01s0011g01810"	"VIT_08s0007g06060"	0.596491706541958	0.00570222168520133	"other_other"
"VIT_06s0004g01010"	"VIT_08s0007g06060"	0.688550459991488	0.0239528793849564	"other_other"
"VIT_05s0020g03140"	"VIT_08s0007g06060"	0.453037317060941	0.00036419985356648	"other_other"
"VIT_12s0059g01720"	"VIT_08s0007g06060"	0.62099920835217	0.00852924256137129	"other_other"
"VIT_03s0038g03400"	"VIT_08s0007g06060"	0.622771819807768	0.00877585677473157	"other_other"
"VIT_08s0007g01810"	"VIT_08s0007g06060"	0.493410527803002	0.000855232344007371	"other_other"
"VIT_06s0004g01020"	"VIT_08s0007g06060"	0.586606617362787	0.00482469182716603	"other_other"
"VIT_11s0065g00350"	"VIT_08s0007g06060"	0.516166925178612	0.00134246114527465	"other_other"
"VIT_12s0028g00920"	"VIT_08s0007g06060"	0.715389944886327	0.0351097968510399	"other_other"
"VIT_12s0059g00310"	"VIT_08s0007g06060"	0.543342462743772	0.00224252074341002	"other_other"
"VIT_16s0039g01100"	"VIT_08s0007g06060"	0.666576644872761	0.0173181274053397	"other_other"
"VIT_16s0100g01010"	"VIT_08s0007g06060"	0.647617171848856	0.0129772764814649	"family_other"
"VIT_16s0100g01200"	"VIT_08s0007g06060"	0.641564527174568	0.0118141759096279	"family_other"
"VIT_05s0077g01580"	"VIT_05s0077g01550"	0.817795511680814	0.1337972621823	"other_other"
"VIT_03s0038g03860"	"VIT_05s0077g01550"	-0.708079080998025	0.0316823684861242	"other_other"
"VIT_09s0002g01000"	"VIT_05s0077g01550"	-0.75759198937262	0.062280736369243	"other_other"
"VIT_00s1206g00010"	"VIT_05s0077g01550"	-0.7307426140483	0.0434154537530752	"other_other"
"VIT_14s0030g00340"	"VIT_05s0077g01550"	-0.651884309512957	0.0138581506900328	"other_other"
"VIT_02s0025g03260"	"VIT_05s0077g01550"	-0.761421488519471	0.0655015068980465	"other_other"
"VIT_10s0116g00530"	"VIT_05s0077g01550"	-0.754820001527015	0.0600390756860579	"other_other"
"VIT_08s0007g01560"	"VIT_05s0077g01550"	0.668287170508555	0.0177677010355889	"other_other"
"VIT_02s0012g01660"	"VIT_05s0077g01550"	-0.653392450569125	0.014182118910295	"other_other"
"VIT_05s0062g00610"	"VIT_05s0077g01550"	-0.560997276234945	0.00308750398397054	"other_other"
"VIT_04s0044g00040"	"VIT_05s0077g01550"	0.694727827773362	0.0261906906952582	"other_other"
"VIT_08s0040g01710"	"VIT_05s0077g01550"	0.779061078018474	0.0823597604721708	"other_other"
"VIT_18s0001g08760"	"VIT_05s0077g01550"	0.790929352404514	0.0958025194938874	"other_other"
"VIT_05s0049g01550"	"VIT_05s0077g01550"	0.718229640548669	0.0365286178701093	"other_other"
"VIT_18s0166g00060"	"VIT_05s0077g01550"	0.642104883788862	0.0119140585848008	"other_other"
"VIT_18s0001g15130"	"VIT_05s0077g01550"	0.784920955031821	0.0887685724953189	"other_other"
"VIT_05s0077g01560"	"VIT_05s0077g01550"	0.950698337986983	0.603152797893608	"other_other"
"VIT_07s0005g03340"	"VIT_05s0077g01550"	0.713878250477689	0.0343749049804017	"other_other"
"VIT_06s0004g07550"	"VIT_05s0077g01550"	0.711476212070563	0.0332356243738256	"other_other"
"VIT_18s0001g15220"	"VIT_05s0077g01550"	0.746315326820703	0.0536072595996324	"other_other"
"VIT_00s0270g00120"	"VIT_05s0077g01550"	0.773335222279259	0.0765029020248465	"other_other"
