Source	Module	TermID	TermName	Background_N	Module_n	Term_background_K	Overlap_k	Expected_overlap	Fold_enrichment	Tested	Reason_if_not_tested	p_value	Hit_genes	FDR_within_module	FDR_global_module_terms
v5_mapman	M1	1.1.1.2.13	mapman:Photosynthesis.photophosphorylation.photosystem II.PS-II complex.component *(PsbY)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0137g00210	NA	NA
v5_mapman	M1	1.1.1.2.2	mapman:Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic components	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_12s0028g01080;VIT_18s0001g11710	NA	NA
v5_mapman	M1	1.1.1.2.2.1	mapman:Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic components.component *(OEC33/PsbO)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g11710	NA	NA
v5_mapman	M1	1.1.1.2.2.2	mapman:Photosynthesis.photophosphorylation.photosystem II.PS-II complex.oxygen-evolving center (OEC) extrinsic components.component *(OEC23/PsbP)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_12s0028g01080	NA	NA
v5_mapman	M1	1.1.1.3	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly	1305	1028	7	7	5.51417624521073	1.26945525291829	TRUE		0.187407931679818	VIT_00s0204g00170;VIT_07s0005g04400;VIT_08s0007g00780;VIT_14s0128g00050;VIT_16s0022g00630;VIT_18s0001g06720;VIT_18s0001g15310	0.902236524139759	1
v5_mapman	M1	1.1.1.3.11	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(Psb32)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_14s0128g00050	NA	NA
v5_mapman	M1	1.1.1.3.12	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.stabilizing factor *(Psb33)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g06720	NA	NA
v5_mapman	M1	1.1.1.3.13	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.assembly factor *(PAM68)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_16s0022g00630	NA	NA
v5_mapman	M1	1.1.1.3.20	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.thioredoxin *(TRX-M)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g15310	NA	NA
v5_mapman	M1	1.1.1.3.21	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.LHCII-stabilizing factor *(SEP3)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_00s0204g00170	NA	NA
v5_mapman	M1	1.1.1.3.7	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.HCF244-OHP assembly factor complex	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_08s0007g00780	NA	NA
v5_mapman	M1	1.1.1.3.7.2	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.HCF244-OHP assembly factor complex.component *(OHP1)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_08s0007g00780	NA	NA
v5_mapman	M1	1.1.1.3.9	mapman:Photosynthesis.photophosphorylation.photosystem II.assembly.regulatory protein *(Psb28)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_07s0005g04400	NA	NA
v5_mapman	M1	1.1.1.4	mapman:Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle	1305	1028	3	2	2.3632183908046	0.846303501945525	FALSE	term_background_size_outside_5_to_500	NA	VIT_05s0020g04110;VIT_13s0019g00260	NA	NA
v5_mapman	M1	1.1.1.4.3	mapman:Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.stabilizing factor *(ELIP)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_05s0020g04110	NA	NA
v5_mapman	M1	1.1.1.4.4	mapman:Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.repair factor *(PPL1)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_13s0019g00260	NA	NA
v5_mapman	M1	1.1.1.4.7	mapman:Photosynthesis.photophosphorylation.photosystem II.repair and reassembly cycle.assembly factor *(MET1)	1305	1028	1	0	0.787739463601533	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
v5_mapman	M1	1.1.1.5	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation	1305	1028	6	6	4.7264367816092	1.26945525291829	TRUE		0.238202449366031	VIT_03s0180g00110;VIT_09s0002g04360;VIT_11s0016g05570;VIT_17s0000g05250;VIT_17s0000g05650;VIT_18s0001g02740	0.902236524139759	1
v5_mapman	M1	1.1.1.5.3	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g02740	NA	NA
v5_mapman	M1	1.1.1.5.3.1	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g02740	NA	NA
v5_mapman	M1	1.1.1.5.3.1.1	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.non-photochemical quenching (NPQ).qE/qZ-type quenching.pH-sensor protein *(PsbS)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g02740	NA	NA
v5_mapman	M1	1.1.1.5.4	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.thylakoid grana stacking	1305	1028	3	3	2.3632183908046	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0002g04360;VIT_17s0000g05250;VIT_17s0000g05650	NA	NA
v5_mapman	M1	1.1.1.5.4.1	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.thylakoid grana stacking.regulatory factor *(RIQ)	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g05250;VIT_17s0000g05650	NA	NA
v5_mapman	M1	1.1.1.5.4.2	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.thylakoid grana stacking.regulatory factor *(CURT)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0002g04360	NA	NA
v5_mapman	M1	1.1.1.5.5	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_03s0180g00110;VIT_11s0016g05570	NA	NA
v5_mapman	M1	1.1.1.5.5.1	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.acclimation factor *(MPH2)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_11s0016g05570	NA	NA
v5_mapman	M1	1.1.1.5.5.3	mapman:Photosynthesis.photophosphorylation.photosystem II.photosynthetic acclimation.acclimation factor activities.light-responsive regulatory protein *(SEP1)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_03s0180g00110	NA	NA
v5_mapman	M1	1.1.2	mapman:Photosynthesis.photophosphorylation.cytochrome b6/f complex	1305	1028	3	3	2.3632183908046	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g01170;VIT_18s0001g11370;VIT_19s0014g03850	NA	NA
v5_mapman	M1	1.1.2.3	mapman:Photosynthesis.photophosphorylation.cytochrome b6/f complex.Rieske iron-sulfur component *(PetC)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_19s0014g03850	NA	NA
v5_mapman	M1	1.1.2.7	mapman:Photosynthesis.photophosphorylation.cytochrome b6/f complex.component *(PetM/VII)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g11370	NA	NA
v5_mapman	M1	1.1.2.9	mapman:Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g01170	NA	NA
v5_mapman	M1	1.1.2.9.1	mapman:Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g01170	NA	NA
v5_mapman	M1	1.1.2.9.1.3	mapman:Photosynthesis.photophosphorylation.cytochrome b6/f complex.assembly.CCB cytochrome b6 maturation system (system IV).assembly factor *(CCB3)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g01170	NA	NA
v5_mapman	M1	1.1.3	mapman:Photosynthesis.photophosphorylation.Cytb6/f to PS-I electron carriers	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g00760	NA	NA
v5_mapman	M1	1.1.3.1	mapman:Photosynthesis.photophosphorylation.Cytb6/f to PS-I electron carriers.plastocyanin copper-protein *(PetE)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g00760	NA	NA
v5_mapman	M1	1.1.4	mapman:Photosynthesis.photophosphorylation.photosystem I	1305	1028	10	10	7.87739463601533	1.26945525291829	TRUE		0.0911524603378352	VIT_00s0125g00280;VIT_01s0010g03620;VIT_04s0023g00410;VIT_04s0044g01410;VIT_06s0080g00920;VIT_07s0005g04920;VIT_09s0002g04320;VIT_10s0003g04350;VIT_15s0024g00040;VIT_17s0000g06350	0.902236524139759	1
v5_mapman	M1	1.1.4.1	mapman:Photosynthesis.photophosphorylation.photosystem I.LHC-I complex	1305	1028	3	3	2.3632183908046	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g03620;VIT_15s0024g00040;VIT_17s0000g06350	NA	NA
v5_mapman	M1	1.1.4.1.2	mapman:Photosynthesis.photophosphorylation.photosystem I.LHC-I complex.component *(LHCa2)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g03620	NA	NA
v5_mapman	M1	1.1.4.1.3	mapman:Photosynthesis.photophosphorylation.photosystem I.LHC-I complex.component *(LHCa3)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_15s0024g00040	NA	NA
v5_mapman	M1	1.1.4.1.4	mapman:Photosynthesis.photophosphorylation.photosystem I.LHC-I complex.component *(LHCa4)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g06350	NA	NA
v5_mapman	M1	1.1.4.2	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex	1305	1028	7	7	5.51417624521073	1.26945525291829	TRUE		0.187407931679818	VIT_00s0125g00280;VIT_04s0023g00410;VIT_04s0044g01410;VIT_06s0080g00920;VIT_07s0005g04920;VIT_09s0002g04320;VIT_10s0003g04350	0.902236524139759	1
v5_mapman	M1	1.1.4.2.11	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaK)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_10s0003g04350	NA	NA
v5_mapman	M1	1.1.4.2.12	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaL)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_04s0023g00410	NA	NA
v5_mapman	M1	1.1.4.2.14	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaN)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_04s0044g01410	NA	NA
v5_mapman	M1	1.1.4.2.15	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaO)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_06s0080g00920	NA	NA
v5_mapman	M1	1.1.4.2.5	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaE)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_07s0005g04920	NA	NA
v5_mapman	M1	1.1.4.2.6	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaF)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_00s0125g00280	NA	NA
v5_mapman	M1	1.1.4.2.8	mapman:Photosynthesis.photophosphorylation.photosystem I.PS-I complex.component *(PsaH)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0002g04320	NA	NA
v5_mapman	M1	1.1.5	mapman:Photosynthesis.photophosphorylation.linear electron flow	1305	1028	6	6	4.7264367816092	1.26945525291829	TRUE		0.238202449366031	VIT_02s0012g00980;VIT_03s0063g02020;VIT_04s0023g03510;VIT_05s0020g03490;VIT_12s0035g00270;VIT_18s0001g14450	0.902236524139759	1
v5_mapman	M1	1.1.5.1	mapman:Photosynthesis.photophosphorylation.linear electron flow.ferredoxin electron carrier activities	1305	1028	3	3	2.3632183908046	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0012g00980;VIT_05s0020g03490;VIT_12s0035g00270	NA	NA
v5_mapman	M1	1.1.5.1.1	mapman:Photosynthesis.photophosphorylation.linear electron flow.ferredoxin electron carrier activities.ferredoxin targeted to NADP reduction	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_12s0035g00270	NA	NA
v5_mapman	M1	1.1.5.1.2	mapman:Photosynthesis.photophosphorylation.linear electron flow.ferredoxin electron carrier activities.ferredoxin targeted to non-NADP reduction	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0012g00980;VIT_05s0020g03490	NA	NA
v5_mapman	M1	1.1.5.2	mapman:Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity	1305	1028	3	3	2.3632183908046	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_03s0063g02020;VIT_04s0023g03510;VIT_18s0001g14450	NA	NA
v5_mapman	M1	1.1.5.2.1	mapman:Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.ferredoxin-NADP oxidoreductase	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_04s0023g03510;VIT_18s0001g14450	NA	NA
v5_mapman	M1	1.1.5.2.2	mapman:Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_03s0063g02020	NA	NA
v5_mapman	M1	1.1.5.2.2.2	mapman:Photosynthesis.photophosphorylation.linear electron flow.ferredoxin-NADP reductase (FNR) activity.FNR membrane-tethering.FNR-interacting protein *(TIC62)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_03s0063g02020	NA	NA
v5_mapman	M1	1.1.6	mapman:Photosynthesis.photophosphorylation.cyclic electron flow	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0025g04710;VIT_05s0049g01760	NA	NA
v5_mapman	M1	1.1.6.1	mapman:Photosynthesis.photophosphorylation.cyclic electron flow.PGR5-PGRL1 complex	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0025g04710;VIT_05s0049g01760	NA	NA
v5_mapman	M1	1.1.6.1.1	mapman:Photosynthesis.photophosphorylation.cyclic electron flow.PGR5-PGRL1 complex.component *(PGR5)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_05s0049g01760	NA	NA
v5_mapman	M1	1.1.6.1.2	mapman:Photosynthesis.photophosphorylation.cyclic electron flow.PGR5-PGRL1 complex.component *(PGRL1)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0025g04710	NA	NA
v5_mapman	M1	1.1.8	mapman:Photosynthesis.photophosphorylation.chlororespiration	1305	1028	7	6	5.51417624521073	1.08810450250139	TRUE		0.542969555483308	VIT_01s0011g05290;VIT_02s0025g01470;VIT_04s0044g01310;VIT_08s0007g07480;VIT_11s0016g00730;VIT_19s0014g05080	0.999999999999676	1
v5_mapman	M1	1.1.8.1	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex	1305	1028	7	6	5.51417624521073	1.08810450250139	TRUE		0.542969555483308	VIT_01s0011g05290;VIT_02s0025g01470;VIT_04s0044g01310;VIT_08s0007g07480;VIT_11s0016g00730;VIT_19s0014g05080	0.999999999999676	1
v5_mapman	M1	1.1.8.1.2	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A	1305	1028	2	2	1.57547892720307	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0011g05290;VIT_04s0044g01310	NA	NA
v5_mapman	M1	1.1.8.1.2.5	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhL)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0011g05290	NA	NA
v5_mapman	M1	1.1.8.1.2.8	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex A.component *(NdhO)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_04s0044g01310	NA	NA
v5_mapman	M1	1.1.8.1.3	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B	1305	1028	1	0	0.787739463601533	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
v5_mapman	M1	1.1.8.1.3.4	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.subcomplex B.component *(PnsB4/NDF6)	1305	1028	1	0	0.787739463601533	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
v5_mapman	M1	1.1.8.1.4	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_19s0014g05080	NA	NA
v5_mapman	M1	1.1.8.1.4.3	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.lumen subcomplex L.component *(PnsL3/PQL2)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_19s0014g05080	NA	NA
v5_mapman	M1	1.1.8.1.5	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0025g01470	NA	NA
v5_mapman	M1	1.1.8.1.5.1	mapman:Photosynthesis.photophosphorylation.chlororespiration.NADH dehydrogenase-like (NDH) complex.electron donor-binding subcomplex E.component *(NdhS)	1305	1028	1	1	0.787739463601533	1.26945525291829	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0025g01470	NA	NA
