Source	Theme	Module	Matched_MapMan_terms	Background_N	Module_n	Theme_background_K	Overlap_k	Expected_overlap	Fold_enrichment	Tested	Reason_if_not_tested	p_value	Hit_genes	FDR_global_themes	Coverage_warning
v5_mapman	cell_wall	M1	113	1305	1028	106	85	83.5003831417625	1.01795940092504	TRUE		0.409585496973227	VIT_00s0238g00020;VIT_00s0323g00060;VIT_00s0323g00070;VIT_01s0011g03450;VIT_01s0011g05390;VIT_01s0127g00850;VIT_01s0127g00870;VIT_02s0025g01380;VIT_02s0025g02770;VIT_02s0025g03320;VIT_02s0154g00080;VIT_04s0008g05220;VIT_04s0023g02130;VIT_04s0023g02690;VIT_04s0023g02900;VIT_04s0044g01000;VIT_04s0069g00780;VIT_04s0079g00420;VIT_05s0020g01110;VIT_05s0020g01530;VIT_05s0062g01320;VIT_05s0077g01250;VIT_06s0004g00910;VIT_06s0004g03020;VIT_06s0004g04610;VIT_06s0004g04860;VIT_06s0061g00550;VIT_06s0061g01230;VIT_06s0080g00420;VIT_07s0005g00730;VIT_07s0005g02470;VIT_07s0031g00350;VIT_07s0031g01680;VIT_07s0031g02480;VIT_07s0031g02630;VIT_07s0129g00560;VIT_07s0151g00760;VIT_08s0007g00440;VIT_08s0007g01650;VIT_08s0007g02000;VIT_08s0007g03990;VIT_08s0007g04950;VIT_08s0007g08330;VIT_08s0032g00910;VIT_08s0058g00490;VIT_09s0002g00330;VIT_09s0002g02120;VIT_09s0018g01190;VIT_09s0018g01340;VIT_09s0018g02110;VIT_10s0116g00590;VIT_11s0016g00290;VIT_11s0016g00330;VIT_11s0016g04190;VIT_12s0057g01020;VIT_13s0019g04910;VIT_13s0064g00890;VIT_13s0067g01930;VIT_14s0006g00520;VIT_14s0060g00230;VIT_14s0083g00940;VIT_15s0021g00540;VIT_15s0046g00220;VIT_15s0046g00490;VIT_15s0046g00660;VIT_15s0046g00710;VIT_15s0046g01230;VIT_15s0048g00500;VIT_15s0048g01750;VIT_16s0022g00890;VIT_16s0022g01970;VIT_16s0050g00570;VIT_16s0050g00830;VIT_16s0098g01900;VIT_17s0000g05070;VIT_18s0001g02610;VIT_18s0001g03610;VIT_18s0001g05180;VIT_18s0001g11860;VIT_18s0001g13230;VIT_18s0089g00160;VIT_18s0122g00330;VIT_19s0014g03190;VIT_19s0014g03240;VIT_19s0015g00530	1	TRUE
v5_mapman	cell_wall	M2	113	1305	40	106	0	3.24904214559387	0	TRUE		1		1	TRUE
v5_mapman	cell_wall	M3	113	1305	19	106	0	1.54329501915709	0	TRUE		1		1	TRUE
v5_mapman	cell_wall	M4	113	1305	63	106	11	5.11724137931034	2.14959568733154	TRUE		0.0101005232366508	VIT_01s0026g00810;VIT_01s0137g00240;VIT_05s0020g02810;VIT_05s0051g00590;VIT_09s0002g00320;VIT_09s0070g00480;VIT_10s0003g01070;VIT_12s0035g01900;VIT_15s0046g00480;VIT_17s0000g06360;VIT_17s0053g00990	0.176759156641388	FALSE
v5_mapman	cell_wall	M5	113	1305	55	106	1	4.46743295019157	0.223842195540309	TRUE		0.99145969893422	VIT_15s0048g00510	1	FALSE
v5_mapman	cell_wall	M6	113	1305	32	106	4	2.5992337164751	1.53891509433962	TRUE		0.258545940399897	VIT_00s0323g00050;VIT_08s0007g08840;VIT_08s0040g00780;VIT_09s0070g00240	1	TRUE
v5_mapman	cell_wall	M7	113	1305	24	106	3	1.94942528735632	1.53891509433962	TRUE		0.308526164272709	VIT_01s0026g00980;VIT_14s0066g02350;VIT_18s0001g08580	1	TRUE
v5_mapman	cell_wall	M8	113	1305	11	106	0	0.893486590038314	0	TRUE		1		1	TRUE
v5_mapman	cell_wall	M9	113	1305	23	106	0	1.86819923371648	0	TRUE		1		1	FALSE
v5_mapman	cell_wall	M10	113	1305	10	106	2	0.812260536398467	2.4622641509434	TRUE		0.192036821688081	VIT_07s0005g01700;VIT_18s0001g12830	1	TRUE
v5_mapman	pectin	M1	27	1305	1028	37	29	29.1463601532567	0.994978441476496	TRUE		0.617048516340393	VIT_00s0323g00060;VIT_00s0323g00070;VIT_01s0011g05390;VIT_01s0127g00850;VIT_01s0127g00870;VIT_04s0023g02690;VIT_04s0044g01000;VIT_05s0020g01110;VIT_06s0004g03020;VIT_07s0005g00730;VIT_08s0007g01650;VIT_08s0007g08330;VIT_09s0002g00330;VIT_09s0002g02120;VIT_10s0116g00590;VIT_11s0016g00290;VIT_11s0016g00330;VIT_13s0019g04910;VIT_14s0060g00230;VIT_14s0083g00940;VIT_15s0021g00540;VIT_15s0048g00500;VIT_16s0022g00890;VIT_16s0050g00570;VIT_16s0098g01900;VIT_18s0001g03610;VIT_18s0001g05180;VIT_18s0001g13230;VIT_18s0122g00330	1	TRUE
v5_mapman	pectin	M2	27	1305	40	37	0	1.13409961685824	0	TRUE		1		1	TRUE
v5_mapman	pectin	M3	27	1305	19	37	0	0.538697318007663	0	TRUE		1		1	TRUE
v5_mapman	pectin	M4	27	1305	63	37	6	1.78620689655172	3.35907335907336	TRUE		0.00712640156905536	VIT_01s0137g00240;VIT_05s0020g02810;VIT_05s0051g00590;VIT_09s0002g00320;VIT_10s0003g01070;VIT_12s0035g01900	0.166282703277958	FALSE
v5_mapman	pectin	M5	27	1305	55	37	1	1.55938697318008	0.641277641277641	TRUE		0.801326714883971	VIT_15s0048g00510	1	FALSE
v5_mapman	pectin	M6	27	1305	32	37	1	0.90727969348659	1.10219594594595	TRUE		0.606102651655341	VIT_00s0323g00050	1	TRUE
v5_mapman	pectin	M7	27	1305	24	37	0	0.680459770114943	0	TRUE		1		1	TRUE
v5_mapman	pectin	M8	27	1305	11	37	0	0.311877394636015	0	TRUE		1		1	TRUE
v5_mapman	pectin	M9	27	1305	23	37	0	0.652107279693487	0	TRUE		1		1	FALSE
v5_mapman	pectin	M10	27	1305	10	37	0	0.283524904214559	0	TRUE		1		1	TRUE
v5_mapman	cellulose_hemicellulose	M1	39	1305	1028	31	25	24.4199233716475	1.02375423622443	TRUE		0.502400352377751	VIT_00s0238g00020;VIT_01s0011g03450;VIT_02s0025g01380;VIT_04s0008g05220;VIT_04s0023g02130;VIT_04s0069g00780;VIT_05s0020g01530;VIT_05s0062g01320;VIT_05s0077g01250;VIT_06s0061g00550;VIT_06s0061g01230;VIT_07s0005g02470;VIT_07s0031g02480;VIT_08s0007g03990;VIT_08s0007g04950;VIT_08s0058g00490;VIT_09s0018g02110;VIT_13s0064g00890;VIT_13s0067g01930;VIT_15s0046g00220;VIT_15s0046g01230;VIT_17s0000g05070;VIT_18s0001g11860;VIT_18s0089g00160;VIT_19s0014g03190	1	TRUE
v5_mapman	cellulose_hemicellulose	M2	39	1305	40	31	0	0.950191570881226	0	TRUE		1		1	TRUE
v5_mapman	cellulose_hemicellulose	M3	39	1305	19	31	0	0.451340996168582	0	TRUE		1		1	TRUE
v5_mapman	cellulose_hemicellulose	M4	39	1305	63	31	1	1.49655172413793	0.668202764976959	TRUE		0.788229073177829	VIT_01s0026g00810	1	FALSE
v5_mapman	cellulose_hemicellulose	M5	39	1305	55	31	0	1.30651340996169	0	TRUE		1		1	FALSE
v5_mapman	cellulose_hemicellulose	M6	39	1305	32	31	1	0.760153256704981	1.31552419354839	TRUE		0.54101110239725	VIT_08s0007g08840	1	TRUE
v5_mapman	cellulose_hemicellulose	M7	39	1305	24	31	3	0.570114942528736	5.26209677419355	TRUE		0.0175284246311812	VIT_01s0026g00980;VIT_14s0066g02350;VIT_18s0001g08580	0.204498287363781	TRUE
v5_mapman	cellulose_hemicellulose	M8	39	1305	11	31	0	0.261302681992337	0	TRUE		1		1	TRUE
v5_mapman	cellulose_hemicellulose	M9	39	1305	23	31	0	0.546360153256705	0	TRUE		1		1	FALSE
v5_mapman	cellulose_hemicellulose	M10	39	1305	10	31	1	0.237547892720307	4.20967741935484	TRUE		0.214361128485363	VIT_18s0001g12830	1	TRUE
v5_mapman	lignin_lignification	M1	11	1305	1028	8	6	6.30191570881226	0.952091439688716	TRUE		0.769783904103716	VIT_04s0023g02900;VIT_07s0031g00350;VIT_09s0018g01190;VIT_16s0022g01970;VIT_18s0001g02610;VIT_19s0014g03240	1	TRUE
v5_mapman	lignin_lignification	M2	11	1305	40	8	0	0.245210727969349	0	TRUE		1		1	TRUE
v5_mapman	lignin_lignification	M3	11	1305	19	8	0	0.116475095785441	0	TRUE		1		1	TRUE
v5_mapman	lignin_lignification	M4	11	1305	63	8	0	0.386206896551724	0	TRUE		1		1	FALSE
v5_mapman	lignin_lignification	M5	11	1305	55	8	0	0.337164750957854	0	TRUE		1		1	FALSE
v5_mapman	lignin_lignification	M6	11	1305	32	8	2	0.196168582375479	10.1953125	TRUE		0.0148804587312554	VIT_08s0040g00780;VIT_09s0070g00240	0.204498287363781	TRUE
v5_mapman	lignin_lignification	M7	11	1305	24	8	0	0.147126436781609	0	TRUE		1		1	TRUE
v5_mapman	lignin_lignification	M8	11	1305	11	8	0	0.0674329501915709	0	TRUE		1		1	TRUE
v5_mapman	lignin_lignification	M9	11	1305	23	8	0	0.140996168582375	0	TRUE		1		1	FALSE
v5_mapman	lignin_lignification	M10	11	1305	10	8	0	0.0613026819923372	0	TRUE		1		1	TRUE
v5_mapman	phenylpropanoid	M1	7	1305	1028	11	3	8.66513409961686	0.346215068977715	TRUE		0.999971262078039	VIT_05s0094g01590;VIT_06s0004g08150;VIT_13s0019g04460	1	TRUE
v5_mapman	phenylpropanoid	M2	7	1305	40	11	0	0.337164750957854	0	TRUE		1		1	TRUE
v5_mapman	phenylpropanoid	M3	7	1305	19	11	0	0.160153256704981	0	TRUE		1		1	TRUE
v5_mapman	phenylpropanoid	M4	7	1305	63	11	1	0.531034482758621	1.88311688311688	TRUE		0.420986960553466	VIT_11s0052g01090	1	FALSE
v5_mapman	phenylpropanoid	M5	7	1305	55	11	6	0.46360153256705	12.9421487603306	TRUE		1.67567155815447e-06	VIT_08s0040g01710;VIT_16s0039g01120;VIT_16s0039g01170;VIT_16s0039g01240;VIT_16s0039g01280;VIT_16s0039g01300	5.86485045354064e-05	FALSE
v5_mapman	phenylpropanoid	M6	7	1305	32	11	1	0.269731800766284	3.70738636363636	TRUE		0.239788926780423	VIT_08s0040g00780	1	TRUE
v5_mapman	phenylpropanoid	M7	7	1305	24	11	0	0.202298850574713	0	TRUE		1		1	TRUE
v5_mapman	phenylpropanoid	M8	7	1305	11	11	0	0.09272030651341	0	TRUE		1		1	TRUE
v5_mapman	phenylpropanoid	M9	7	1305	23	11	0	0.193869731800766	0	TRUE		1		1	FALSE
v5_mapman	phenylpropanoid	M10	7	1305	10	11	0	0.0842911877394636	0	TRUE		1		1	TRUE
v5_mapman	flavonoid	M1	21	1305	1028	34	10	26.7831417624521	0.373369192034791	TRUE		0.999999999951537	VIT_00s0361g00040;VIT_04s0079g00690;VIT_05s0136g00260;VIT_10s0116g00560;VIT_14s0068g00920;VIT_16s0039g02230;VIT_16s0098g00860;VIT_17s0000g04150;VIT_18s0001g03430;VIT_18s0001g03470	1	TRUE
v5_mapman	flavonoid	M2	21	1305	40	34	3	1.04214559386973	2.87867647058824	TRUE		0.0828298755845752	VIT_01s0011g02960;VIT_03s0038g04680;VIT_03s0038g04700	0.747777244705289	TRUE
v5_mapman	flavonoid	M3	21	1305	19	34	2	0.495019157088123	4.04024767801858	TRUE		0.0854602565377473	VIT_06s0009g02810;VIT_06s0009g02970	0.747777244705289	TRUE
v5_mapman	flavonoid	M4	21	1305	63	34	1	1.64137931034483	0.609243697478992	TRUE		0.818139990818239	VIT_00s0480g00040	1	FALSE
v5_mapman	flavonoid	M5	21	1305	55	34	17	1.43295019157088	11.8636363636364	TRUE		4.20263983681935e-16	VIT_12s0028g00920;VIT_16s0100g00750;VIT_16s0100g00770;VIT_16s0100g00780;VIT_16s0100g00880;VIT_16s0100g00910;VIT_16s0100g00990;VIT_16s0100g01000;VIT_16s0100g01010;VIT_16s0100g01020;VIT_16s0100g01030;VIT_16s0100g01070;VIT_16s0100g01100;VIT_16s0100g01140;VIT_16s0100g01150;VIT_16s0100g01160;VIT_16s0100g01190	2.94184788577354e-14	FALSE
v5_mapman	flavonoid	M6	21	1305	32	34	1	0.833716475095785	1.19944852941176	TRUE		0.574761771620214	VIT_08s0007g07720	1	TRUE
v5_mapman	flavonoid	M7	21	1305	24	34	0	0.625287356321839	0	TRUE		1		1	TRUE
v5_mapman	flavonoid	M8	21	1305	11	34	0	0.286590038314176	0	TRUE		1		1	TRUE
v5_mapman	flavonoid	M9	21	1305	23	34	0	0.599233716475096	0	TRUE		1		1	FALSE
v5_mapman	flavonoid	M10	21	1305	10	34	0	0.260536398467433	0	TRUE		1		1	TRUE
v5_mapman	anthocyanin	M1	1	1305	1028	2	1	1.57547892720307	0.634727626459144	FALSE	fewer_than_5_background_genes	NA	VIT_04s0079g00690	NA	TRUE
v5_mapman	anthocyanin	M2	1	1305	40	2	0	0.0613026819923372	0	FALSE	fewer_than_5_background_genes	NA		NA	TRUE
v5_mapman	anthocyanin	M3	1	1305	19	2	0	0.0291187739463602	0	FALSE	fewer_than_5_background_genes	NA		NA	TRUE
v5_mapman	anthocyanin	M4	1	1305	63	2	0	0.096551724137931	0	FALSE	fewer_than_5_background_genes	NA		NA	FALSE
v5_mapman	anthocyanin	M5	1	1305	55	2	1	0.0842911877394636	11.8636363636364	FALSE	fewer_than_5_background_genes	NA	VIT_12s0028g00920	NA	FALSE
v5_mapman	anthocyanin	M6	1	1305	32	2	0	0.0490421455938697	0	FALSE	fewer_than_5_background_genes	NA		NA	TRUE
v5_mapman	anthocyanin	M7	1	1305	24	2	0	0.0367816091954023	0	FALSE	fewer_than_5_background_genes	NA		NA	TRUE
v5_mapman	anthocyanin	M8	1	1305	11	2	0	0.0168582375478927	0	FALSE	fewer_than_5_background_genes	NA		NA	TRUE
v5_mapman	anthocyanin	M9	1	1305	23	2	0	0.0352490421455939	0	FALSE	fewer_than_5_background_genes	NA		NA	FALSE
v5_mapman	anthocyanin	M10	1	1305	10	2	0	0.0153256704980843	0	FALSE	fewer_than_5_background_genes	NA		NA	TRUE
