Metric	Value
GSM	GSM2627784
SRA_Run	SRR5560588
FASTQ_MD5	4a495b6f4851e326056bd5bbc0b02bc9
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	6705db21b29bc09744f27b4203bef31e4255a355f212e156b6ff17c2f101492e
Processed_fragments	36703145
Mapped_fragments	30986717
Percent_mapped	84.42523658394941
Decoy_fragments	3891178
Equivalence_classes	72864
Transcript_targets	56910
Nonzero_TPM_transcripts	34206
TPM_sum	1000000.000025
Estimated_transcript_counts_sum	30986717.021
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
