Metric	Value
GSM	GSM2627887
SRA_Run	SRR5560691
FASTQ_MD5	cf7c2661f79fb903bf91cb035d757ad9
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	c34e4268363fd71da344b5c19bedd61ee43c58553898ed51dbbb0e4cb516f70a
Processed_fragments	36124049
Mapped_fragments	31586794
Percent_mapped	87.43979391678934
Decoy_fragments	3391969
Equivalence_classes	60790
Transcript_targets	56910
Nonzero_TPM_transcripts	31030
TPM_sum	1000000.000022
Estimated_transcript_counts_sum	31586794.007
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
