Metric	Value
GSM	GSM2627740
SRA_Run	SRR5560543
FASTQ_MD5	845297ae9b77de2bab6d0f6afc7f969c
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	81985871f0710ddc60e0fbfa2efd77210f0e129cecdb864102bc6d59a35c1276
Processed_fragments	29727462
Mapped_fragments	24358020
Percent_mapped	81.93777188244324
Decoy_fragments	3796345
Equivalence_classes	69312
Transcript_targets	56910
Nonzero_TPM_transcripts	32180
TPM_sum	999999.999964
Estimated_transcript_counts_sum	24358019.971
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
