Metric	Value
GSM	GSM2627895
SRA_Run	SRR5560699
FASTQ_MD5	58f449f2350af8d00eca3d466452a08c
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	8608cf96097f79f837a03624ba02beba54807698e44178b00dbcffcdff91c02a
Processed_fragments	17465571
Mapped_fragments	14875885
Percent_mapped	85.17262332849009
Decoy_fragments	1833441
Equivalence_classes	58732
Transcript_targets	56910
Nonzero_TPM_transcripts	30422
TPM_sum	999999.999982
Estimated_transcript_counts_sum	14875884.996
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
