Metric	Value
GSM	GSM2627795
SRA_Run	SRR5560599
FASTQ_MD5	a96a3c4967dc24b1b72c7ea3c45cc1f5
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	9e5096b317f0f5fdb1fff278e48c418263c0ae1bd5f7cb7839e703a63aa9e8f2
Processed_fragments	36601916
Mapped_fragments	31973904
Percent_mapped	87.35582038929329
Decoy_fragments	3451748
Equivalence_classes	73791
Transcript_targets	56910
Nonzero_TPM_transcripts	34981
TPM_sum	1000000.000007
Estimated_transcript_counts_sum	31973903.995
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
