Metric	Value
GSM	GSM2627854
SRA_Run	SRR5560658
FASTQ_MD5	269c9826e7f57ef6e14601ebaab26d02
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	1ec15f6451a7a37417ae0db2f15aaa09028b623dbcac145c6163c7a8f4710674
Processed_fragments	29154830
Mapped_fragments	24536219
Percent_mapped	84.15833328474218
Decoy_fragments	2961075
Equivalence_classes	72258
Transcript_targets	56910
Nonzero_TPM_transcripts	34682
TPM_sum	1000000.000001
Estimated_transcript_counts_sum	24536218.989
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
