Metric	Value
GSM	GSM2627824
SRA_Run	SRR5560628
FASTQ_MD5	c66497514faf55180f5df4da2ab70e32
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	8ed4c187693c32f43c346db5dce4707c7fc254fa5470d48fade2b63c0d3955e8
Processed_fragments	25573908
Mapped_fragments	20935843
Percent_mapped	81.8640741180425
Decoy_fragments	1862191
Equivalence_classes	62146
Transcript_targets	56910
Nonzero_TPM_transcripts	31520
TPM_sum	999999.999962
Estimated_transcript_counts_sum	20935843.007
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
