Metric	Value
GSM	GSM2627886
SRA_Run	SRR5560690
FASTQ_MD5	1074e1acd398fdf08f9b28b739772e75
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	ba5eab619049f7bc59bb5ce19bedf0351a281386a6985cd0bf35bd258edcb83b
Processed_fragments	31419382
Mapped_fragments	26342140
Percent_mapped	83.84041417491916
Decoy_fragments	3526355
Equivalence_classes	70458
Transcript_targets	56910
Nonzero_TPM_transcripts	33807
TPM_sum	999999.999815
Estimated_transcript_counts_sum	26342140.000
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
