Metric	Value
GSM	GSM2627896
SRA_Run	SRR5560700
FASTQ_MD5	b5c4e5b2fd4dd7557833a160efd84766
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	cde0b3dead985ea2146c5cd3d3f75906287bda7f72670a4c1e0c0042b876f459
Processed_fragments	32041632
Mapped_fragments	26991878
Percent_mapped	84.24002248075254
Decoy_fragments	3634602
Equivalence_classes	68398
Transcript_targets	56910
Nonzero_TPM_transcripts	33256
TPM_sum	999999.999911
Estimated_transcript_counts_sum	26991877.984
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
