Metric	Value
GSM	GSM2627785
SRA_Run	SRR5560589
FASTQ_MD5	521f3ccf8510a6e1ead7ae1a189227b6
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	9cc84ecbfc2acf0fb686321bab14ab9cee0667976b4c6dd486ffd16690f03e7f
Processed_fragments	51596842
Mapped_fragments	43633889
Percent_mapped	84.56697601764077
Decoy_fragments	5610694
Equivalence_classes	78274
Transcript_targets	56910
Nonzero_TPM_transcripts	35499
TPM_sum	1000000.000089
Estimated_transcript_counts_sum	43633889.011
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
