Metric	Value
GSM	GSM2627713
SRA_Run	SRR5560520
FASTQ_MD5	b2d5c47c1221754f1726b958a3cab98f
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	55f67ac3af52cb5c516781f135e8401f4d824e6882d964dd9ac22acc54649df4
Processed_fragments	23619255
Mapped_fragments	19287699
Percent_mapped	81.66091182808263
Decoy_fragments	2214274
Equivalence_classes	66457
Transcript_targets	56910
Nonzero_TPM_transcripts	31960
TPM_sum	999999.999972
Estimated_transcript_counts_sum	19287699.008
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
