Metric	Value
GSM	GSM2627853
SRA_Run	SRR5560657
FASTQ_MD5	3b988a5d0c95af8a91ef758f6741ad38
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	61dc078dd4c05acc914b498966822684b692aca098efd1b6447d958c206080d0
Processed_fragments	27481500
Mapped_fragments	23281244
Percent_mapped	84.71605989483835
Decoy_fragments	2869361
Equivalence_classes	70762
Transcript_targets	56910
Nonzero_TPM_transcripts	34477
TPM_sum	999999.999891
Estimated_transcript_counts_sum	23281244.035
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
