Metric	Value
GSM	GSM2627883
SRA_Run	SRR5560687
FASTQ_MD5	09614fd74daca1fedc8bb0f464d198d1
Salmon_version	1.12.1
Index_sequence_hash	c936fae4325743421db94926d6f5a7832c3cd84321cd64d12598dd95d58b7f6f
Quant_SF_SHA256	d772bcc3b0aa9de588974732a8531c876af81ae19ce8d7310344fb4d849db371
Processed_fragments	22951888
Mapped_fragments	19121175
Percent_mapped	83.30981311864191
Decoy_fragments	2823879
Equivalence_classes	64307
Transcript_targets	56910
Nonzero_TPM_transcripts	32688
TPM_sum	1000000.000044
Estimated_transcript_counts_sum	19121174.979
Fragment_length_mean_effective	250.0000097391447
Fragment_length_sd_effective	25.001769513739426
Quant_errors	0
Validation	PASS
