"modules"	"GSM2627691"	"GSM2627692"	"GSM2627693"	"GSM2627709"	"GSM2627711"	"GSM2627713"	"GSM2627739"	"GSM2627740"	"GSM2627741"	"GSM2627742"	"GSM2627743"	"GSM2627744"	"GSM2627754"	"GSM2627755"	"GSM2627756"	"GSM2627781"	"GSM2627782"	"GSM2627783"	"GSM2627784"	"GSM2627785"	"GSM2627786"	"GSM2627793"	"GSM2627794"	"GSM2627795"	"GSM2627820"	"GSM2627821"	"GSM2627822"	"GSM2627823"	"GSM2627824"	"GSM2627825"	"GSM2627835"	"GSM2627836"	"GSM2627837"	"GSM2627850"	"GSM2627851"	"GSM2627852"	"GSM2627853"	"GSM2627854"	"GSM2627855"	"GSM2627862"	"GSM2627863"	"GSM2627864"	"GSM2627883"	"GSM2627884"	"GSM2627885"	"GSM2627886"	"GSM2627887"	"GSM2627888"	"GSM2627895"	"GSM2627896"	"GSM2627897"	"GSM2627919"	"GSM2627920"	"GSM2627921"
"M1"	4.60007941179214	4.60453395595297	4.41848682376782	3.35051704864488	3.33255327417045	3.41603576929729	1.67779235586626	1.56112080819059	1.35620579969602	4.60957768698237	4.56249277497085	4.65157412492786	3.62890188089194	3.34336233759923	3.1939483247696	1.52398842894143	1.48758924832086	1.49231981282484	4.14440536669923	4.14013240613996	4.16856181229633	4.04839314345109	3.81195390317975	3.87736144333911	1.98633083387155	1.9736737205479	1.85886027362035	4.37107788409746	4.60557729946958	4.29763897886265	3.35736057091726	3.37913989110102	3.15864078849676	1.96657074301346	1.89627572441007	1.63983412546595	4.32819739028682	4.26497172594935	4.14145731522857	3.28888563287248	3.30442634670008	3.3147617716953	1.65137091494084	1.77158982740408	1.62977159023994	4.12232483996382	4.3058829938577	4.15245116100524	3.78389662496884	3.6673698908951	3.59118870229658	1.85565090317094	1.76505942735149	1.8882035678494
"M10"	2.67172588967072	2.62835367134984	2.182828933968	5.43401098906747	5.13776580809588	5.30944179241118	3.8005065016318	4.54025670302685	3.49008230410477	2.94559459452202	2.79501881285923	3.13093251673766	5.54732026210525	5.8895684535565	6.03400216587446	4.16913130088216	3.78973968297248	3.51244182068398	2.30371938667805	2.40748328126122	2.61610593274497	4.45235821652824	4.53716558489471	5.38591415558903	5.01589001812602	4.91466975603159	4.38533439409744	2.70006456865891	3.24372086596586	2.29109369212355	6.55502006095913	6.43785858026812	6.38589862929971	5.57962066293644	4.97979214626956	5.21653246903068	2.95438803647144	3.01223075367976	2.65999075649782	6.7135171163192	6.67537842796501	6.64410863931819	4.71402566167044	4.91073745808856	4.64479652042689	2.18269865298695	2.53563993186987	2.52793609318624	5.34731840401695	6.02243883626683	5.7563188003439	4.92968686242857	4.35886039298823	4.74560306974432
"M2"	2.08334501536881	2.4533735954447	2.07353232355178	2.42420535519775	2.13527318239205	2.33443160479218	1.52230020491251	1.23706847983889	1.40631271782477	2.56806206918654	2.42135188013563	2.7078863439062	2.48219400534692	2.34772456575366	2.30895141433866	1.46284694483299	1.31761187852647	1.37352255391438	2.61622469019094	2.6783560981156	2.84778510071679	2.55351184004205	2.40811979418957	2.400711159356	1.48116937431622	1.56856680490774	1.3782455828512	2.91311911058195	2.86257111369612	2.79636245071664	2.7608156499276	2.82191870452908	2.77362396393979	2.60503407948398	2.39004824274661	2.41810874217205	3.13699439071197	3.11585488985794	3.13630764962168	2.7837317294345	2.71614818582048	2.77326998899328	2.22221701091264	2.38359389861975	2.01909964635969	2.56424069902126	2.54622793489942	2.84254845082434	2.68284715487316	2.6573801971547	2.78601769612576	2.11751177116973	2.07773160006732	2.13125901976542
"M3"	4.4104632237435	4.33228544494861	4.19872986886563	4.14717642698095	4.03070685808746	3.92294945276599	4.02766718590238	3.63453518776615	3.87988217200998	4.08647807802971	3.76066805940253	3.95031909775164	4.00163112633302	4.05659219838263	4.16195215892674	0.279952608955309	0.146420618485988	0.205398769242559	0.290417326030893	0.262682104782806	0.461200589337024	0.231927558647642	0.184781738214092	0.174267064205965	0.186000979200959	0.171797365876421	0.194042913043865	4.4378336181741	4.49927188316909	4.45998236069975	4.25292272953861	4.40791693717303	4.5081053410563	4.1026077453253	4.10280088225042	3.94577623247785	4.01010845347429	3.74575364064054	3.60245688018043	3.86961481652773	3.99495980709108	4.29381923324269	3.91293722572693	3.9691044306951	4.01262230429211	0.279963302983045	0.268497873157098	0.351256300991727	0.368009512629288	0.69907894810026	0.572762608674099	0.304692097437338	0.648667912333785	0.352445549414155
"M4"	3.35416450031642	3.38919328777453	3.12930695494044	5.52190555009445	5.51158137306961	5.6492493871475	2.64841185926652	2.87120977037785	2.19189170047104	3.78714942472958	3.75260944666917	4.17097424878913	5.25733512676413	5.41729926540452	5.46660252040497	2.4273079057907	2.23367300515718	2.09649846072915	3.39089019056536	3.484656448544	3.65261003677152	5.19014240270499	5.18553413379871	5.14294468084081	3.18609416340996	3.06694719716676	2.6507979099688	2.81570655109942	3.48939012048193	2.81861581308794	5.37727789281786	5.28725743283771	5.29274871052573	3.11483153299443	2.90385102061494	2.72334602701517	3.75775486844601	3.51522892680041	3.35308893872125	5.19205270641685	5.39252211817054	5.27446863318244	2.22116328058263	2.43107631474539	2.08748522790378	3.36080306260663	3.80928205055385	3.51854133127485	4.72363908422487	4.80134001457139	4.82952685916972	2.60089539402621	2.32893378682947	2.47174055515482
"M5"	0.237335825095426	1.2635006994866	0.305155091750313	0.144122783345852	0.185826620867512	0.116600685193705	0.874249450591595	0.555590704356036	1.44722902560449	0.606957648508068	0.786438174957474	0.867371123228887	0.454120322453222	0.216596877040557	0.421948037442556	1.23812017036523	1.4739589758857	1.0860514270447	0.248390987785852	0.122118800334421	0.214186275883549	0.233687329776989	0.143029860995508	0.274701456808264	0.442836769521465	0.626644259676165	0.680714635518062	1.30865938512227	0.43743010476887	0.490635233073588	0.398752643233898	0.385108795795034	1.98996542954913	4.82879471520046	5.2576510504052	4.8389901523767	0.443782693596958	0.374797319220469	0.556830315731561	0.26140773337228	0.453706057728426	0.396118355230743	4.35417351734525	4.55722663380105	4.74140969008229	0.100294710704943	0.106505278212658	0.183551386308657	0.5240392642109	0.395928762920167	0.375042874821937	3.97621650307517	4.36045266146875	4.22581756578849
"M6"	5.39102063734747	4.98472523057408	5.32159393105719	1.18599782227245	1.03529501304632	0.983126541136872	0.216526036984638	0.122155718196883	0.159089451532871	3.48341484191282	3.37937983891859	3.85565191085138	1.62941555800324	1.12356224812066	1.07549366988438	0.139899381281764	0.124344960618048	0.0808070151195241	1.39511386760003	1.44718017188386	1.61960796869776	1.88152274021353	1.38482687008098	1.58273904349589	0.217627310009082	0.123615469953447	0.156999788838902	3.63051816645579	4.02061278340665	3.55894524047604	0.703821336255537	0.555011597709466	0.481019772853058	0.10596396242744	0.105119419890689	0.0679678221267907	1.77827984447598	1.61582118009932	1.59779939064357	0.515879864954241	0.447244251661627	0.422972836415911	0.12700059474394	0.112818476776095	0.220447585919229	1.46629434075569	1.77570121198085	1.51103500025919	0.817390888649595	0.551554853309635	0.542747833166596	0.0904284114728971	0.132840377057144	0.157545704509601
"M7"	2.32620642888466	4.26567683217504	2.25196340438186	3.51448023551802	3.68169046342073	4.09578460941941	1.84392631556436	2.27689702997192	1.5198894114698	4.79747525347275	3.77484293952479	5.55572172882475	3.92916953820497	3.05235239460456	3.30537496469759	1.78014808844754	1.99045728862072	1.72733501084175	6.4545057626982	6.39325953453555	6.6937226204679	4.65946227989549	4.00797978537804	4.11561933298655	2.73003772091753	2.44223260648693	2.80430883213796	2.21031793775765	3.98258105040607	2.56228874470973	4.28897621657863	4.47544087133827	4.06134736940184	3.72128998889877	3.72050074330567	3.30917263716906	6.01173439180157	4.62590523327572	3.81436580495997	4.73806539240295	4.89281729191302	5.13361099947274	1.95017781037686	1.92864984180741	2.11041632126002	6.25895279249329	6.55172431266048	6.66353804779323	4.54226594237297	4.42872430962045	4.59010892909166	2.77397296742826	2.07501419446312	3.24685024531711
"M8"	5.0688474678263	5.57703243692912	6.67896586573217	1.33851481732008	2.01370208752234	2.24985475108704	1.77595225289678	1.72862534417564	1.59522106446693	1.27949456271875	1.6137907083296	1.15605451923542	0.728061418494229	0.928426866020915	0.865461717281537	1.80329824405887	2.41865215359306	2.32619030430159	1.22029969666024	1.00066382311143	1.32030460382046	0.988977587050967	1.13793056978003	1.50386855339626	2.32635851638015	2.03743718827628	1.96608447595061	5.52524050977921	4.12034115566431	5.72674648082648	1.6791752802316	1.8041273678216	1.6054175111913	1.67658779550754	1.69849914461901	1.80645440287044	1.76048014723991	2.0801680562179	2.23694370557297	1.60775189107985	2.48228839835737	1.95452982090926	2.65677515840925	2.37986872543304	1.84142426247357	1.48679183069628	0.742357124368623	1.56020486423399	0.899199371914936	1.01158140912225	0.828451016105038	2.50799088631771	2.41072910217453	2.43127563220567
"M9"	0	0.0322040868649065	0.0266600214165772	0	0.0198887655973994	0	0.386276783176657	0.033039151726163	0.554595859766801	5.87971062092434	0.822196285366676	0.718026662764977	0.203793220257809	0	0.855344154537085	1.0641246723404	0.842050784319107	1.38756523439484	0.974699062984973	1.42399923746195	0.740752476526457	0.680127231659176	3.81212066832767	4.45754342886108	1.27306797846646	0.322432975504628	2.17666438365828	0.169249936268994	0.0943912510287401	0.248803198776268	0.0504324852345082	0	0	0.483119263507082	0.224510630714255	0.394243124527964	4.23621750452224	6.72815002173852	0.281188250592855	0.180192904414533	0.163069164124407	0.0829741410089791	1.26839769348122	1.08529885622452	0.297893574908612	1.16857214763557	1.6686459205302	0.699761254918891	0.180762791930842	2.36205371077662	0.882806429725794	0.169162488427002	0.12470815263242	0.616187063363633
