Module	SampleName	Cultivar	Stage	Year	Eigengene	Fitted	Residual	Standardized_residual	Cooks_D	Leverage	Abs_standardized_residual_over_3	Cooks_D_over_4_per_N
M5	GSM2627744	Cabernet Sauvignon	FruitSet	2013	-0.971514650083735	-3.19103697812155	2.21952232803782	1.26230432082007	0.034639395616544	0.148148148148148	FALSE	FALSE
M5	GSM2627754	Cabernet Sauvignon	Veraison	2013	-4.8882075738414	-5.65135139994811	0.76314382610671	0.434021202189612	0.00409509573804601	0.148148148148148	FALSE	FALSE
M5	GSM2627755	Cabernet Sauvignon	Veraison	2013	-6.38135276512267	-5.65135139994811	-0.73000136517456	-0.415172159263224	0.00374712873537582	0.148148148148148	FALSE	FALSE
M5	GSM2627756	Cabernet Sauvignon	Veraison	2013	-4.80945060571116	-5.65135139994811	0.841900794236949	0.478812488994724	0.00498394346994179	0.148148148148148	FALSE	FALSE
M5	GSM2627781	Cabernet Sauvignon	Harvest	2013	-1.05400395531243	-1.83805089317691	0.784046937864484	0.445909385496942	0.00432250391465782	0.148148148148148	FALSE	FALSE
M5	GSM2627782	Cabernet Sauvignon	Harvest	2013	-0.0939422218686623	-1.83805089317691	1.74410867130825	0.99192329987439	0.0213893876702978	0.148148148148148	FALSE	FALSE
M5	GSM2627783	Cabernet Sauvignon	Harvest	2013	-1.61247656953552	-1.83805089317691	0.225574323641395	0.128290416276338	0.000357791976268608	0.148148148148148	FALSE	FALSE
M5	GSM2627784	Cabernet Sauvignon	FruitSet	2014	-6.0233439424515	-5.18836116718403	-0.834982775267473	-0.474878018443844	0.0049023724435033	0.148148148148148	FALSE	FALSE
M5	GSM2627785	Cabernet Sauvignon	FruitSet	2014	-6.35400816752884	-5.18836116718403	-1.16564700034481	-0.662935995956848	0.00955400292902823	0.148148148148148	FALSE	FALSE
M5	GSM2627786	Cabernet Sauvignon	FruitSet	2014	-5.94186860090651	-5.18836116718403	-0.753507433722483	-0.428540716776122	0.00399232925945636	0.148148148148148	FALSE	FALSE
M5	GSM2627793	Cabernet Sauvignon	Veraison	2014	-5.79645596040762	-7.64867558901059	1.85221962860296	1.05340901993099	0.0241232731146081	0.148148148148148	FALSE	FALSE
M5	GSM2627794	Cabernet Sauvignon	Veraison	2014	-6.64434016790001	-7.64867558901059	1.00433542111057	0.571193596750752	0.00709265489063177	0.148148148148148	FALSE	FALSE
M5	GSM2627795	Cabernet Sauvignon	Veraison	2014	-5.97687931508704	-7.64867558901059	1.67179627392354	0.950797220395716	0.0196525077024396	0.148148148148148	FALSE	FALSE
M5	GSM2627820	Cabernet Sauvignon	Harvest	2014	-3.93970576578713	-3.83537508223939	-0.10433068354774	-0.0593357728249806	7.65376942769067e-05	0.148148148148148	FALSE	FALSE
M5	GSM2627821	Cabernet Sauvignon	Harvest	2014	-3.53973368443312	-3.83537508223939	0.29564139780627	0.168139517746623	0.000614584726697104	0.148148148148148	FALSE	FALSE
M5	GSM2627822	Cabernet Sauvignon	Harvest	2014	-3.23408476929745	-3.83537508223939	0.60129031294194	0.3419705900255	0.00254225835744323	0.148148148148148	FALSE	FALSE
M5	GSM2627823	Pinot noir	FruitSet	2012	0.399004495660182	-3.16468577265069	3.56369026831087	2.02677015992452	0.089299940894793	0.148148148148148	FALSE	TRUE
M5	GSM2627824	Pinot noir	FruitSet	2012	-3.81734704811592	-3.16468577265069	-0.652661275465226	-0.371186690777754	0.00299520781327261	0.148148148148148	FALSE	FALSE
M5	GSM2627825	Pinot noir	FruitSet	2012	-3.65237987261136	-3.16468577265069	-0.487694099960667	-0.277365251902218	0.00167242354266914	0.148148148148148	FALSE	FALSE
M5	GSM2627835	Pinot noir	Veraison	2012	-4.47248713216939	-2.60155299308872	-1.87093413908067	-1.06405248458085	0.0246132106509278	0.148148148148148	FALSE	FALSE
M5	GSM2627836	Pinot noir	Veraison	2012	-5.15700236630741	-2.60155299308872	-2.55544937321869	-1.4533554110729	0.0459183032803237	0.148148148148148	FALSE	FALSE
M5	GSM2627837	Pinot noir	Veraison	2012	3.5305364073844	-2.60155299308872	6.13208940047312	3.48749046048808	0.264404124173812	0.148148148148148	TRUE	TRUE
M5	GSM2627850	Pinot noir	Harvest	2012	22.3643273061345	21.0331155634422	1.33121174269227	0.757097287781032	0.0124607891992477	0.148148148148148	FALSE	FALSE
M5	GSM2627851	Pinot noir	Harvest	2012	23.659599473007	21.0331155634422	2.62648390956477	1.49375473529885	0.0485065915049505	0.148148148148148	FALSE	FALSE
M5	GSM2627852	Pinot noir	Harvest	2012	21.7784370822934	21.0331155634422	0.745321518851174	0.423885158424045	0.00390605712026473	0.148148148148148	FALSE	FALSE
M5	GSM2627853	Pinot noir	FruitSet	2013	-4.06368250394309	-3.75647492098196	-0.307207582961127	-0.17471753019189	0.000663613377312041	0.148148148148148	FALSE	FALSE
M5	GSM2627854	Pinot noir	FruitSet	2013	-4.61359340609963	-3.75647492098196	-0.857118485117668	-0.487467214702582	0.00516574533499769	0.148148148148148	FALSE	FALSE
M5	GSM2627855	Pinot noir	FruitSet	2013	-3.89986936066777	-3.75647492098196	-0.143394439685807	-0.0815524216676783	0.000144582553910061	0.148148148148148	FALSE	FALSE
M5	GSM2627862	Pinot noir	Veraison	2013	-5.20569291575624	-3.19334214141999	-2.01235077433625	-1.14448007364537	0.0284746660645937	0.148148148148148	FALSE	FALSE
M5	GSM2627863	Pinot noir	Veraison	2013	-4.0358497559624	-3.19334214141999	-0.842507614542411	-0.479157604645902	0.0049911306541304	0.148148148148148	FALSE	FALSE
M5	GSM2627864	Pinot noir	Veraison	2013	-3.98125708159714	-3.19334214141999	-0.787914940177151	-0.448109226413405	0.00436525823471348	0.148148148148148	FALSE	FALSE
M5	GSM2627883	Pinot noir	Harvest	2013	18.6406967132022	20.441326415111	-1.80062970190876	-1.02406838814088	0.022798175295423	0.148148148148148	FALSE	FALSE
M5	GSM2627884	Pinot noir	Harvest	2013	20.3494568586327	20.441326415111	-0.0918695564782557	-0.0522487819245537	5.93464176652081e-05	0.148148148148148	FALSE	FALSE
M5	GSM2627885	Pinot noir	Harvest	2013	21.0190766996542	20.441326415111	0.577750284543245	0.32858271859725	0.00234710006436434	0.148148148148148	FALSE	FALSE
M5	GSM2627886	Pinot noir	FruitSet	2014	-6.44579370430383	-5.75379911004444	-0.691994594259392	-0.393556647429626	0.00336710510295754	0.148148148148148	FALSE	FALSE
M5	GSM2627887	Pinot noir	FruitSet	2014	-5.76671530561685	-5.75379911004444	-0.0129161955724126	-0.00734580106433412	1.17306072340809e-06	0.148148148148148	FALSE	FALSE
M5	GSM2627888	Pinot noir	FruitSet	2014	-6.16450270533301	-5.75379911004444	-0.410703595288572	-0.233578602188439	0.00118606442174576	0.148148148148148	FALSE	FALSE
M5	GSM2627895	Pinot noir	Veraison	2014	-4.52742581001281	-5.19066633048247	0.663240520469656	0.377203402802413	0.0030930958062113	0.148148148148148	FALSE	FALSE
M5	GSM2627896	Pinot noir	Veraison	2014	-4.45665668962371	-5.19066633048247	0.734009640858756	0.417451777562748	0.00378839101283257	0.148148148148148	FALSE	FALSE
M5	GSM2627897	Pinot noir	Veraison	2014	-4.65084905092883	-5.19066633048247	0.539817279553635	0.307009159505189	0.00204901356565397	0.148148148148148	FALSE	FALSE
M5	GSM2627919	Pinot noir	Harvest	2014	16.2273136419211	18.4440022260485	-2.21668858412738	-1.26069269153522	0.0345510013584853	0.148148148148148	FALSE	FALSE
M5	GSM2627920	Pinot noir	Harvest	2014	18.2676016819511	18.4440022260485	-0.176400544097383	-0.100323914833509	0.000218801910598288	0.148148148148148	FALSE	FALSE
M5	GSM2627921	Pinot noir	Harvest	2014	17.4488231570088	18.4440022260485	-0.995179069039683	-0.565986123667004	0.00696391939529567	0.148148148148148	FALSE	FALSE
M6	GSM2627691	Cabernet Sauvignon	FruitSet	2012	21.6240231014206	13.2722344704588	8.35178863096184	2.2304476631865	0.108149929961176	0.148148148148148	FALSE	TRUE
M6	GSM2627692	Cabernet Sauvignon	FruitSet	2012	20.0334050082689	13.2722344704587	6.76117053781016	1.80565357827157	0.0708779314070637	0.148148148148149	FALSE	FALSE
M6	GSM2627693	Cabernet Sauvignon	FruitSet	2012	20.7832983962504	13.2722344704587	7.51106392579168	2.0059218116727	0.0874722242292242	0.148148148148149	FALSE	TRUE
M6	GSM2627709	Cabernet Sauvignon	Veraison	2012	-2.11275781467388	1.32345307240926	-3.43621088708314	-0.917682293215307	0.0183074085061066	0.148148148148148	FALSE	FALSE
M6	GSM2627711	Cabernet Sauvignon	Veraison	2012	-2.45356804425253	1.32345307240928	-3.77702111666181	-1.00869984810597	0.0221190300775872	0.148148148148148	FALSE	FALSE
M6	GSM2627713	Cabernet Sauvignon	Veraison	2012	-2.70156554054706	1.32345307240927	-4.02501861295633	-1.0749306233959	0.0251190401111805	0.148148148148148	FALSE	FALSE
