GeneID	GSM2627691	GSM2627692	GSM2627693	GSM2627709	GSM2627711	GSM2627713	GSM2627739	GSM2627740	GSM2627741	GSM2627742	GSM2627743	GSM2627744	GSM2627754	GSM2627755	GSM2627756	GSM2627781	GSM2627782	GSM2627783	GSM2627784	GSM2627785	GSM2627786	GSM2627793	GSM2627794	GSM2627795	GSM2627820	GSM2627821	GSM2627822	GSM2627823	GSM2627824	GSM2627825	GSM2627835	GSM2627836	GSM2627837	GSM2627850	GSM2627851	GSM2627852	GSM2627853	GSM2627854	GSM2627855	GSM2627862	GSM2627863	GSM2627864	GSM2627883	GSM2627884	GSM2627885	GSM2627886	GSM2627887	GSM2627888	GSM2627895	GSM2627896	GSM2627897	GSM2627919	GSM2627920	GSM2627921
VIT_00s0120g00010	8.35758	7.4245	6.10955	7.86467	7.92706	5.93475	14.2019	9.64921	13.7674	6.98728	6.77744	7.63066	7.07379	7.77102	8.17685	9.47452	10.1509	9.93938	2.63587	2.49455	2.6177	4.75461	4.20658	5.24591	11.9065	10.2236	9.41685	3.97333	5.43407	3.34301	4.06391	4.04517	4.43204	4.68833	4.52836	3.84803	4.09031	4.4535	3.46518	4.83527	4.43808	4.64289	4.47561	3.17232	2.75684	2.21986	2.92478	2.86188	2.45581	2.47417	3.07848	2.27889	2.38008	2.01861
VIT_00s0120g00020	3.28288	2.72134	2.74447	3.68379	2.53178	2.59821	7.90781	5.43628	8.24466	3.24631	4.23638	3.02709	2.90038	3.40178	2.81132	5.22465	4.97351	5.82136	0.775603	0.753088	0.74891	2.10597	2.14972	2.01957	4.58878	4.40623	3.72174	1.5169	1.18618	1.59874	1.60958	1.71506	1.89799	2.42802	2.33301	2.22277	1.22477	1.80255	1.7355	1.61236	1.22177	1.35825	3.10039	2.25858	3.20258	0.810026	0.983702	0.806718	1.1188	0.87181	1.13515	1.88538	1.79022	1.87326
VIT_00s0120g00030	0	0	0.239928	0.560597	0.365272	0.332268	0	0.715591	0.860775	0	0.513161	0.238716	0	0.502056	0.581941	0.498563	0.874543	0.523066	0.332675	0.615368	0.130338	0.398207	0.550211	0.689502	0.24972	0.361451	0.568423	0.255993	0.136825	0.263862	1.08636	1.87986	0.432733	1.29203	1.65999	1.08807	0.686594	1.60491	1.55159	0.857445	1.31411	1.24521	1.05075	2.08383	1.40283	0	0	0	0.352596	0.75993	0.876244	0.769772	1.32349	0.579827
VIT_00s0120g00060	0.0415453	0.0360532	0.091406	0.0524036	0.0766155	0.0416207	0.103695	0.0462479	0.0736317	0.0460142	0.214219	0.054109	0.0598357	0.0920202	0.0254676	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0340729	0.0335284	0.0571383	0.0103668	0.0315698	0.0343679	0.00393077	0.0282611	0.13093	0.0326284	0.030685	0.00553259	0.0265491	0.0268894	0.0212655	0.0298621	0.00481098	0	0	0	0	0	0	0	0	0
VIT_00s0120g00070	0.0735815	0.0817867	0.201008	0.107416	0.0913828	0.0816855	0.352145	0.222687	0.333757	0.186012	0.0922405	0.149036	0.0317112	0.207977	0.0520631	0	0	0	0.165748	0.228997	0.195003	0	0	0	0	0	0	0.289214	0.781461	0.101118	0.590795	0.864701	0.244288	0.157709	0.410909	0.217666	0.540824	0.373291	0.382533	0.63214	0.712144	0.744228	0.308814	0.323228	0.442687	0.193356	0.0724024	0.0790387	0	0	0.288725	0.0949522	0.373404	0.0961933
VIT_00s0120g00080	0.021417	0	0.00261069	0.0499104	0.00570936	0	0.107888	0.102303	0.0587751	0.00199923	0.0341052	0.00713011	0.00732963	0.0165431	0	0	0.122599	0	0	0	0	0	0	0	0	0	0	0.12682	0.0312671	0.0300272	0.0243074	0.011677	0.00270479	0.026125	0.0172697	0.0585072	0.0173834	0.041019	0.0492514	0.0986977	0.185879	0.0513292	0.013024	0.0614268	0.0679685	0	0	0	0	0	0	0	0	0
VIT_00s0120g00100	1.25e-05	0	0	0	0	0	7.67e-06	0	0	0	0	0.036302	0	0	0	0	0	0	0	0	0.020549	0	0.0278015	0	0	0	0	0	0	0	0	0.000112488	0.0351339	0	0	0.0272474	0	0	0	0	0	0	0	0	0	0	0.0251975	0	0	0	0	0	0	0.0317703
VIT_00s0120g00120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0120g00270	0.0408165	0.40236	0.580321	0.926664	1.14813	0.993275	1.83019	1.03144	2.19488	1.21927	0.941997	0.587277	0.641335	1.12099	1.18473	2.04182	3.01988	2.74871	0.481592	0.485951	0.636306	0.805934	1.18069	0.51579	2.35985	2.16113	2.65709	0.215185	0.0734044	0.0597434	0.185187	0.640639	0.051563	0.829838	0.895951	1.09379	0.631741	1.17202	0.564389	0.588945	0.0677374	0.484646	1.51919	1.06663	0.907601	0.320283	0.033669	0.552321	0.934833	0.716511	0.455656	0.598306	0.798154	0.741966
VIT_00s0120g00280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0120g00290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0120g00300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00010	0	0.37107	0.786312	0	0	0	0	0	0.221683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117492	0	0	0	0.286432	0	0	0	0	0	0	0.170107	0	0	0	0.196817	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00020	822.772	855.124	1947.21	48.3151	234.454	264.975	251.76	136.762	148.965	62.6151	56.5211	32.0371	47.4376	36.7889	80.9576	242	353.645	265.436	64.3675	30.5857	68.8004	28.2757	39.5968	21.1685	345.919	489.447	276.808	700.578	650.731	1058.64	132.788	146.477	130.804	220.381	411.288	569.743	123.17	67.8248	99.5496	83.3513	388.878	153.759	303.835	284.541	242.067	300.016	71.4502	75.4703	46.5786	51.0224	58.1364	239.31	366.671	260.9
VIT_00s0125g00030	0.204918	0.732253	3.47281	0.0586234	0.0468868	0.127984	0.0270939	0.0126566	0.0197715	0.0258916	0.0439693	0.0212588	0.0179613	0.0813289	0.0147322	0.0202939	0.0366975	0.018795	0.0263304	0.0309984	0.0275072	0.0398076	0.0420442	0.0261691	0.0506156	0.0346851	0.0376728	0.215544	0.231661	0.429187	0.0256795	0.0253712	0.0236811	0.0232523	0.0174364	0.0183125	0.0265687	0.0120081	0.0355654	0.0280716	0.0596202	0.0312967	0.0235675	0.0335528	0.0231777	0.0475996	0.018881	0.0325799	0.0359451	0.0256838	0.0457466	0.0255377	0.0165231	0.0204593
VIT_00s0125g00040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00050	0.159527	0.57684	1.58228	0.0854063	0	0	0.0764594	0	0	0.0876449	0.0817969	0.0765594	0.0743172	0	0	0	0	0.104079	0	0.0737788	0	0	0	0	0.393097	0.398928	0.178971	0.499577	0.208356	0.869024	0	0.216475	0	0.140015	0.169171	0.338453	0	0	0	0	0.0928168	0	0.083738	0.169435	0.166573	0.0622674	0.0469428	0.151023	0	0.0574299	0	0.0579218	0.17002	0.117666
VIT_00s0125g00060	94.5037	193.701	516.082	3.77131	15.7412	22.9918	20.1865	20.085	22.1968	2.77926	3.89119	1.71074	2.27706	4.38047	7.12363	20.9171	23.1154	17.4159	2.80868	4.64959	5.41599	1.90746	1.75917	2.40312	27.5978	31.091	26.8311	119.412	80.7443	213.83	12.6679	13.6347	9.21386	18.3028	21.2308	41.2414	16.8381	9.55197	11.8444	11.5565	28.6159	13.4931	28.282	30.3123	17.422	14.5992	1.67353	10.8564	1.0639	3.2506	2.29589	15.9004	20.6622	20.1134
VIT_00s0125g00070	726.873	1411.9	3608.04	42.1957	181.667	193.986	162.168	156.764	131.262	24.9878	33.1848	21.07	31.7221	28.4587	54.2821	163.346	199.538	144.277	23.5052	37.2339	56.0265	25.9775	25.918	22.0789	246.024	191.802	175.266	897.252	548.957	1679.32	75.4431	106.416	68.8717	138.683	160.064	294.199	144.12	69.3368	91.5919	74.8288	220.13	126.563	230.194	245.576	169.67	155.96	21.2802	119.551	20.214	22.2888	24.8322	170.285	200.007	179.351
VIT_00s0125g00080	0.580303	1.20713	6.48586	0.303399	0.30217	0.541024	1.19836	1.10109	3.31013	0.1453	0.275163	0	0.187048	0.468293	0.385198	2.58527	4.27493	3.02354	0.315624	0.16084	0.0705209	0.208642	0.145471	0.268364	4.7056	4.97019	5.85025	0.335518	0.646975	0.422101	0.753829	1.09675	0.831537	1.64992	1.86907	3.01739	0.440258	0.17648	0.113696	0.714633	1.38293	0.492673	1.45984	1.90913	0.802352	0.214649	0.129573	0.0891976	0.3831	0.824611	0.398071	1.02712	1.7725	0.935231
VIT_00s0125g00090	0.0955124	0.108252	0.0877991	0.286729	0.192306	0.2329	0.441241	0.233534	0.383736	0.14506	0.170927	0.217426	0.160337	0.246346	0.194865	0.472731	0.302635	0.343534	0.0979738	0.07064	0.0843235	0.184826	0.0955522	0.0873153	0.273751	0.333744	0.22111	0.154476	0.0999144	0.06664	0.108478	0.0844901	0.189977	0.378041	0.370313	0.380511	0.138784	0.162868	0.0458126	0.177116	0.187952	0.0898946	0.451286	0.260735	0.432096	0.10675	0.0864533	0.0776269	0.144096	0.0779214	0.154218	0.228373	0.280212	0.347868
VIT_00s0125g00100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00140	0	0.0442176	0.0462046	0	0	0	0	0.0227258	0	0.0260802	0.0246187	0	0.0223646	0	0	0.0158101	0	0	0.430822	0.397754	0.411683	0.0366916	0	0.0158213	0	0	0	0.594384	0.43075	0.566107	0.227335	0.103902	0.295966	0.35009	0.375583	0.362197	0.880023	0.938237	1.11758	0.277624	0.14413	0.236594	0.604635	0.398888	0.497813	0.284373	0.555202	0.470103	0.200822	0.291345	0.251312	0.429564	0.423229	0.512205
VIT_00s0125g00150	0	0	0	0	0	0	0	0	0	0.0775349	0.144684	0.0668261	0	0	0	0	0	0	0.223619	0.370831	0.140738	0	0	0	0	0	0	0.140852	0.0891822	0.0750519	0.229256	0.190393	0	0.122908	0.150637	0.0489132	0.652746	0.603833	0.704082	0.183067	0.0816452	0.334951	0.229394	0.310854	0.155832	0.401444	0.0804541	0.460733	0.28152	0	0.157128	0.105134	0.0512686	0.211955
VIT_00s0125g00160	0	0	0	0	0	0	0	0.331721	0	0	0	0	0	0	0	0	0	0	1.81248	1.44206	1.61495	0	0	0	0	0	0	0	0	0.761171	0.848111	0.60228	0.312037	0	0.354913	0.458439	2.24366	0.903607	1.98203	0	0	0.414215	1.63523	0	0.419546	1.20512	0.629808	0.499808	0.955541	1.03903	0.39985	0.267079	0.261095	0.540566
VIT_00s0125g00170	4.01899	4.71825	5.26316	9.47309	9.92861	9.44882	8.98642	11.3862	7.98542	9.77472	10.0737	9.7861	10.0989	10.3239	9.06625	7.33507	7.09632	6.33173	12.3872	13.9557	12.8571	13.1872	12.3166	11.984	8.38106	9.00811	9.74998	5.6997	6.71677	7.2834	10.4633	11.9141	11.5401	10.5916	10.0705	9.84743	13.6481	13.1864	14.9004	12.4047	8.17789	13.0756	7.20408	8.99951	7.97871	13.8794	6.57671	14.6781	12.51	12.5543	14.1818	8.95035	9.05215	9.06574
VIT_00s0125g00180	3.96238	5.17512	4.3111	2.15474	2.13811	2.95135	10.0386	2.40336	10.5945	5.67547	5.3473	5.16192	2.95987	3.17155	2.93871	7.91589	6.60588	8.1657	7.61062	8.01504	7.48448	4.23705	4.10584	3.85198	2.30176	2.30903	2.95295	2.72031	3.44657	2.90223	2.18044	2.33818	1.98763	3.07864	2.92876	3.83506	6.41426	6.45595	6.89956	3.87844	2.92968	4.19758	5.04618	4.05324	5.54315	6.78521	6.12551	7.52792	3.03915	3.18202	4.00212	2.94855	4.04371	3.36582
VIT_00s0125g00190	1.87885	1.10705	1.14043	2.04264	2.0288	2.19789	78.9848	63.4812	90.1078	1.55402	1.2166	1.25284	1.83624	2.34231	1.59101	64.1401	64.7302	67.4813	0.926366	0.95678	0.925439	2.26719	2.11857	2.02914	30.6078	30.0751	33.0061	0.808669	0.583778	0.863786	1.50025	1.60318	2.38508	18.301	14.2814	21.6917	1.60224	1.53095	1.71509	1.67042	1.30118	1.75123	25.1471	21.0245	23.3524	0.829394	0.662836	0.781318	1.53904	2.04778	1.42566	10.2936	12.3134	8.5863
VIT_00s0125g00200	15.4491	4.48351	14.6185	1.01503	0.799745	1.67193	40.8888	26.1438	57.1285	3.61509	1.16954	2.02742	1.10402	1.59512	1.14375	29.9873	30.3563	40.2098	0.513326	1.02086	0.811287	2.55924	1.2502	2.20102	21.9533	27.5016	29.0783	2.29774	4.56606	2.18321	0.917018	0.536202	0.339513	5.95838	3.83354	5.22546	0.907851	0.691982	0.319726	0.170749	0.740658	0.465794	5.15203	4.98327	6.65253	0.336786	1.25913	0.983688	0	1.33343	0.918208	4.65968	4.52467	3.39735
VIT_00s0125g00210	0.633567	1.1015	1.2393	4.19538	3.58026	3.86606	4.35357	9.73485	4.81985	1.68532	2.64254	1.92387	2.73884	2.96752	2.80781	7.62238	7.43007	5.95059	2.85719	2.36887	3.22381	3.47074	3.81399	3.22278	16.1232	15.115	14.8668	1.20407	0.929361	1.02294	4.39515	4.14591	5.06449	19.5676	21.568	12.2224	2.59064	3.10879	2.29791	5.91007	5.53987	4.89318	17.6908	18.0798	18.5977	2.45967	1.78864	3.12751	4.85704	5.55327	5.50428	20.799	17.0204	23.2872
VIT_00s0125g00220	0	0.570199	1.06238	4.87702	2.49354	2.99607	3.29877	4.96337	2.97251	2.39424	1.18996	1.84549	1.6031	2.02842	2.86102	3.95282	5.86491	4.21073	2.18741	2.3474	2.2869	3.16125	3.8945	3.06391	9.96995	9.30491	10.4367	0.43237	0.224628	0.592195	3.48445	3.57131	3.92827	12.518	14.8159	9.3173	2.02222	2.94339	1.77631	5.00142	2.44184	3.24199	11.6226	9.37876	9.06669	2.65199	0.131379	2.60764	4.59407	4.73197	4.43917	11.7478	9.51435	13.7397
VIT_00s0125g00230	0	1.12283	2.31326	12.4279	16.4278	15.2707	10.3732	12.9561	11.011	2.65396	6.31601	5.78402	4.77139	6.30931	1.48255	16.9168	28.7212	11.9053	7.05945	3.14146	3.08103	6.3017	13.0822	12.3124	26.3188	22.9393	25.9526	0	0	0	9.69905	12.3146	11.9974	35.8067	47.8222	26.5238	6.88456	7.4852	4.12891	15.5363	6.11611	13.5973	34.2017	25.1794	26.348	8.51211	0	7.82223	3.34476	8.21134	14.1104	31.7956	25.3691	42.2174
VIT_00s0125g00250	3.94243	4.33656	3.88543	5.44743	5.07919	5.27718	13.9671	10.6719	12.8623	4.20646	4.20407	4.53668	6.73487	6.41742	6.87199	12.7366	14.9783	14.1096	3.01707	2.68724	2.91878	5.22765	5.99975	6.18796	11.9334	11.4902	11.2698	4.65205	4.11422	4.87376	6.03417	4.94236	6.43305	7.4651	6.47198	7.18142	3.89227	4.17499	5.15612	4.69002	3.72382	5.4585	8.82127	8.17657	10.2789	3.33669	3.12159	2.98613	4.33079	5.41734	5.43495	8.13917	8.37937	8.18978
VIT_00s0125g00260	4.49477	5.40833	6.51299	10.945	10.4254	10.6126	12.2326	12.7986	12.1562	11.9308	10.6053	10.8031	9.73444	10.0927	10.7637	11.8374	11.8726	13.0331	7.83717	9.05481	8.16377	10.1286	9.92322	9.69825	13.0725	13.0332	13.2577	5.03046	4.41791	5.46903	8.23131	8.35321	9.86066	9.25676	9.53204	10.0401	9.79671	10.3428	9.72377	8.16793	6.07247	8.77426	10.5257	9.83701	10.4841	8.49851	4.36762	8.85882	8.64241	7.79708	8.31142	10.52	9.58083	11.3283
VIT_00s0125g00270	14.6551	15.784	12.5514	16.8599	14.8732	17.7522	43.0718	28.117	48.2777	16.3397	16.8589	16.7284	14.626	14.3745	13.7985	44.1395	46.7957	51.6515	14.8386	16.0499	16.855	14.2428	14.8625	15.0429	39.5511	36.139	37.4578	13.4855	15.5251	13.3808	12.8592	12.9688	11.8271	21.1996	18.8518	21.7088	15.6919	15.255	15.5384	15.612	12.7324	13.0332	29.1805	23.6117	27.6831	13.8674	12.6888	17.1768	17.1792	14.4073	14.1874	21.137	21.1469	21.0433
VIT_00s0125g00280	865.597	771.847	943.259	71.1191	65.9695	87.6364	6.49817	3.96577	0.607215	263.274	262.068	248.664	156.588	81.9189	65.8369	2.04068	1.12002	1.28751	390.213	389.559	404.856	184.316	119.414	128.586	3.70874	3.06882	3.39067	889.828	774.77	742.994	84.0225	78.7974	40.0599	1.91934	1.18397	0.479683	238.51	230.751	209.542	69.283	66.8878	65.1198	0.956002	0.893951	1.6026	414.568	424.167	370.607	102.545	95.3092	90.7566	2.36001	1.62095	2.33435
VIT_00s0125g00290	5.0732	3.01586	3.30917	1.14255	0.65462	0.391656	0.582007	0	0.315855	4.72061	6.86643	3.92406	1.49632	0.731425	1.53883	0.39832	0.733726	0.312045	0.303686	0.977536	1.17998	2.00685	1.29686	1.57841	0.474076	0.565086	0.177684	4.56681	5.50667	4.65112	0.577549	0.494581	1.04938	0.693655	0.847725	0.874295	1.75507	1.67401	1.85143	0.955176	0.754761	0.756096	1.60682	0.651785	1.41013	0.928262	0.788188	0.768961	1.07225	1.28763	1.25799	1.40995	1.16095	1.79825
VIT_00s0125g00300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00310	3.5056	1.32502	1.23748	2.09465	1.17283	1.07822	2.89653	3.00897	2.42295	1.82137	2.62095	2.58037	0.821701	1.17637	1.85873	3.84424	2.59539	2.42506	1.58903	1.66095	1.5738	2.20258	1.81615	2.60092	2.75015	2.34456	3.31875	2.03013	4.84281	1.88755	2.57802	1.8016	1.86157	3.5174	3.40496	2.52917	2.1653	2.9192	2.70866	2.0652	2.82757	1.73511	3.06074	3.28471	3.72845	1.25035	3.23428	2.04135	1.3204	1.68128	1.11246	3.40403	4.08009	2.67778
VIT_00s0125g00320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00350	0	0.10039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0125g00410	0	0	0	0	0	0	0.148997	0.0386874	0.40399	0	0	0	0.0127251	0	0.0157126	0.234052	0.371907	0.342516	0	0	0	0	0	0	0.0606797	0.146427	0.185608	0	0	0	0.0218026	0	0	0.0121555	0.0448494	0.134692	0.0125215	0	0.0113761	0	0	0.0165926	0.1499	0.0608269	0.406497	0	0.00793242	0.0259879	0	0	0.0156648	0.125605	0.216032	0.053277
VIT_00s0125g00420	13.9034	10.956	9.97334	12.041	12.3322	13.2025	8.90768	11.4072	8.54544	11.934	12.9828	11.9384	11.7652	13.6631	10.8554	10.1055	10.0768	10.443	8.4806	8.07569	8.05873	12.9	10.9527	12.1026	14.1066	14.1921	12.9523	11.3534	10.5267	10.7199	7.69718	7.88403	7.66712	7.25497	6.02346	6.41656	9.99253	10.2245	10.0699	8.64635	7.59939	7.28689	5.93857	7.44717	5.55397	7.88724	8.27551	7.89253	8.53279	8.51201	9.16295	8.10556	7.56461	7.8611
VIT_00s0125g00430	0.296785	1.22721	1.38521	7.62261	4.58459	4.39134	3.26255	4.47737	3.04171	3.67387	1.78234	2.64909	3.01058	5.07069	1.67976	3.3414	3.77349	4.52668	8.28645	9.5836	6.61018	3.34633	3.85187	4.48982	2.43281	3.55638	5.52659	3.8675	3.07442	4.63066	2.67698	6.24696	6.98363	3.28243	9.80233	4.52434	6.98922	5.47119	5.89197	5.07687	2.22196	5.96608	2.47936	4.0217	1.54329	4.41327	2.12234	7.1905	5.0361	5.18145	3.71435	1.4531	3.77669	5.09192
VIT_00s0125g00440	0.00323149	0.0583255	0.131709	0.265179	0.360279	0.588019	0.465171	0.486928	0.690074	0.529222	0.415101	0.342855	0.317	0.309877	0.353336	0.0628097	0.232184	0	0	0	0	0	0.0335354	0.0903718	0.162105	0.170378	0.161218	0.0424298	0.000781611	0.0243289	0.227839	0.307139	0.319201	0.495603	0.218293	0.267549	0.49202	0.695788	0.504494	0.38157	0.094762	0.101183	0.16684	0.187887	0.303808	0	0	0	0	0	0	0	0	0
VIT_00s0131g00010	0.420304	0.0676346	0.130669	0.0702299	0.61459	0.253957	0.0643495	0	0	1.32352	2.22506	1.02506	0.182067	0.189306	0.148412	0	0	0	1.25317	1.38477	0.703775	0.899567	0.630332	0.771886	0.0328721	0.0907732	0.435404	1.22425	1.36921	1.59678	0.229464	0.114959	0.0181907	0.12054	0.00210732	0.336091	1.41813	1.85123	2.14241	0.0700907	0.181746	0.245546	0.151484	0.0703968	0.0704275	1.3319	1.75953	0.659939	0.659088	0.561338	0.316643	0.310157	0.202123	0.106147
VIT_00s0131g00020	2.72792	1.43751	1.35742	0.0127659	0.10748	0.0997416	0	0	0	0.161843	0.418754	0.212632	0.207747	0	0	0	0	0	0.103037	0.280338	0.121232	0.232228	0.104571	0.144053	0	0	0	0.742692	1.16287	0.748977	0.0318453	0.033985	0	0	0.0858785	0	0.0695765	0.171954	0.148333	0	0	0.194113	0	0	0	0.413419	0.297808	0.288017	0.214718	0.0589509	0.0913235	0	0.059323	0
VIT_00s0131g00030	0.559893	0.502094	0.78439	0	0	0	0	0	0	0	0	0.262225	0	0	0	0	0	0	0.367296	0.513619	0.143567	0	0.188634	0.175879	0	0	0	1.39532	1.83535	0.87584	0	0	0.249958	0	0	0	0.518052	0	0.23622	0	0	0	0	0	0	0.433768	0.346075	0.351138	0.387621	0	0	0	0	0
VIT_00s0131g00050	0.512828	1.04086	0	0.0517783	0	0.348928	0	0.0217891	0.0876558	1.30078	1.14103	1.32121	0.348691	0.234797	0	0.165188	0.116059	0.057948	0.111456	0.116432	0.174199	0.253703	0.0589897	0.962987	0.0855352	0.0598738	0.0950399	0.206414	0.627844	0.303633	0.0774393	0.118589	0.205803	0.0738472	0.333608	0.0736083	0.0793865	0.0777574	0.206848	0.202331	0.121231	0.0271591	0.119595	0.0226725	0.178563	0.0653841	0.053253	0.107002	0.117577	0	0.0992387	0.13194	0.129826	0
VIT_00s0131g00060	0	0	0	0	0	0.221453	0	0	0	0.11472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0608409	0	0.157154	0	0	0.088245	0	0	0	0	0	0	0.214951	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0131g00070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.604047	0.26587	0.569971	0	0	0	0	0	0	0.448198	0	0	0.285161	0.176956	0.203143	0	0.228848	0.143716	0.179894	0.895278	1.5219	0.676639	0.228594	0.144016	0.0527152	0	0	0.59572	0.19716	0.605169	0	0.819363	0.209973	0	0	0
VIT_00s0131g00080	0.100654	0.00754522	0.284292	0.0638134	0	0	0	0	0	0	0.0211947	0	0.156544	0	0	0	0	0	0	0.153533	0.0911605	0	0	0	0	0	0	0.0137975	0.596845	0.00942293	0	0	0	0	0	0	0	0.0343097	0	0	0	0	0	0	0	0	0.107841	0	0	0	0	0	0	0
VIT_00s0131g00120	0.0218271	0.0473105	0.0250333	0.0673347	0	0.239017	0	0	0	0.237751	0.0560925	0.0215993	0.0186555	0.0591888	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0358648	0	0	0	0	0	0	0	0	0.0237633	0.0224474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0131g00130	1.23746	0.514785	0.0600759	0.039512	0.0355165	0.351234	0	0.101262	0.0686354	1.48834	1.18575	0.874563	0.392794	0.271012	0.157058	0	0.044001	0	0.380197	0.284123	0.231115	0.186511	0.13027	0.354081	0	0.0935565	0	0.856746	0.448604	1.11451	0.285515	0.421809	0.142626	0.0144459	0	0.0131214	0.390177	0.603269	0.926809	0.229342	0.0924513	0.191363	0.0682497	0.143275	0.0171956	0.334428	0.356295	0.470284	0.266397	0.0973837	0.299706	0.101418	0.0500279	0.104381
VIT_00s0131g00140	0	0	0	0	0.191915	0	0	0	0	0.216869	0.139772	0.127763	0	0	0	0	0	0	0	0	0	0	0.0871336	0	0	0	0	0.328736	0.00674194	0.0765591	0	0	0	0	0	0	0	0	0	0.121767	0	0	0	0	0	0	0	0	0.555811	0	0	0	0	0
VIT_00s0131g00170	0.790289	0.987557	0.480704	0.197023	0	0.208149	0	0	0	0.0498564	0.0402578	0.14387	0.036989	0	0	0	0	0	0.0591152	0.230245	0.369522	0.188965	0	0	0	0	0	0.631333	1.03349	0.661249	0.0204112	0.0402481	0.0794697	0	0	0	0	0.180361	0.14135	0.0372111	0.0211871	0.0317607	0	0	0	0.0640537	0.172098	0.265008	0	0	0.105498	0	0	0
VIT_00s0131g00180	0	0.0176593	0	0	0	0	0	0	0	0	0.0374862	0	0.0926314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0710734	0.0527497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0131g00200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_00s0131g00210	0.0148722	0.35468	0	0	0	0	0	0	0	0.262964	0.125676	0.0150471	0.0288299	0.0820762	0.0251797	0.0572476	0	0	0	0.039776	0	0.130758	0.0603865	0.110574	0	0	0	0	0.00465669	0.0201152	0	0	0.0777419	0	0	0	0.0467903	0.082211	0.00203653	0	0	0	0	0	0	0.0670941	0	0.0547626	0	0	0	0	0	0
