GeneID	GSM2627691	GSM2627692	GSM2627693	GSM2627709	GSM2627711	GSM2627713	GSM2627739	GSM2627740	GSM2627741	GSM2627742	GSM2627743	GSM2627744	GSM2627754	GSM2627755	GSM2627756	GSM2627781	GSM2627782	GSM2627783	GSM2627784	GSM2627785	GSM2627786	GSM2627793	GSM2627794	GSM2627795	GSM2627820	GSM2627821	GSM2627822	GSM2627823	GSM2627824	GSM2627825	GSM2627835	GSM2627836	GSM2627837	GSM2627850	GSM2627851	GSM2627852	GSM2627853	GSM2627854	GSM2627855	GSM2627862	GSM2627863	GSM2627864	GSM2627883	GSM2627884	GSM2627885	GSM2627886	GSM2627887	GSM2627888	GSM2627895	GSM2627896	GSM2627897	GSM2627919	GSM2627920	GSM2627921
VIT_08s0032g01120	0.0286883	0.0127367	0.096173	0.0332246	0.0746785	0	0.0677634	0.0107924	0.0270696	0	0.0401011	0.0014885	0	0.0199458	0.0160172	0	0	0	0	0	0.136283	0	0	0	0	0	0	0.0206251	0.0691168	0.335365	0.0260633	0.0165745	0.0113717	0.285548	0.0017925	0.0300018	0.00151049	0.00143183	0.00122059	0.00496166	0.00921949	0	0.00458925	0.00498476	0.0104715	0	0	0.155171	0	0	0	0	0	0
VIT_08s0032g01130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_08s0032g01140	6.43175	7.90211	7.20007	17.7972	17.444	18.4314	15.7491	17.2332	15.3641	19.2504	18.0471	16.7032	14.4254	14.1465	14.4269	14.0311	13.2295	13.9201	14.6543	16.8162	14.8897	19.6966	21.1532	18.8499	19.5378	19.5429	19.36	5.90944	7.94323	6.25197	13.2416	13.1058	13.3268	14.3608	14.1268	13.1164	17.6102	18.9071	18.0141	16.8481	11.4818	14.3558	12.083	12.725	11.6038	16.1447	7.10646	16.4287	18.8707	16.6937	17.2514	14.8162	15.1109	14.6795
VIT_08s0032g01150	33.9783	62.8305	21.9264	27.5896	26.2913	43.7357	61.6386	118.101	80.6241	80.0601	44.4274	113.408	66.0707	39.2863	40.4927	87.2196	76.8641	99.3105	78.1008	87.3565	88.5933	83.0956	53.2254	51.0619	104.193	96.309	88.6504	17.546	82.2224	19.8083	34.584	36.7977	29.8494	60.7229	55.3598	58.2696	170.648	50.2824	46.7064	46.4499	65.7516	66.6027	53.4383	38.2187	59.7496	87.9001	84.0559	78.3301	42.674	44.3696	51.0167	45.7062	40.2084	52.7709
VIT_08s0032g01160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_08s0032g01170	23.1111	19.8462	17.6936	15.2951	15.307	13.3341	5.78698	4.52442	4.34105	18.4853	17.3802	15.4239	15.9602	14.9133	14.0719	4.51604	4.75455	4.55405	20.6938	21.0441	19.889	15.6306	15.5745	17.2099	5.41698	5.77954	6.3148	18.7208	19.6636	16.1895	12.6998	12.5626	11.2856	6.93333	7.24355	6.03985	17.0458	17.3522	16.4662	12.3492	10.4681	13.0295	4.96991	5.96003	5.72526	21.5985	26.6128	21.5074	14.417	13.3993	13.278	5.84483	6.61068	7.06918
VIT_08s0032g01180	17.2802	17.9564	17.0652	5.52864	5.00309	4.97343	3.00114	5.01567	2.80367	10.8054	9.91415	11.2382	8.12833	7.08239	4.43111	3.99994	4.5191	3.44391	15.1224	11.246	12.1769	8.32343	8.12654	8.09762	6.68778	6.20567	6.69535	29.8046	27.328	25.1638	8.23248	8.74036	5.96974	6.65516	5.94315	6.13427	10.2892	13.1789	12.9095	7.4415	7.9686	7.53192	6.79546	6.27925	6.23298	12.0195	13.7849	10.9	13.3974	11.1699	11.2658	6.868	6.70209	7.45697
VIT_08s0032g01190	0.352195	0.424392	0.323657	0.898067	1.07022	1.01894	0.203907	0.266992	0.0900118	3.21592	1.62052	0.958581	1.08803	0.643571	0.602248	0.407925	0.374695	0.373578	0.67756	1.12447	0.881883	1.39969	1.5056	1.6211	0.689758	0.709154	0.388975	1.24177	0.666112	0.849849	0.430682	0.455261	0.553298	0.599251	0.368057	0.385284	2.11858	2.70309	0.932876	0.486049	0.820103	0.568399	0.610812	0.485279	0.520925	0.647413	1.01005	0.748666	0.597264	0.421199	0.448038	0.353422	0.381279	0.395101
VIT_08s0032g01210	22.7478	21.4564	19.1198	29.9513	20.0069	23.695	109.946	86.3708	119.22	14.8662	13.6002	16.1399	24.7261	24.3545	27.1485	119.781	119.12	122.069	14.0857	12.1496	12.4858	26.2914	23.8364	25.8093	89.5587	91.3081	95.1875	17.5444	18.5512	17.8141	29.8623	22.9952	27.0878	56.0508	51.3695	61.5327	15.1194	13.7313	14.7041	23.0217	28.322	23.6991	76.42	68.0865	79.6255	12.9793	17.5219	11.8544	17.8737	21.3321	20.9577	55.9216	56.8794	56.794
VIT_08s0032g01220	0.504027	8.7451	1.37602	3.57376	3.95702	4.4831	1.00494	1.85044	0.953232	26.7645	7.30916	41.8533	4.81417	2.53687	3.19856	1.1637	1.33981	1.24443	16.3753	16.076	15.9219	23.9309	8.88454	6.63505	2.47536	2.53205	1.94075	1.48604	4.17932	1.88232	5.1816	4.72862	4.04967	7.82118	6.8815	5.78083	40.3111	11.8532	3.34872	4.72569	6.1966	12.2866	3.56081	3.63981	4.62375	16.0645	13.8105	16.6193	9.49294	9.40669	8.79452	3.52319	3.903	4.57442
VIT_08s0032g01230	6.30575	6.87705	6.59943	14.3144	15.3892	15.1957	13.5668	14.0481	11.7334	8.71156	8.45751	7.19365	12.8808	16.1345	14.6944	12.4267	12.6819	12.5404	7.6339	8.54834	8.12898	11.5334	14.1489	13.104	16.9369	15.5288	15.8218	6.81912	7.38827	6.92723	13.5698	14.2023	13.6521	15.2215	15.6947	15.7818	9.26205	10.0964	10.1189	13.3256	11.0948	13.6146	13.7057	14.6931	13.5804	8.10287	6.00746	8.5681	12.0431	13.5013	12.8585	16.275	16.4018	15.2186
VIT_08s0040g00010	67.0578	77.5235	54.0368	133.4	133.207	166.81	34.8425	43.9601	31.2653	154.163	136.031	167.192	144.917	138.611	140.044	46.9579	31.0479	35.089	241.161	265.853	254.505	167.308	144.574	153.695	63.1558	64.4411	63.4018	57.3178	103.715	55.8928	145.924	148.357	130.938	67.2275	65.6662	59.5032	190.133	114.34	113.52	150.481	172.047	175.187	31.7313	40.2854	28.3588	251.305	232.496	262.952	190.189	154.366	148.81	48.5379	44.8715	51.8609
VIT_08s0040g00020	69.7794	59.6606	54.0842	41.441	31.1693	30.6781	47.89	47.3798	46.9556	40.2039	39.2337	39.2671	35.3391	34.941	32.9896	46.0604	39.807	41.2165	43.4281	39.4844	38.1568	40.5646	40.8332	41.4021	37.8694	37.69	35.0909	63.7311	67.3679	53.2196	30.7062	34.003	34.3807	43.8924	38.7607	39.315	36.6203	36.8116	37.6387	30.17	33.3372	35.4106	31.0952	35.7217	28.5429	45.5131	76.8272	43.9526	32.6431	30.7555	30.6271	29.1793	27.5924	27.3548
VIT_08s0040g00030	908.19	694.331	627.516	707.742	812.104	742.412	800.115	902.927	728.879	594.056	716.98	707.045	683.33	703.938	585.581	723.829	721.176	681.745	1399.59	1344.8	1236.87	890.998	859.936	906.093	837.646	927.84	839.644	1472.26	1654.82	1102.23	1085.86	739.658	997.164	1455.12	1599.3	1040.81	986.315	880.188	1118.36	1015.14	1335.77	1029.18	912.425	1026.86	907.304	1366.52	2265.27	1186.06	1200.53	1259.82	1282.49	1161.57	1028.37	1136.17
VIT_08s0040g00040	695.322	690.482	587.36	626.582	580.188	564.155	747.939	915.101	762.545	772.672	814.291	807.703	758.491	649.608	603.18	740.015	717.201	707.358	1240.38	1125.51	1117.26	763.829	751.65	810.753	718.532	734.238	753.847	1112.08	1048.2	1061.49	951.063	1017.72	973.062	1201.84	1130.79	1064.03	1070.9	955.811	1189.58	915.706	1053.16	974.574	931.506	1024.99	938.704	1170.37	1731.72	1056.96	994.627	996.928	990.349	1095.65	997.017	1063.57
VIT_08s0040g00050	8.53237	10.2224	6.91316	12.0783	12.3778	10.2986	15.9391	12.1127	15.0025	13.118	10.9461	11.5446	10.992	11.535	12.3042	17.2426	19.0231	18.5246	5.96003	7.79494	6.56605	11.1888	12.105	10.7538	16.4739	16.9421	18.6316	7.89193	10.5464	6.99304	12.0529	11.7391	14.9257	19.5873	17.9724	18.5478	10.5178	9.28017	8.61454	12.7973	11.0612	13.2801	20.4544	21.722	21.1628	7.21718	5.57821	8.28232	12.5317	12.6251	11.5955	19.7366	19.0801	19.0103
VIT_08s0040g00060	7.54899	6.1848	7.49751	2.53173	2.44433	2.17259	2.90771	1.5775	2.52252	5.50452	6.10752	5.10056	2.64071	2.01413	2.12401	2.69525	2.05408	2.20091	4.42525	4.81482	4.79672	3.72645	3.06242	4.00249	2.44397	2.68265	2.57258	5.08035	7.76494	4.46855	2.39926	3.50058	2.85045	3.75447	3.49105	3.98639	4.59813	4.89153	5.08367	3.72819	2.62192	3.47047	2.55852	2.78639	1.82013	4.56144	5.28625	4.11089	3.56491	3.03737	2.80802	4.19702	3.77556	3.31398
VIT_08s0040g00070	18.231	18.3363	23.1458	10.6255	10.5392	11.2683	4.10735	3.97971	3.37151	22.9188	22.175	20.8367	13.1798	10.8441	9.38234	4.21624	4.3601	4.02777	21.1907	22.098	22.6803	17.3534	17.0277	14.7948	7.4644	8.1924	6.50029	18.9776	12.8742	17.7422	7.99594	8.27408	6.81308	4.43636	4.34357	4.13044	15.717	19.8129	17.4452	8.74845	5.79308	8.65546	2.6443	3.44081	2.33549	23.2823	10.9048	24.7604	11.1325	10.6988	11.8214	3.51665	3.55149	4.11142
VIT_08s0040g00100	29.1818	26.5427	22.7428	18.6241	16.5999	17.0228	49.1337	41.4614	55.1609	18.7972	17.911	18.5195	20.4022	21.0902	21.1822	41.3981	38.772	43.7236	14.5783	15.1191	13.5559	19.9667	15.6297	17.3509	27.7056	31.4712	29.107	26.1816	27.9596	27.3896	16.9267	17.3714	16.7981	24.4962	25.9325	25.61	17.6272	19.3825	20.7023	17.3271	17.8859	15.1223	23.6832	27.6548	26.8438	15.5571	18.0694	13.5689	16.4458	15.6895	17.8077	23.5783	23.4792	21.7664
VIT_08s0040g00120	11.732	9.60702	9.14636	15.2336	14.7338	13.5231	16.2816	15.6019	15.9925	9.91224	10.0061	10.8938	10.0688	10.3586	9.34443	14.9229	16.1335	14.8536	12.5755	12.0876	13.1277	9.79379	11.0463	10.8587	13.6536	13.9212	13.1941	7.81084	14.1526	6.86251	16.8259	14.2694	15.3035	11.7655	9.87496	9.87581	9.01853	8.13139	8.13508	13.1623	17.6745	12.3582	8.25999	8.81392	10.5718	13.7111	17.5356	11.8577	10.8254	11.9688	12.2165	8.95791	7.60697	9.18009
VIT_08s0040g00130	0.788104	0.174289	2.01805	0	0	0.539752	15.2433	12.7721	24.6828	0	0	0.18034	0	0	0	27.0312	17.5637	24.4694	0	0	0	0	0.132636	0	7.76968	9.27198	15.0647	0	0.273369	0.584525	0.156487	0	0	9.50692	6.22716	13.1176	0	0.33572	0	0	0	0	14.7689	4.58273	12.4232	0	0.134118	0	0	0	0	8.32594	6.88659	4.8944
VIT_08s0040g00140	22.0344	21.2066	21.6798	26.0957	22.2028	18.8135	88.8637	109.798	108.779	21.6692	21.5876	20.9959	25.4092	27.8765	27.3146	97.0476	100.698	104.656	23.4225	24.4185	24.0691	24.3948	22.1965	25.365	86.1913	84.2329	80.1617	33.6522	23.6503	27.8435	43.5624	30.8074	50.6409	138.98	140	158.599	21.878	21.5321	23.5761	42.1705	42.4816	34.9729	178.486	164.006	184.624	26.1477	24.5621	25.0743	28.1439	38.6617	37.8792	155.895	158.911	162.094
VIT_08s0040g00150	0	0.0702296	0.0727343	0.882759	0.314664	0.663429	11.8478	9.17953	11.8935	1.85324	0.303103	0.280808	0.749379	1.01458	1.50363	10.4591	9.17376	8.97071	0.191015	0.170659	0.300497	0.394171	1.02458	1.49183	6.9742	7.47691	8.3961	0	0.190713	0	1.06992	0.452286	2.22512	4.87769	5.76173	5.95844	0.608615	2.07697	0.0610935	0.836532	1.40761	0.620271	4.75615	5.28827	3.50198	0.171969	0.0887231	0.328966	0.704976	1.08892	0.920574	3.90318	4.05119	3.78072
VIT_08s0040g00160	7.64373	6.97084	7.23609	3.89947	3.25048	3.94671	0.630426	0.417414	0.589833	7.81724	8.23475	8.06475	4.30968	3.39755	2.86413	0.858076	1.22179	1.22425	4.15715	3.37161	4.21724	6.08373	4.6446	5.51164	0.835425	0.632723	1.20734	4.72449	5.02441	6.1139	2.8188	2.99177	1.55198	0.606278	0.597904	0.513023	3.56895	3.39866	2.57388	2.47197	1.71607	1.91444	1.05879	1.01983	0.972329	4.53433	5.09424	5.36088	2.95651	2.55767	2.1619	0.767986	0.582244	0.811689
VIT_08s0040g00170	19.2147	14.5376	11.45	2.58548	4.23129	5.10913	4.8757	6.47101	9.31368	7.11649	7.28402	10.3561	3.13229	6.29889	2.90596	6.15773	7.24778	8.52384	5.45877	4.82982	5.23733	5.11661	5.85043	6.22426	6.691	8.66061	7.04573	16.5758	21.7917	16.0782	3.36769	4.12379	2.66801	8.58996	5.71665	7.42341	5.25563	7.10494	7.21697	3.54405	5.41843	3.15102	10.2547	7.28911	8.22088	7.66418	14.9371	7.68081	3.66249	5.1861	5.61587	7.84476	5.58399	6.69119
VIT_08s0040g00200	5.70345	6.29127	7.32585	4.83195	4.44316	5.56037	7.67894	6.10391	8.54059	5.7466	5.51686	6.22673	5.19585	4.33923	3.69821	8.62016	7.68171	8.22577	6.29735	6.02269	5.7833	5.58053	6.13802	5.5298	7.53466	7.4134	7.40837	5.94841	7.01402	7.57143	4.18625	4.5564	4.34416	7.64164	7.50951	8.63454	8.27337	7.41822	8.41969	4.45617	2.80097	3.48328	9.45977	8.89255	9.72943	6.58429	2.52826	6.07695	5.86785	5.30427	5.4166	8.99932	9.79969	8.69949
VIT_08s0040g00210	6.15126	5.86845	5.81691	4.95347	4.12464	3.46259	5.58107	5.42047	5.29982	5.18166	4.44731	4.7194	4.94287	3.73687	4.38443	3.70276	3.97002	4.62437	4.43574	3.98651	4.76712	4.30174	4.23054	4.55961	4.75021	4.16109	4.16214	6.15949	5.22783	4.50312	4.84915	3.98096	4.14728	4.15269	4.12621	4.04693	4.96725	5.75084	5.88929	3.90106	3.4828	4.02321	4.44163	4.21725	4.8801	3.59298	4.12615	4.68105	3.92603	3.89105	4.72293	4.71835	5.06435	4.42884
VIT_08s0040g00220	6.65732	5.94141	6.78777	15.5671	12.8255	14.6569	25.1176	18.2448	26.0478	15.1789	16.0324	12.8149	11.5868	12.1872	12.0566	22.475	25.1609	24.3169	12.9198	14.1679	14.9742	16.3574	12.841	13.6114	12.6223	12.6903	14.67	9.42425	8.18601	6.95245	14.6402	11.595	11.9578	11.5804	11.7638	11.8184	15.8622	16.5711	18.4927	12.1012	8.13728	11.862	9.95881	12.9985	11.6234	13.6607	14.2218	15.3486	17.2063	13.1746	14.4078	9.95867	10.5373	9.85685
VIT_08s0040g00230	3.45739	3.45638	3.56298	14.1415	11.6356	13.557	23.6862	15.732	24.029	11.7044	12.4081	11.4549	9.27288	11.0061	11.0365	21.2673	24.157	24.3594	7.25666	8.39981	8.91347	14.044	14.5332	11.9605	11.6249	11.1905	13.9786	4.33131	5.31449	4.62009	9.12118	11.0232	8.66192	9.35613	8.63504	9.05542	11.7068	11.3074	12.3638	9.74548	6.82737	10.0593	9.50918	9.60722	8.9855	8.36077	6.40271	9.91293	14.1068	11.1072	12.7864	9.30273	9.99417	8.53982
VIT_08s0040g00240	11.8995	11.3908	9.49175	9.33148	9.28005	7.51187	7.64573	7.82043	7.64769	10.6223	10.1373	10.2702	9.63991	7.30702	8.39692	9.03208	8.95254	8.888	5.96949	5.65041	5.02165	9.32512	10.7659	9.47169	9.05664	9.55218	8.66061	13.8954	17.4427	11.4762	9.99406	11.7445	11.153	7.55533	7.3596	6.4997	8.59102	10.4979	11.8039	7.2381	6.9745	9.68296	9.03766	8.5592	9.68356	5.59055	6.86255	5.84527	10.5255	10.2299	8.90204	6.28788	7.00968	7.23063
VIT_08s0040g00250	1.64057	1.85634	2.1658	1.31791	1.28335	1.16628	1.46515	0.818603	1.01397	3.01889	2.37027	2.50107	1.23244	0.972534	1.6845	1.0469	0.836715	0.830721	0.851197	1.65057	1.3427	1.80306	1.90777	1.31812	0.908417	1.41903	1.11683	2.38661	1.94494	2.58436	0.913755	1.59312	1.36302	0.901782	0.808633	0.984441	2.02699	3.02056	2.28738	1.30549	0.880657	1.01728	1.38092	1.48082	1.37858	0.971924	0.825473	1.87634	1.93545	1.3557	1.24392	1.00961	1.40171	1.37111
VIT_08s0040g00260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VIT_08s0040g00270	28.1692	31.4877	33.6367	32.5774	42.4173	47.6265	53.3601	37.1971	56.9414	51.3747	52.9688	48.4847	34.5652	33.8519	33.0994	58.3383	65.605	66.8659	42.5789	38.6271	42.358	38.1042	36.2859	37.6189	55.8941	51.4576	54.9214	27.7756	31.7951	30.2607	29.7042	34.6051	29.1008	36.2793	35.4833	43.8976	48.2636	50.2665	48.892	32.9063	27.1358	29.1137	56.449	46.9303	60.9221	39.1327	24.8926	39.9377	42.2939	38.3529	38.7358	39.8195	46.295	39.8303
VIT_08s0040g00280	5.97527	7.06742	8.11007	13.7331	9.65647	10.9477	9.96408	7.71253	10.6161	10.5976	11.6927	10.7889	10.9764	11.2147	11.8226	9.92844	10.4213	10.3846	9.06078	10.0022	8.70728	10.8474	10.4687	10.398	8.72682	8.41529	9.08352	6.037	6.30298	6.6865	13.3353	10.5553	13.2187	9.52734	9.7371	8.25919	11.6663	12.2862	11.2383	12.2744	7.16577	11.3548	12.0827	9.85569	10.4053	10.5848	4.47286	10.8551	12.761	10.4254	9.5768	8.74138	9.10635	8.37549
VIT_08s0040g00290	12.5791	9.99606	10.2023	11.5939	9.5546	10.8577	9.51354	8.43749	9.79262	8.46853	8.37381	9.0659	8.75441	10.1946	9.47203	9.07807	8.20266	9.15812	10.5969	8.73865	8.81021	8.9698	8.7671	9.45971	8.58991	7.93144	9.41717	10.6598	15.5871	9.2217	11.6215	11.203	10.8907	8.27975	9.19408	8.47711	11.3914	11.0309	11.5435	11.5274	11.7289	10.4995	9.29392	9.59581	8.09	7.45819	12.6389	9.34453	10.3572	10.2613	9.39615	8.06118	7.23216	7.64636
VIT_08s0040g00300	77.0045	60.2354	64.3511	35.0823	29.1883	29.5499	8.02166	13.1058	6.19984	48.7519	54.7215	47.6697	35.7019	26.1429	27.6886	8.79597	8.42084	8.61494	64.9975	57.3929	61.0761	48.4513	41.3999	51.0503	13.6977	12.8138	11.3639	63.9864	67.5438	55.6369	35.2728	33.2263	26.3539	15.2921	11.9786	12.1535	37.9934	33.449	34.1892	28.1623	33.4871	24.8172	11.7936	12.8854	9.76326	59.3965	127.238	63.5899	35.1176	34.6237	35.8017	12.1235	12.233	11.7809
VIT_08s0040g00310	10.8178	9.66583	10.4123	3.31884	2.65383	4.32463	8.50198	13.0903	8.04115	11.4259	8.71924	9.3298	4.01165	3.54753	3.09416	7.19175	7.0711	6.67814	11.2992	11.4224	10.5714	7.52365	6.61215	6.35584	10.4464	8.90223	8.11111	15.3624	12.8412	16.212	4.4708	5.41592	4.85681	10.0108	9.7668	10.4103	13.4133	14.614	12.8397	5.44142	6.76913	5.57885	12.5665	10.7711	13.4523	10.0677	12.4396	10.1072	9.40937	8.76727	8.00885	12.0197	10.6204	11.581
VIT_08s0040g00320	36.7738	33.6917	34.0624	74.165	75.8938	82.4606	204.224	209.827	214.917	53.927	54.8516	54.4018	65.0661	76.4945	72.0446	187.96	174.589	199.183	66.6971	69.9168	61.363	73.5158	74.3683	77.0686	133.421	134.83	135.74	41.4582	50.5599	46.198	74.1235	71.7184	67.5231	106.053	95.6803	114.515	69.7732	72.533	74.6119	73.4201	66.2653	70.2885	95.7423	88.7226	96.3881	68.317	53.9305	63.547	71.9586	68.2976	73.4995	85.0074	97.3666	82.4083
VIT_08s0040g00360	3.27587	3.2206	3.22004	4.4585	3.7766	3.48081	13.6569	13.0323	13.7275	7.13053	6.25162	5.69125	3.75372	3.4034	3.4918	11.8153	10.8918	12.1154	2.42516	2.63288	2.75031	5.45071	4.42084	5.37338	10.7259	10.4033	10.8397	2.67563	2.50718	3.00445	3.22358	3.6909	3.65723	6.1149	5.16189	5.26785	5.55396	6.18351	5.30298	2.96124	2.63624	2.75799	5.19653	4.64079	4.60619	2.64095	1.63055	2.83802	4.65462	3.88797	4.17316	5.07229	4.63735	4.96772
VIT_08s0040g00370	0.208822	0	0.050393	0.0556678	0.0738007	0	0.768626	0.629661	0.984148	0.282484	0.107341	0.148804	0.143367	0.151807	0.0590715	0.30825	0.437655	0.799147	0	0.0709341	0.0800831	0.115869	0.108308	0.127532	0.368366	0.191075	0.484134	0.0503486	0.0628304	0	0.0409248	0.0438126	0.0452259	0.137794	0.113935	0.0725472	0.0944947	0.355555	0.0863123	0.091111	0	0.252135	0.338248	0.170268	0.282144	0.158387	0	0.196077	0.0717847	0.11659	0.0597099	0.316487	0.429456	0.321474
VIT_08s0040g00380	19.8775	18.1909	15.9817	40.1605	41.5026	36.4574	11.1817	9.74551	9.80292	17.8144	15.9763	18.5568	42.9725	48.482	53.8371	11.9349	10.5204	12.239	30.8647	37.2246	32.8611	28.4472	33.3461	38.0063	14.7485	13.6953	11.6685	12.786	19.5189	13.0059	41.7935	35.6234	45.2209	7.37474	8.42492	4.92706	16.5245	12.7062	13.2834	29.9872	30.71	34.6684	4.64709	3.64207	4.60628	31.2623	31.2837	35.196	36.1378	31.7009	22.4199	5.43026	4.39775	5.82078
VIT_08s0040g00390	357.221	286.465	315.365	172.136	144.467	142.517	10.9279	13.2833	6.06435	196.673	191.647	194.057	138.617	143.123	117.3	15.3667	15.0534	16.3509	160.944	145.587	148.662	166.508	151.108	165.372	22.8678	17.0891	20.0094	238.695	328.26	214.837	161.236	139.228	114.269	9.61474	7.2448	5.47794	115.054	113.226	112.148	108.887	109.543	95.7878	7.28999	7.41915	5.37858	158.396	188.551	144.679	101.763	109.961	102.645	9.09188	5.75764	7.40589
VIT_08s0040g00400	11.1921	14.8679	9.13287	20.2463	16.8655	16.1144	40.4923	37.9455	48.1716	13.7349	11.7158	15.8297	15.5514	16.6388	15.2674	36.7595	33.4121	36.6348	13.4291	12.8014	14.4372	16.7693	14.4127	16.2986	34.4766	34.1003	31.811	15.6866	16.8172	14.0874	12.544	15.9003	17.819	25.2777	25.6008	25.2891	15.7053	14.1013	15.2503	14.6194	16.5522	13.9346	15.6474	18.689	16.7766	12.9138	17.9395	13.2215	13.837	12.7545	15.2268	18.5285	18.0953	19.7525
VIT_08s0040g00410	199.301	187.141	171.556	161.958	136.473	133.903	179.577	163.322	177.411	151.672	148.579	140.529	132.94	146.334	140.815	163.897	155.997	166.396	154.695	141.848	136.756	131.243	132.715	153.352	140.963	136.125	137.124	161.573	169.679	144.177	118.537	134.884	130.036	117.096	119.574	120.587	126.705	128.496	132.537	114.662	119.994	124.577	103.533	111.433	113.114	145.301	204.966	140.117	117.645	111.549	114.18	125.448	120.891	118.559
VIT_08s0040g00420	8.79118	10.2315	9.84259	12.8212	14.1846	14.5804	18.4703	15.7952	17.4766	15.6231	15.8401	14.9575	14.2988	13.8687	13.6231	16.7544	15.0323	16.0265	18.5318	16.9132	17.6758	14.8713	14.2002	16.0104	15.0326	16.1212	16.5009	9.13831	11.2513	9.76143	12.2977	12.702	13.4645	17.9264	15.9374	18.811	13.728	12.0921	15.4013	13.4253	11.4543	12.5455	17.4716	17.805	19.7843	18.2719	12.3028	17.0862	13.9472	14.5025	14.9842	18.5	19.034	16.9066
VIT_08s0040g00430	41.5797	39.4916	32.3115	68.88	67.996	64.3376	69.7965	56.2383	71.209	28.6678	34.2499	29.7976	61.9915	79.2718	74.2529	79.2214	82.6609	85.0917	45.3696	48.1571	45.8775	62.7072	70.3001	79.1279	88.0312	87.4413	87.8373	53.0629	48.7303	46.852	82.5825	74.9495	85.6708	75.4818	82.3316	80.477	38.1945	40.8578	41.532	83.5433	84.946	75.9296	80.2733	72.3827	81.4053	47.5737	57.1535	48.4865	77.1948	84.6777	86.4173	85.0887	82.4674	81.1973
VIT_08s0040g00440	37.1925	26.7987	26.4715	2.51045	2.64101	0.897136	3.61157	9.49764	2.82934	16.0426	12.4456	11.8086	3.0918	4.05421	5.84402	6.21525	4.17059	3.1932	4.54065	4.06991	4.25732	1.63398	2.48195	2.2974	7.19803	7.44372	6.92352	17.0465	29.7951	9.21238	2.34666	1.24019	8.81125	15.5237	17.1818	10.936	10.8105	16.315	2.75044	3.81654	6.59018	2.81766	8.72032	13.9418	11.0883	4.5933	6.72376	3.69942	5.1543	6.41172	3.65254	10.6567	9.04169	11.3102
VIT_08s0040g00460	116.001	88.9403	83.852	33.0446	31.0146	30.2684	16.8725	12.9956	18.6385	69.4633	70.6256	72.3558	31.4242	31.7546	23.8332	16.6518	15.5228	17.2668	55.1852	60.215	57.5136	38.699	35.2496	37.6122	12.9295	13.6403	13.5	70.5077	87.0827	58.0324	27.2723	27.4607	27.6306	8.80994	7.65272	7.05769	43.1803	43.6404	44.8318	23.5551	24.7688	28.7289	7.73013	7.11816	6.92005	55.7513	98.6638	60.0692	33.7106	26.3445	25.0728	6.86246	6.24156	7.16187
VIT_08s0040g00470	756.652	761.377	554.776	1185.75	1118.11	983.796	863.102	980.439	810.847	537.638	378.204	581.287	1119.51	1230.22	1274.48	962.069	1120.98	964.794	610.57	673.16	627.07	900.205	991.917	851.65	1146.71	1125.05	1055.16	603.609	900.941	632.63	1199.15	1194.54	1221.87	1189.86	1177.2	1253.57	656.264	399.58	407.337	900.166	1085.76	1224.14	1128.8	1042.83	1151.66	639.66	962.951	705.57	956.584	945.974	846.942	1028.27	1007	1006.45
VIT_08s0040g00480	6.99901	4.88468	4.7304	2.51515	2.90797	2.85512	0.49419	1.31109	0.100824	6.26925	4.63015	5.42173	5.02114	5.8096	2.59241	0.132663	0.243978	0.137378	16.037	14.9851	12.8146	4.64358	5.14778	5.70884	0.679558	0.569498	0.118256	18.4335	10.8512	18.45	17.4415	18.5607	17.5822	3.53551	2.16671	2.88373	18.2466	18.6364	20.0558	16.0059	17.9043	16.5368	1.15226	1.52682	0.597318	16.8528	20.1565	10.9942	13.7836	16.7116	17.8199	1.70008	1.05812	1.59142
VIT_08s0040g00490	7.30842	4.68986	6.70275	0.593264	0.311707	1.97699	14.7085	16.8912	22.0883	6.88208	0.815545	0.381762	0.283728	0.154331	0.236166	18.5374	14.4247	22.4508	0.755598	0.587096	0.811896	0.985917	0.822718	0.666499	9.00184	8.75979	7.42122	2.90104	3.662	4.63237	0.0398329	0.263242	0.494644	9.42745	6.46139	14.6552	2.3788	8.4347	0.738417	0.233752	0.467866	0.0649937	14.3113	4.03287	17.2442	0.503128	0.957831	0.285161	0.459725	1.04363	0.127371	5.57473	4.14023	4.49033
