Module	Aspect	TermID	TermName	Background_N	Module_n	Term_background_K	Overlap_k	Expected_overlap	Fold_enrichment	Tested	Reason_if_not_tested	p_value	Hit_genes	FDR_within_module	FDR_global_module_terms
M1	biological_process	GO:0000226	microtubule cytoskeleton organization	519	418	4	4	3.22157996146435	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_05s0020g04880;VIT_07s0031g00530;VIT_18s0001g13970;VIT_19s0090g01230	NA	NA
M1	cellular_component	GO:0000228	nuclear chromosome	519	418	2	1	1.61078998073218	0.620813397129187	FALSE	term_background_size_outside_5_to_500	NA	VIT_14s0060g00570	NA	NA
M1	molecular_function	GO:0000257	nitrilase activity	519	418	1	0	0.805394990366089	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	biological_process	GO:0000271	polysaccharide biosynthetic process	519	418	15	12	12.0809248554913	0.993301435406699	TRUE		0.669347572703523	VIT_00s0414g00030;VIT_03s0038g04570;VIT_04s0008g05220;VIT_05s0049g00010;VIT_05s0062g01320;VIT_08s0058g00490;VIT_09s0018g02110;VIT_13s0019g02330;VIT_13s0019g03350;VIT_13s0064g00890;VIT_18s0001g11860;VIT_18s0122g00330	0.990900379719902	1
M1	biological_process	GO:0000272	polysaccharide catabolic process	519	418	5	3	4.02697495183044	0.744976076555024	TRUE		0.947010666770796	VIT_01s0011g03450;VIT_04s0023g02130;VIT_08s0032g00470	0.999991099300453	1
M1	biological_process	GO:0000278	mitotic cell cycle	519	418	8	7	6.44315992292871	1.08642344497608	TRUE		0.518215074420047	VIT_00s0414g00030;VIT_01s0011g04060;VIT_01s0026g01910;VIT_04s0008g05220;VIT_05s0049g00010;VIT_13s0064g00890;VIT_19s0090g01230	0.955348462331232	1
M1	biological_process	GO:0000281	mitotic cytokinesis	519	418	7	7	5.63776493256262	1.24162679425837	TRUE		0.217658833554605	VIT_00s0414g00030;VIT_01s0011g04060;VIT_01s0026g01910;VIT_04s0008g05220;VIT_05s0049g00010;VIT_13s0064g00890;VIT_19s0090g01230	0.83585842226455	1
M1	molecular_function	GO:0000287	magnesium ion binding	519	418	4	3	3.22157996146435	0.93122009569378	FALSE	term_background_size_outside_5_to_500	NA	VIT_00s0370g00070;VIT_08s0007g06820;VIT_12s0059g00230	NA	NA
M1	molecular_function	GO:0000293	ferric-chelate reductase activity	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_15s0046g01920	NA	NA
M1	molecular_function	GO:0000295	adenine nucleotide transmembrane transporter activity	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0002g05710	NA	NA
M1	biological_process	GO:0000302	response to reactive oxygen species	519	418	25	21	20.1348747591522	1.04296650717703	TRUE		0.444115510997312	VIT_02s0025g01280;VIT_02s0033g00380;VIT_02s0033g00390;VIT_02s0033g00410;VIT_02s0033g00450;VIT_04s0008g01720;VIT_05s0094g00930;VIT_06s0004g00490;VIT_07s0031g00920;VIT_08s0040g03150;VIT_08s0058g00410;VIT_08s0058g00430;VIT_11s0016g01020;VIT_13s0019g02330;VIT_14s0083g00110;VIT_14s0108g01070;VIT_15s0046g01560;VIT_15s0107g00270;VIT_18s0001g06370;VIT_19s0085g00050;VIT_19s0090g01000	0.921750783576463	1
M1	biological_process	GO:0000303	response to superoxide	519	418	4	4	3.22157996146435	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0033g00380;VIT_02s0033g00390;VIT_02s0033g00410;VIT_02s0033g00450	NA	NA
M1	biological_process	GO:0000305	response to oxygen radical	519	418	4	4	3.22157996146435	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0033g00380;VIT_02s0033g00390;VIT_02s0033g00410;VIT_02s0033g00450	NA	NA
M1	cellular_component	GO:0000311	plastid large ribosomal subunit	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_06s0061g00770	NA	NA
M1	cellular_component	GO:0000312	plastid small ribosomal subunit	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0002g04330	NA	NA
M1	cellular_component	GO:0000313	organellar ribosome	519	418	2	2	1.61078998073218	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_06s0061g00770;VIT_09s0002g04330	NA	NA
M1	cellular_component	GO:0000314	organellar small ribosomal subunit	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0002g04330	NA	NA
M1	cellular_component	GO:0000315	organellar large ribosomal subunit	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_06s0061g00770	NA	NA
M1	cellular_component	GO:0000322	storage vacuole	519	418	2	0	1.61078998073218	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	cellular_component	GO:0000323	lytic vacuole	519	418	5	4	4.02697495183044	0.993301435406699	TRUE		0.748729050750708	VIT_04s0023g03650;VIT_08s0032g00470;VIT_10s0003g01360;VIT_17s0000g09770	0.990900379719902	1
M1	cellular_component	GO:0000325	plant-type vacuole	519	418	18	13	14.4971098265896	0.896730462519936	TRUE		0.88379209905675	VIT_04s0008g00960;VIT_04s0079g00690;VIT_05s0077g02260;VIT_07s0005g00260;VIT_07s0104g00830;VIT_08s0007g02240;VIT_08s0058g00740;VIT_11s0052g01700;VIT_14s0066g00850;VIT_17s0000g09770;VIT_18s0001g13360;VIT_19s0014g02970;VIT_19s0014g04790	0.999991099300453	1
M1	cellular_component	GO:0000326	protein storage vacuole	519	418	2	0	1.61078998073218	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	biological_process	GO:0000375	RNA splicing, via transesterification reactions	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_12s0142g00110	NA	NA
M1	biological_process	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_12s0142g00110	NA	NA
M1	biological_process	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g05840	NA	NA
M1	biological_process	GO:0000398	mRNA splicing, via spliceosome	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_12s0142g00110	NA	NA
M1	biological_process	GO:0000413	protein peptidyl-prolyl isomerization	519	418	2	2	1.61078998073218	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0011g00930;VIT_17s0000g02530	NA	NA
M1	cellular_component	GO:0000427	plastid-encoded plastid RNA polymerase complex	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_14s0060g00820	NA	NA
M1	cellular_component	GO:0000428	DNA-directed RNA polymerase complex	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_14s0060g00820	NA	NA
M1	biological_process	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_00s0214g00020	NA	NA
M1	biological_process	GO:0000723	telomere maintenance	519	418	1	0	0.805394990366089	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	biological_process	GO:0000724	double-strand break repair via homologous recombination	519	418	1	0	0.805394990366089	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	biological_process	GO:0000725	recombinational repair	519	418	1	0	0.805394990366089	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	cellular_component	GO:0000781	chromosome, telomeric region	519	418	1	0	0.805394990366089	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	cellular_component	GO:0000785	chromatin	519	418	3	2	2.41618497109827	0.827751196172249	FALSE	term_background_size_outside_5_to_500	NA	VIT_07s0031g02560;VIT_14s0060g00570	NA	NA
M1	cellular_component	GO:0000791	euchromatin	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_14s0060g00570	NA	NA
M1	biological_process	GO:0000902	cell morphogenesis	519	418	18	15	14.4971098265896	1.03468899521531	TRUE		0.523091113325428	VIT_01s0011g05200;VIT_01s0127g00560;VIT_01s0150g00460;VIT_02s0087g00170;VIT_02s0154g00080;VIT_03s0063g01340;VIT_04s0008g05120;VIT_05s0020g04880;VIT_08s0007g05000;VIT_13s0067g03780;VIT_15s0046g00170;VIT_18s0001g13360;VIT_18s0001g13970;VIT_18s0001g14360;VIT_19s0090g01490	0.95578629692872	1
M1	biological_process	GO:0000910	cytokinesis	519	418	7	7	5.63776493256262	1.24162679425837	TRUE		0.217658833554605	VIT_00s0414g00030;VIT_01s0011g04060;VIT_01s0026g01910;VIT_04s0008g05220;VIT_05s0049g00010;VIT_13s0064g00890;VIT_19s0090g01230	0.83585842226455	1
M1	biological_process	GO:0000911	cytokinesis by cell plate formation	519	418	2	2	1.61078998073218	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0026g01910;VIT_19s0090g01230	NA	NA
M1	cellular_component	GO:0000922	spindle pole	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_19s0090g01230	NA	NA
M1	biological_process	GO:0000956	nuclear-transcribed mRNA catabolic process	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0002g00970	NA	NA
M1	molecular_function	GO:0000976	transcription cis-regulatory region binding	519	418	7	7	5.63776493256262	1.24162679425837	TRUE		0.217658833554605	VIT_01s0010g03930;VIT_03s0091g00210;VIT_04s0008g03270;VIT_05s0077g01450;VIT_13s0019g04390;VIT_15s0021g02510;VIT_15s0046g01140	0.83585842226455	1
M1	molecular_function	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	519	418	5	5	4.02697495183044	1.24162679425837	TRUE		0.337294697509024	VIT_01s0010g03930;VIT_04s0008g03270;VIT_05s0077g01450;VIT_13s0019g04390;VIT_15s0021g02510	0.83585842226455	1
M1	molecular_function	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g03930	NA	NA
M1	molecular_function	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	519	418	17	15	13.6917148362235	1.09555305375739	TRUE		0.3252971036433	VIT_01s0026g01910;VIT_02s0033g00380;VIT_02s0033g00390;VIT_02s0033g00410;VIT_02s0033g00450;VIT_03s0091g00210;VIT_04s0008g03270;VIT_05s0077g01450;VIT_07s0005g01210;VIT_08s0007g00410;VIT_13s0019g04390;VIT_14s0066g01090;VIT_15s0021g02510;VIT_15s0046g00170;VIT_19s0085g00050	0.83585842226455	1
M1	molecular_function	GO:0000987	cis-regulatory region sequence-specific DNA binding	519	418	2	2	1.61078998073218	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_01s0010g03930;VIT_15s0046g01140	NA	NA
M1	molecular_function	GO:0001046	core promoter sequence-specific DNA binding	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_03s0091g00210	NA	NA
M1	molecular_function	GO:0001067	transcription regulatory region nucleic acid binding	519	418	24	20	19.3294797687861	1.03468899521531	TRUE		0.484220584766564	VIT_01s0010g03930;VIT_01s0011g03070;VIT_01s0011g06200;VIT_01s0026g01910;VIT_02s0033g00380;VIT_02s0033g00390;VIT_02s0033g00410;VIT_02s0033g00450;VIT_03s0091g00210;VIT_04s0008g03270;VIT_05s0077g01450;VIT_07s0005g01210;VIT_08s0007g00410;VIT_09s0018g00240;VIT_13s0019g04390;VIT_14s0066g01090;VIT_15s0021g02510;VIT_15s0046g00170;VIT_15s0046g01140;VIT_19s0085g00050	0.955348462331232	1
M1	biological_process	GO:0001101	response to acid chemical	519	418	80	60	64.4315992292871	0.93122009569378	TRUE		0.93203957266207	VIT_01s0026g01910;VIT_01s0146g00260;VIT_02s0012g01270;VIT_02s0025g01280;VIT_02s0033g00380;VIT_02s0033g00390;VIT_02s0033g00410;VIT_02s0033g00450;VIT_02s0154g00260;VIT_03s0038g02510;VIT_03s0063g01340;VIT_04s0044g00220;VIT_05s0020g04690;VIT_05s0020g04780;VIT_05s0062g01190;VIT_05s0062g01320;VIT_05s0094g00930;VIT_06s0004g04700;VIT_07s0005g00140;VIT_07s0005g00260;VIT_07s0005g00280;VIT_07s0031g02170;VIT_07s0031g02630;VIT_08s0007g01040;VIT_08s0007g06430;VIT_09s0002g00540;VIT_09s0002g05280;VIT_09s0002g07110;VIT_09s0018g00240;VIT_10s0003g01410;VIT_12s0028g03860;VIT_12s0057g00630;VIT_12s0059g02260;VIT_13s0019g02330;VIT_13s0019g04280;VIT_13s0064g01480;VIT_14s0030g02200;VIT_14s0060g00820;VIT_14s0066g00850;VIT_14s0066g01090;VIT_14s0083g00110;VIT_14s0108g01070;VIT_15s0046g02410;VIT_15s0046g02420;VIT_17s0000g03990;VIT_17s0000g08070;VIT_18s0001g00820;VIT_18s0001g08200;VIT_18s0001g11320;VIT_18s0001g11630;VIT_19s0014g01950;VIT_19s0014g03660;VIT_19s0014g04790;VIT_19s0015g02680;VIT_19s0015g02700;VIT_19s0085g00050;VIT_19s0090g01000;VIT_19s0093g00160;VIT_19s0093g00220;VIT_19s0093g00310	0.999991099300453	1
M1	molecular_function	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	519	418	5	5	4.02697495183044	1.24162679425837	TRUE		0.337294697509024	VIT_03s0091g00210;VIT_04s0008g03270;VIT_05s0077g01450;VIT_13s0019g04390;VIT_15s0021g02510	0.83585842226455	1
M1	biological_process	GO:0001501	skeletal system development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g05840	NA	NA
M1	biological_process	GO:0001504	neurotransmitter uptake	519	418	1	0	0.805394990366089	0	FALSE	term_background_size_outside_5_to_500	NA		NA	NA
M1	biological_process	GO:0001510	RNA methylation	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_03s0038g01050	NA	NA
M1	biological_process	GO:0001523	retinoid metabolic process	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0001558	regulation of cell growth	519	418	6	5	4.83236994219653	1.03468899521531	TRUE		0.668683456734816	VIT_01s0127g00560;VIT_04s0008g01970;VIT_05s0020g04880;VIT_14s0068g00010;VIT_19s0014g02970	0.990900379719902	1
M1	biological_process	GO:0001568	blood vessel development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	molecular_function	GO:0001653	peptide receptor activity	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0001g08230	NA	NA
M1	biological_process	GO:0001654	eye development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0001655	urogenital system development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0001666	response to hypoxia	519	418	5	2	4.02697495183044	0.496650717703349	TRUE		0.994197878275576	VIT_02s0033g01330;VIT_10s0003g01830	0.999991099300453	1
M1	biological_process	GO:0001676	long-chain fatty acid metabolic process	519	418	5	5	4.02697495183044	1.24162679425837	TRUE		0.337294697509024	VIT_00s0370g00070;VIT_03s0063g01880;VIT_07s0005g01790;VIT_12s0059g00230;VIT_18s0001g11630	0.83585842226455	1
M1	biological_process	GO:0001678	intracellular glucose homeostasis	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_14s0030g02200	NA	NA
M1	biological_process	GO:0001708	cell fate specification	519	418	3	3	2.41618497109827	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_06s0004g03130;VIT_10s0003g00420;VIT_15s0048g00550	NA	NA
M1	biological_process	GO:0001736	establishment of planar polarity	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_08s0007g02030	NA	NA
M1	biological_process	GO:0001738	morphogenesis of a polarized epithelium	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_08s0007g02030	NA	NA
M1	biological_process	GO:0001756	somitogenesis	519	418	2	2	1.61078998073218	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070;VIT_18s0001g05840	NA	NA
M1	molecular_function	GO:0001758	retinal dehydrogenase (NAD+) activity	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0001822	kidney development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	molecular_function	GO:0001882	nucleoside binding	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_15s0021g01130	NA	NA
M1	molecular_function	GO:0001883	purine nucleoside binding	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_15s0021g01130	NA	NA
M1	biological_process	GO:0001889	liver development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0001932	regulation of protein phosphorylation	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_07s0031g00530	NA	NA
M1	biological_process	GO:0001934	positive regulation of protein phosphorylation	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_07s0031g00530	NA	NA
M1	biological_process	GO:0001936	regulation of endothelial cell proliferation	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0001944	vasculature development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0001947	heart looping	519	418	2	2	1.61078998073218	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070;VIT_18s0001g05840	NA	NA
M1	biological_process	GO:0002009	morphogenesis of an epithelium	519	418	3	3	2.41618497109827	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_08s0007g02030;VIT_17s0000g08070;VIT_18s0001g05840	NA	NA
M1	molecular_function	GO:0002020	protease binding	519	418	2	1	1.61078998073218	0.620813397129187	FALSE	term_background_size_outside_5_to_500	NA	VIT_18s0041g00370	NA	NA
M1	biological_process	GO:0002072	optic cup morphogenesis involved in camera-type eye development	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0002084	protein depalmitoylation	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_04s0008g05120	NA	NA
M1	biological_process	GO:0002138	retinoic acid biosynthetic process	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_17s0000g08070	NA	NA
M1	biological_process	GO:0002181	cytoplasmic translation	519	418	2	2	1.61078998073218	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_07s0005g01340;VIT_09s0002g00970	NA	NA
M1	biological_process	GO:0002215	defense response to nematode	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_05s0077g01150	NA	NA
M1	biological_process	GO:0002218	activation of innate immune response	519	418	6	5	4.83236994219653	1.03468899521531	TRUE		0.668683456734816	VIT_07s0031g02170;VIT_09s0002g00540;VIT_14s0083g00110;VIT_18s0001g09550;VIT_19s0085g00050	0.990900379719902	1
M1	biological_process	GO:0002230	positive regulation of defense response to virus by host	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_14s0066g01840	NA	NA
M1	biological_process	GO:0002237	response to molecule of bacterial origin	519	418	3	3	2.41618497109827	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_09s0018g00240;VIT_17s0000g08070;VIT_19s0085g00050	NA	NA
M1	biological_process	GO:0002239	response to oomycetes	519	418	4	4	3.22157996146435	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_02s0033g00380;VIT_02s0033g00390;VIT_02s0033g00410;VIT_02s0033g00450	NA	NA
M1	biological_process	GO:0002252	immune effector process	519	418	8	7	6.44315992292871	1.08642344497608	TRUE		0.518215074420047	VIT_07s0031g00920;VIT_07s0031g02170;VIT_09s0002g00540;VIT_10s0003g04560;VIT_14s0083g00110;VIT_14s0083g00620;VIT_19s0085g00050	0.955348462331232	1
M1	biological_process	GO:0002253	activation of immune response	519	418	6	5	4.83236994219653	1.03468899521531	TRUE		0.668683456734816	VIT_07s0031g02170;VIT_09s0002g00540;VIT_14s0083g00110;VIT_18s0001g09550;VIT_19s0085g00050	0.990900379719902	1
M1	biological_process	GO:0002376	immune system process	519	418	25	23	20.1348747591522	1.1422966507177	TRUE		0.103927930195945	VIT_00s0929g00020;VIT_01s0244g00030;VIT_02s0025g01280;VIT_05s0077g01150;VIT_05s0094g01080;VIT_07s0005g00280;VIT_07s0031g00920;VIT_07s0031g02170;VIT_07s0095g00550;VIT_09s0002g00540;VIT_10s0003g01960;VIT_10s0003g02000;VIT_10s0003g04560;VIT_13s0019g04910;VIT_14s0083g00110;VIT_14s0083g00620;VIT_14s0108g01420;VIT_15s0046g01560;VIT_17s0000g03990;VIT_17s0000g09770;VIT_18s0001g08230;VIT_18s0001g09550;VIT_19s0085g00050	0.83585842226455	1
M1	biological_process	GO:0002532	production of molecular mediator involved in inflammatory response	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_00s0370g00070	NA	NA
M1	biological_process	GO:0002538	arachidonate metabolite production involved in inflammatory response	519	418	1	1	0.805394990366089	1.24162679425837	FALSE	term_background_size_outside_5_to_500	NA	VIT_00s0370g00070	NA	NA
