Module	TermID	Background_N_T005	Module_n_T005	Term_background_K_T005	Overlap_k_T005	Tested_T005	p_value_T005	FDR_global_module_terms_T005	Background_N_ontology_checked	Module_n_ontology_checked	Term_background_K_ontology_checked	Overlap_k_ontology_checked	Tested_ontology_checked	p_value_ontology_checked	FDR_global_module_terms_ontology_checked	Change	Global_FDR05_T005	Global_FDR05_ontology_checked	Significance_changed
M1	GO:0010100	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010101	519	418	5	5	TRUE	0.337294697509024	1	519	418	5	5	TRUE	0.337294697509024	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010102	519	418	5	5	TRUE	0.337294697509024	1	519	418	5	5	TRUE	0.337294697509024	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010103	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010106	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010109	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010114	519	418	7	6	TRUE	0.591165618319426	1	519	418	7	6	TRUE	0.591165618319426	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010118	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010119	519	418	4	4	FALSE	NA	NA	519	418	4	4	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010143	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010148	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010150	519	418	7	7	TRUE	0.217658833554605	1	519	418	7	7	TRUE	0.217658833554605	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010154	519	418	32	17	TRUE	0.999944100691568	1	519	418	32	17	TRUE	0.999944100691568	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010158	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010166	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010167	519	418	6	4	TRUE	0.908820238782491	1	519	418	6	4	TRUE	0.908820238782491	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010168	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010170	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010182	519	418	6	5	TRUE	0.668683456734816	1	519	418	6	5	TRUE	0.668683456734816	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010183	519	418	4	2	FALSE	NA	NA	519	418	4	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010187	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010189	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010191	519	418	4	3	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0010192	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010193	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010196	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010200	519	418	10	5	TRUE	0.994930659204472	1	519	418	10	5	TRUE	0.994930659204472	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010205	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010206	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010207	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010212	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010214	519	418	4	3	FALSE	NA	NA	519	418	4	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010218	519	418	6	6	TRUE	0.271016945663865	1	519	418	6	6	TRUE	0.271016945663865	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010224	519	418	5	4	TRUE	0.748729050750708	1	519	418	5	4	TRUE	0.748729050750708	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010227	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010228	519	418	6	6	TRUE	0.271016945663865	1	519	418	6	6	TRUE	0.271016945663865	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010229	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010235	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010241	519	418	1	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0010243	519	418	16	10	TRUE	0.978704220531857	1	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0010256	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010264	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010267	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010271	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010276	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010279	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010286	519	418	3	1	FALSE	NA	NA	519	418	3	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010287	519	418	10	10	TRUE	0.112425349625152	1	519	418	10	10	TRUE	0.112425349625152	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010297	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010311	519	418	4	4	FALSE	NA	NA	519	418	4	4	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010315	519	418	4	3	FALSE	NA	NA	519	418	4	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010319	519	418	4	4	FALSE	NA	NA	519	418	4	4	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010326	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010328	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010329	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010332	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010337	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010344	519	418	2	1	FALSE	NA	NA	519	418	2	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010349	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010358	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010359	519	418	1	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0010364	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010366	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010374	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010376	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010380	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010383	519	418	8	7	TRUE	0.518215074420047	1	519	418	8	7	TRUE	0.518215074420047	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010393	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010410	519	418	6	5	TRUE	0.668683456734816	1	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0010411	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010412	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010413	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010417	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010427	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010430	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010431	519	418	7	1	TRUE	0.999991099300453	1	519	418	7	1	TRUE	0.999991099300453	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010440	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010441	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010442	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010444	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010450	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010466	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010467	519	418	24	22	TRUE	0.121242605782886	1	519	418	24	22	TRUE	0.121242605782886	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010468	519	418	82	70	TRUE	0.145914409406704	1	519	418	82	70	TRUE	0.145914409406704	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010471	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010472	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010473	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010476	519	418	5	4	TRUE	0.748729050750708	1	519	418	5	4	TRUE	0.748729050750708	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010483	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010487	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010496	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010497	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010498	519	418	6	3	TRUE	0.985201094759101	1	519	418	6	3	TRUE	0.985201094759101	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010506	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010508	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010540	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010541	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010556	519	418	78	64	TRUE	0.425030542290302	1	519	418	78	64	TRUE	0.425030542290302	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010557	519	418	27	18	TRUE	0.977711402980198	1	519	418	27	18	TRUE	0.977711402980198	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010558	519	418	9	8	TRUE	0.450995339253049	1	519	418	9	8	TRUE	0.450995339253049	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010562	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010563	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010564	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010565	519	418	4	4	FALSE	NA	NA	519	418	4	4	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010581	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010582	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010597	519	418	2	1	FALSE	NA	NA	519	418	2	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010600	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010604	519	418	33	24	TRUE	0.914660725739442	1	519	418	33	24	TRUE	0.914660725739442	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010605	519	418	16	14	TRUE	0.368668940944011	1	519	418	16	14	TRUE	0.368668940944011	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010608	519	418	6	6	TRUE	0.271016945663865	1	519	418	6	6	TRUE	0.271016945663865	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010623	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010628	519	418	29	21	TRUE	0.911558208747379	1	519	418	29	21	TRUE	0.911558208747379	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010629	519	418	11	11	TRUE	0.0901169796602399	1	519	418	11	11	TRUE	0.0901169796602399	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010638	519	418	4	3	FALSE	NA	NA	519	418	4	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010639	519	418	3	1	FALSE	NA	NA	519	418	3	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010646	519	418	18	14	TRUE	0.738999920923987	1	519	418	18	14	TRUE	0.738999920923987	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010647	519	418	4	3	FALSE	NA	NA	519	418	4	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010648	519	418	6	6	TRUE	0.271016945663865	1	519	418	6	6	TRUE	0.271016945663865	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010683	519	418	1	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0010720	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010731	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010817	519	418	28	24	TRUE	0.334453185577478	1	519	418	28	24	TRUE	0.334453185577478	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010830	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010831	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010833	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010857	519	418	1	1	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0010876	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010921	519	418	2	1	FALSE	NA	NA	519	418	2	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010923	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010928	519	418	7	5	TRUE	0.86247805277329	1	519	418	7	5	TRUE	0.86247805277329	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0010929	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010930	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010948	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010951	519	418	2	1	FALSE	NA	NA	519	418	2	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010959	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0010962	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0012501	519	418	8	7	TRUE	0.518215074420047	1	519	418	8	7	TRUE	0.518215074420047	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0012502	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0012505	519	418	70	55	TRUE	0.733800145648513	1	519	418	70	55	TRUE	0.733800145648513	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0012506	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0012511	519	418	2	1	FALSE	NA	NA	519	418	2	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0014031	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0014032	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0014033	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0014070	519	418	23	17	TRUE	0.861366493702397	1	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0014074	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0014706	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015031	519	418	8	8	TRUE	0.174722227716685	1	519	418	8	8	TRUE	0.174722227716685	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015035	519	418	3	3	FALSE	NA	NA	519	418	3	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015036	519	418	5	4	TRUE	0.748729050750708	1	519	418	5	4	TRUE	0.748729050750708	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015075	519	418	52	43	TRUE	0.421049228237459	1	519	418	52	43	TRUE	0.421049228237459	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015078	519	418	8	4	TRUE	0.991306916223346	1	519	418	8	4	TRUE	0.991306916223346	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015079	519	418	6	5	TRUE	0.668683456734816	1	519	418	6	5	TRUE	0.668683456734816	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015085	519	418	5	5	TRUE	0.337294697509024	1	519	418	5	5	TRUE	0.337294697509024	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015086	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015087	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015101	519	418	2	2	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0015103	519	418	11	8	TRUE	0.852809404743067	1	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M1	GO:0015105	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015108	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015112	519	418	4	3	FALSE	NA	NA	519	418	4	3	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015116	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015120	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015129	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015140	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015144	519	418	15	9	TRUE	0.985767922252003	1	519	418	15	9	TRUE	0.985767922252003	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015145	519	418	7	4	TRUE	0.970609820128091	1	519	418	7	4	TRUE	0.970609820128091	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015146	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015148	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015149	519	418	7	4	TRUE	0.970609820128091	1	519	418	7	4	TRUE	0.970609820128091	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015154	519	418	4	2	FALSE	NA	NA	519	418	4	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015157	519	418	4	2	FALSE	NA	NA	519	418	4	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015166	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015168	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015171	519	418	11	10	TRUE	0.335509049274275	1	519	418	11	10	TRUE	0.335509049274275	1	same_counts	FALSE	FALSE	FALSE
M1	GO:0015172	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015174	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015175	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015179	519	418	3	2	FALSE	NA	NA	519	418	3	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015180	519	418	2	1	FALSE	NA	NA	519	418	2	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015185	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015186	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015189	519	418	2	2	FALSE	NA	NA	519	418	2	2	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015193	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015194	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015204	519	418	1	0	FALSE	NA	NA	519	418	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015205	519	418	2	1	FALSE	NA	NA	519	418	2	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015207	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015208	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015210	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015215	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015216	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015217	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015220	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M1	GO:0015227	519	418	1	1	FALSE	NA	NA	519	418	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
