Module	TermID	Background_N_T005	Module_n_T005	Term_background_K_T005	Overlap_k_T005	Tested_T005	p_value_T005	FDR_global_module_terms_T005	Background_N_ontology_checked	Module_n_ontology_checked	Term_background_K_ontology_checked	Overlap_k_ontology_checked	Tested_ontology_checked	p_value_ontology_checked	FDR_global_module_terms_ontology_checked	Change	Global_FDR05_T005	Global_FDR05_ontology_checked	Significance_changed
M5	GO:0050793	519	12	32	1	TRUE	0.537987263651007	1	519	12	32	1	TRUE	0.537987263651007	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0050794	519	12	164	3	TRUE	0.786726070560296	1	519	12	164	3	TRUE	0.786726070560296	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0050801	519	12	19	0	TRUE	1	1	519	12	19	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0050826	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050829	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050832	519	12	16	0	TRUE	1	1	519	12	16	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0050877	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050878	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050885	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050891	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050896	519	12	289	8	TRUE	0.319391238622162	1	519	12	289	8	TRUE	0.319391238622162	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0050897	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050898	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050905	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050918	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050953	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050982	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0050997	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051015	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051017	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051020	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051046	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051048	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051049	519	12	5	0	TRUE	1	1	519	12	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051051	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051052	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051054	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051090	519	12	2	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051091	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051093	519	12	9	0	TRUE	1	1	519	12	9	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051094	519	12	10	0	TRUE	1	1	519	12	10	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051098	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051101	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051117	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051119	519	12	13	2	TRUE	0.0332076646670091	1	519	12	13	2	TRUE	0.0332076646670091	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051128	519	12	13	0	TRUE	1	1	519	12	13	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051129	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051130	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051131	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051139	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051147	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051149	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051153	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051155	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051156	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051174	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051175	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051179	519	12	123	4	TRUE	0.31018548625964	1	519	12	123	4	TRUE	0.31018548625964	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051192	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051213	519	12	8	0	TRUE	1	1	519	12	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051214	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051223	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051224	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051234	519	12	115	4	TRUE	0.263979360414963	1	519	12	115	4	TRUE	0.263979360414963	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051235	519	12	6	0	TRUE	1	1	519	12	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051238	519	12	3	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051239	519	12	26	1	TRUE	0.463960037985364	1	519	12	26	1	TRUE	0.463960037985364	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051240	519	12	10	0	TRUE	1	1	519	12	10	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051241	519	12	7	0	TRUE	1	1	519	12	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051246	519	12	15	0	TRUE	1	1	519	12	15	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051247	519	12	5	0	TRUE	1	1	519	12	5	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051248	519	12	6	0	TRUE	1	1	519	12	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051252	519	12	76	2	TRUE	0.544883728602193	1	519	12	76	2	TRUE	0.544883728602193	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051253	519	12	8	0	TRUE	1	1	519	12	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051254	519	12	27	1	TRUE	0.477007663835619	1	519	12	27	1	TRUE	0.477007663835619	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051258	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051259	519	12	8	0	TRUE	1	1	519	12	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051260	519	12	7	0	TRUE	1	1	519	12	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051262	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051273	519	12	7	0	TRUE	1	1	519	12	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051274	519	12	6	0	TRUE	1	1	519	12	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051276	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051287	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051289	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051290	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051291	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051301	519	12	7	0	TRUE	1	1	519	12	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051302	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051321	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051336	519	12	6	0	TRUE	1	1	519	12	6	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051338	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051345	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051346	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051347	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051365	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051410	519	12	1	1	FALSE	NA	NA	519	12	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051445	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051453	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051493	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051494	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051495	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051501	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051502	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051503	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051510	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051511	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051536	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051537	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051540	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051552	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051553	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051554	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051555	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051592	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051603	519	12	12	0	TRUE	1	1	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051604	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051606	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051607	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051640	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051641	519	12	15	0	TRUE	1	1	519	12	15	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051648	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051649	519	12	8	0	TRUE	1	1	519	12	8	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051650	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051651	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051656	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051674	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051701	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051703	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051707	519	12	70	1	TRUE	0.827734621416484	1	519	12	70	1	TRUE	0.827734621416484	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051716	519	12	135	5	TRUE	0.176769809910694	1	519	12	135	5	TRUE	0.176769809910694	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0051722	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051723	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051726	519	12	4	0	FALSE	NA	NA	519	12	4	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051744	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0051753	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051783	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051784	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051787	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051788	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051865	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051938	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051983	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051985	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0051996	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052314	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052315	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052325	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052386	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052482	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052541	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052542	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052543	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052544	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052545	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052546	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052547	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052548	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052615	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052634	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0052636	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052662	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052667	519	12	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	removed_or_normalized_ID	FALSE	FALSE	FALSE
M5	GO:0052689	519	12	13	1	TRUE	0.264881404009477	1	519	12	13	1	TRUE	0.264881404009477	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0052692	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052716	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052793	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052837	519	12	1	1	FALSE	NA	NA	519	12	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0052838	519	12	1	1	FALSE	NA	NA	519	12	1	1	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055028	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055035	519	12	26	0	TRUE	1	1	519	12	26	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0055044	519	12	52	3	TRUE	0.109103636212969	1	519	12	52	3	TRUE	0.109103636212969	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0055046	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055062	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055070	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055071	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055074	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055080	519	12	17	0	TRUE	1	1	519	12	17	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0055081	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055082	519	12	13	0	TRUE	1	1	519	12	13	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0055085	519	12	96	4	TRUE	0.164773471339425	1	519	12	96	4	TRUE	0.164773471339425	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0055086	519	12	7	0	TRUE	1	1	519	12	7	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0055088	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055092	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055093	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0055123	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060004	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060013	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060089	519	12	23	0	TRUE	1	1	519	12	23	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0060090	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060147	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060166	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060173	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060249	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060255	519	12	92	2	TRUE	0.658194689655682	1	519	12	92	2	TRUE	0.658194689655682	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0060284	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060297	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060298	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060322	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060324	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060341	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060359	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060429	519	12	3	0	FALSE	NA	NA	519	12	3	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060485	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060537	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060538	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060541	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060560	519	12	17	0	TRUE	1	1	519	12	17	0	TRUE	1	1	same_counts	FALSE	FALSE	FALSE
M5	GO:0060562	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060589	519	12	1	0	FALSE	NA	NA	519	12	1	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060627	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
M5	GO:0060688	519	12	2	0	FALSE	NA	NA	519	12	2	0	FALSE	NA	NA	same_counts	FALSE	FALSE	FALSE
