TermID	TermName	OfficialID	OfficialName	Namespace	Official_is_obsolete	Grapedia_label_says_obsolete	Status	Association_pairs
GO:0019752	GO_BP:carboxylic acid metabolic process	GO:0019752	carboxylic acid metabolic process	biological_process	FALSE	FALSE	live_primary_id	47
GO:0019755	GO_BP:one-carbon compound transport	GO:0019755	one-carbon compound transport	biological_process	FALSE	FALSE	live_primary_id	2
GO:0019756	GO_BP:cyanogenic glycoside biosynthetic process	GO:0019756	cyanogenic glycoside biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0019757	GO_BP:glycosinolate metabolic process	GO:0019757	obsolete glycosinolate metabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	4
GO:0019758	GO_BP:glycosinolate biosynthetic process	GO:0019758	obsolete glycosinolate biosynthetic process	biological_process	TRUE	FALSE	obsolete_by_ontology	2
GO:0019759	GO_BP:glycosinolate catabolic process	GO:0019759	obsolete glycosinolate catabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	1
GO:0019760	GO_BP:glucosinolate metabolic process	GO:0019760	glucosinolate metabolic process	biological_process	FALSE	FALSE	live_primary_id	4
GO:0019761	GO_BP:glucosinolate biosynthetic process	GO:0019761	glucosinolate biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	2
GO:0019762	GO_BP:glucosinolate catabolic process	GO:0019762	glucosinolate catabolic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0019783	GO_MF:ubiquitin-like protein peptidase activity	GO:0019783	ubiquitin-like protein peptidase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0019787	GO_MF:ubiquitin-like protein transferase activity	GO:0019787	ubiquitin-like protein transferase activity	molecular_function	FALSE	FALSE	live_primary_id	8
GO:0019825	GO_MF:oxygen binding	GO:0019825	oxygen binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0019827	GO_BP:stem cell population maintenance	GO:0019827	stem cell population maintenance	biological_process	FALSE	FALSE	live_primary_id	2
GO:0019829	GO_MF:ATPase-coupled monoatomic cation transmembrane transporter activity	GO:0019829	ATPase-coupled monoatomic cation transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0019840	GO_MF:isoprenoid binding	GO:0019840	isoprenoid binding	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0019842	GO_MF:vitamin binding	GO:0019842	vitamin binding	molecular_function	FALSE	FALSE	live_primary_id	4
GO:0019843	GO_MF:rRNA binding	GO:0019843	rRNA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0019852	GO_BP:L-ascorbic acid metabolic process	GO:0019852	L-ascorbic acid metabolic process	biological_process	FALSE	FALSE	live_primary_id	4
GO:0019853	GO_BP:L-ascorbic acid biosynthetic process	GO:0019853	L-ascorbic acid biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	4
GO:0019856	GO_BP:pyrimidine nucleobase biosynthetic process	GO:0019856	pyrimidine nucleobase biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0019866	GO_CC:organelle inner membrane	GO:0019866	organelle inner membrane	cellular_component	FALSE	FALSE	live_primary_id	6
GO:0019867	GO_CC:outer membrane	GO:0019867	outer membrane	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0019888	GO_MF:protein phosphatase regulator activity	GO:0019888	protein phosphatase regulator activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0019898	GO_CC:extrinsic component of membrane	GO:0019898	extrinsic component of membrane	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0019899	GO_MF:enzyme binding	GO:0019899	enzyme binding	molecular_function	FALSE	FALSE	live_primary_id	20
GO:0019900	GO_MF:kinase binding	GO:0019900	kinase binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0019901	GO_MF:protein kinase binding	GO:0019901	protein kinase binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0019904	GO_MF:protein domain specific binding	GO:0019904	protein domain specific binding	molecular_function	FALSE	FALSE	live_primary_id	12
GO:0019915	GO_BP:lipid storage	GO:0019915	lipid storage	biological_process	FALSE	FALSE	live_primary_id	2
GO:0019932	GO_BP:obsolete second-messenger-mediated signaling	GO:0019932	obsolete second-messenger-mediated signaling	biological_process	TRUE	TRUE	obsolete_by_ontology	3
GO:0019941	GO_BP:modification-dependent protein catabolic process	GO:0019941	modification-dependent protein catabolic process	biological_process	FALSE	FALSE	live_primary_id	7
GO:0019953	GO_BP:sexual reproduction	GO:0019953	sexual reproduction	biological_process	FALSE	FALSE	live_primary_id	3
GO:0020037	GO_MF:heme binding	GO:0020037	heme binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0021510	GO_BP:spinal cord development	GO:0021510	spinal cord development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021515	GO_BP:cell differentiation in spinal cord	GO:0021515	cell differentiation in spinal cord	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021517	GO_BP:ventral spinal cord development	GO:0021517	ventral spinal cord development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021522	GO_BP:spinal cord motor neuron differentiation	GO:0021522	spinal cord motor neuron differentiation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021536	GO_BP:diencephalon development	GO:0021536	diencephalon development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021537	GO_BP:telencephalon development	GO:0021537	telencephalon development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021544	GO_BP:subpallium development	GO:0021544	subpallium development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021700	GO_BP:developmental maturation	GO:0021700	developmental maturation	biological_process	FALSE	FALSE	live_primary_id	13
GO:0021756	GO_BP:striatum development	GO:0021756	striatum development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021761	GO_BP:limbic system development	GO:0021761	limbic system development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021768	GO_BP:nucleus accumbens development	GO:0021768	nucleus accumbens development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021915	GO_BP:neural tube development	GO:0021915	neural tube development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021953	GO_BP:central nervous system neuron differentiation	GO:0021953	central nervous system neuron differentiation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0021983	GO_BP:pituitary gland development	GO:0021983	pituitary gland development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0022008	GO_BP:neurogenesis	GO:0022008	neurogenesis	biological_process	FALSE	FALSE	live_primary_id	2
GO:0022402	GO_BP:cell cycle process	GO:0022402	cell cycle process	biological_process	FALSE	FALSE	live_primary_id	9
GO:0022406	GO_BP:membrane docking	GO:0022406	membrane docking	biological_process	FALSE	FALSE	live_primary_id	1
GO:0022411	GO_BP:cellular component disassembly	GO:0022411	cellular component disassembly	biological_process	FALSE	FALSE	live_primary_id	2
GO:0022412	GO_BP:cellular process involved in reproduction in multicellular organism	GO:0022412	cellular process involved in reproduction in multicellular organism	biological_process	FALSE	FALSE	live_primary_id	2
GO:0022414	GO_BP:reproductive process	GO:0022414	reproductive process	biological_process	FALSE	FALSE	live_primary_id	63
GO:0022603	GO_BP:regulation of anatomical structure morphogenesis	GO:0022603	regulation of anatomical structure morphogenesis	biological_process	FALSE	FALSE	live_primary_id	9
GO:0022604	GO_BP:regulation of cell morphogenesis	GO:0022604	regulation of cell morphogenesis	biological_process	FALSE	FALSE	live_primary_id	4
GO:0022607	GO_BP:cellular component assembly	GO:0022607	cellular component assembly	biological_process	FALSE	FALSE	live_primary_id	14
GO:0022610	GO_BP:obsolete biological adhesion	GO:0022610	obsolete biological adhesion	biological_process	TRUE	TRUE	obsolete_by_ontology	2
GO:0022613	GO_BP:ribonucleoprotein complex biogenesis	GO:0022613	ribonucleoprotein complex biogenesis	biological_process	FALSE	FALSE	live_primary_id	5
GO:0022618	GO_BP:protein-RNA complex assembly	GO:0022618	protein-RNA complex assembly	biological_process	FALSE	FALSE	live_primary_id	1
GO:0022622	GO_BP:root system development	GO:0022622	root system development	biological_process	FALSE	FALSE	live_primary_id	28
GO:0022625	GO_CC:cytosolic large ribosomal subunit	GO:0022625	cytosolic large ribosomal subunit	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0022626	GO_CC:cytosolic ribosome	GO:0022626	cytosolic ribosome	cellular_component	FALSE	FALSE	live_primary_id	6
GO:0022627	GO_CC:cytosolic small ribosomal subunit	GO:0022627	cytosolic small ribosomal subunit	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0022803	GO_MF:passive transmembrane transporter activity	GO:0022803	passive transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	17
GO:0022804	GO_MF:active transmembrane transporter activity	GO:0022804	active transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	25
GO:0022832	GO_MF:voltage-gated channel activity	GO:0022832	voltage-gated channel activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0022834	GO_MF:ligand-gated channel activity	GO:0022834	ligand-gated channel activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0022836	GO_MF:gated channel activity	GO:0022836	gated channel activity	molecular_function	FALSE	FALSE	live_primary_id	5
GO:0022839	GO_MF:monoatomic ion-gated channel activity	GO:0022839	monoatomic ion-gated channel activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0022843	GO_MF:voltage-gated monoatomic cation channel activity	GO:0022843	voltage-gated monoatomic cation channel activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0022853	GO_MF:active monoatomic ion transmembrane transporter activity	GO:0022853	active monoatomic ion transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0022857	GO_MF:transmembrane transporter activity	GO:0022857	transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	93
GO:0022858	GO_MF:alanine transmembrane transporter activity	GO:0022858	alanine transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0022884	GO_MF:macromolecule transmembrane transporter activity	GO:0022884	macromolecule transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0022889	GO_MF:obsolete serine transmembrane transporter activity	GO:0022889	obsolete serine transmembrane transporter activity	molecular_function	TRUE	TRUE	obsolete_by_ontology	1
GO:0022890	GO_MF:inorganic cation transmembrane transporter activity	GO:0022890	obsolete inorganic cation transmembrane transporter activity	molecular_function	TRUE	FALSE	obsolete_by_ontology	25
GO:0022898	GO_BP:regulation of transmembrane transporter activity	GO:0022898	regulation of transmembrane transporter activity	biological_process	FALSE	FALSE	live_primary_id	1
GO:0022900	GO_BP:electron transport chain	GO:0022900	electron transport chain	biological_process	FALSE	FALSE	live_primary_id	9
GO:0022904	GO_BP:respiratory electron transport chain	GO:0022904	respiratory electron transport chain	biological_process	FALSE	FALSE	live_primary_id	1
GO:0023051	GO_BP:regulation of signaling	GO:0023051	regulation of signaling	biological_process	FALSE	FALSE	live_primary_id	18
GO:0023052	GO_BP:signaling	GO:0023052	signaling	biological_process	FALSE	FALSE	live_primary_id	66
GO:0023056	GO_BP:positive regulation of signaling	GO:0023056	positive regulation of signaling	biological_process	FALSE	FALSE	live_primary_id	4
GO:0023057	GO_BP:negative regulation of signaling	GO:0023057	negative regulation of signaling	biological_process	FALSE	FALSE	live_primary_id	6
GO:0023061	GO_BP:signal release	GO:0023061	signal release	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030001	GO_BP:metal ion transport	GO:0030001	metal ion transport	biological_process	FALSE	FALSE	live_primary_id	25
GO:0030003	GO_BP:intracellular monoatomic cation homeostasis	GO:0030003	intracellular monoatomic cation homeostasis	biological_process	FALSE	FALSE	live_primary_id	12
GO:0030004	GO_BP:obsolete cellular monovalent inorganic cation homeostasis	GO:0030004	obsolete cellular monovalent inorganic cation homeostasis	biological_process	TRUE	TRUE	obsolete_by_ontology	2
GO:0030026	GO_BP:intracellular manganese ion homeostasis	GO:0030026	intracellular manganese ion homeostasis	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030029	GO_BP:actin filament-based process	GO:0030029	actin filament-based process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030030	GO_BP:cell projection organization	GO:0030030	cell projection organization	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030036	GO_BP:actin cytoskeleton organization	GO:0030036	actin cytoskeleton organization	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030054	GO_CC:cell junction	GO:0030054	cell junction	cellular_component	FALSE	FALSE	live_primary_id	53
GO:0030076	GO_CC:light-harvesting complex	GO:0030076	light-harvesting complex	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0030091	GO_BP:protein repair	GO:0030091	protein repair	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030100	GO_BP:regulation of endocytosis	GO:0030100	regulation of endocytosis	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030104	GO_BP:obsolete water homeostasis	GO:0030104	obsolete water homeostasis	biological_process	TRUE	TRUE	obsolete_by_ontology	3
GO:0030139	GO_CC:endocytic vesicle	GO:0030139	endocytic vesicle	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030145	GO_MF:manganese ion binding	GO:0030145	manganese ion binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0030150	GO_BP:protein import into mitochondrial matrix	GO:0030150	protein import into mitochondrial matrix	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030154	GO_BP:cell differentiation	GO:0030154	cell differentiation	biological_process	FALSE	FALSE	live_primary_id	38
GO:0030155	GO_BP:regulation of cell adhesion	GO:0030155	regulation of cell adhesion	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030162	GO_BP:regulation of proteolysis	GO:0030162	regulation of proteolysis	biological_process	FALSE	FALSE	live_primary_id	7
GO:0030163	GO_BP:protein catabolic process	GO:0030163	protein catabolic process	biological_process	FALSE	FALSE	live_primary_id	16
GO:0030170	GO_MF:pyridoxal phosphate binding	GO:0030170	pyridoxal phosphate binding	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0030176	GO_CC:obsolete integral component of endoplasmic reticulum membrane	GO:0030176	obsolete integral component of endoplasmic reticulum membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	1
GO:0030182	GO_BP:neuron differentiation	GO:0030182	neuron differentiation	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030186	GO_BP:melatonin metabolic process	GO:0030186	melatonin metabolic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030187	GO_BP:melatonin biosynthetic process	GO:0030187	melatonin biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030234	GO_MF:enzyme regulator activity	GO:0030234	enzyme regulator activity	molecular_function	FALSE	FALSE	live_primary_id	17
GO:0030243	GO_BP:cellulose metabolic process	GO:0030243	cellulose metabolic process	biological_process	FALSE	FALSE	live_primary_id	7
GO:0030244	GO_BP:cellulose biosynthetic process	GO:0030244	cellulose biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	6
GO:0030246	GO_MF:carbohydrate binding	GO:0030246	carbohydrate binding	molecular_function	FALSE	FALSE	live_primary_id	7
GO:0030247	GO_MF:polysaccharide binding	GO:0030247	polysaccharide binding	molecular_function	FALSE	FALSE	live_primary_id	5
GO:0030258	GO_BP:lipid modification	GO:0030258	lipid modification	biological_process	FALSE	FALSE	live_primary_id	5
GO:0030267	GO_MF:glyoxylate reductase (NADPH) activity	GO:0030267	glyoxylate reductase (NADPH) activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0030308	GO_BP:negative regulation of cell growth	GO:0030308	negative regulation of cell growth	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030312	GO_CC:external encapsulating structure	GO:0030312	external encapsulating structure	cellular_component	FALSE	FALSE	live_primary_id	38
GO:0030323	GO_BP:respiratory tube development	GO:0030323	respiratory tube development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030324	GO_BP:lung development	GO:0030324	lung development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030326	GO_BP:embryonic limb morphogenesis	GO:0030326	embryonic limb morphogenesis	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030388	GO_BP:fructose 1,6-bisphosphate metabolic process	GO:0030388	fructose 1,6-bisphosphate metabolic process	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030414	GO_MF:peptidase inhibitor activity	GO:0030414	peptidase inhibitor activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0030422	GO_BP:siRNA processing	GO:0030422	siRNA processing	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030427	GO_CC:site of polarized growth	GO:0030427	site of polarized growth	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030490	GO_BP:maturation of SSU-rRNA	GO:0030490	maturation of SSU-rRNA	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030515	GO_MF:snoRNA binding	GO:0030515	snoRNA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0030522	GO_BP:intracellular receptor signaling pathway	GO:0030522	intracellular receptor signaling pathway	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030554	GO_MF:adenyl nucleotide binding	GO:0030554	adenyl nucleotide binding	molecular_function	FALSE	FALSE	live_primary_id	4
GO:0030570	GO_MF:pectate lyase activity	GO:0030570	pectate lyase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0030587	GO_BP:sorocarp development	GO:0030587	sorocarp development	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030599	GO_MF:pectinesterase activity	GO:0030599	pectinesterase activity	molecular_function	FALSE	FALSE	live_primary_id	10
GO:0030641	GO_BP:regulation of cellular pH	GO:0030641	obsolete regulation of cellular pH	biological_process	TRUE	FALSE	obsolete_by_ontology	2
GO:0030656	GO_BP:regulation of vitamin metabolic process	GO:0030656	regulation of vitamin metabolic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030659	GO_CC:cytoplasmic vesicle membrane	GO:0030659	cytoplasmic vesicle membrane	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030666	GO_CC:endocytic vesicle membrane	GO:0030666	endocytic vesicle membrane	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030674	GO_MF:protein-macromolecule adaptor activity	GO:0030674	protein-macromolecule adaptor activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0030684	GO_CC:preribosome	GO:0030684	preribosome	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030686	GO_CC:90S preribosome	GO:0030686	90S preribosome	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030695	GO_MF:GTPase regulator activity	GO:0030695	GTPase regulator activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0030766	GO_MF:11-O-demethyl-17-O-deacetylvindoline O-methyltransferase activity	GO:0030766	11-O-demethyl-17-O-deacetylvindoline O-methyltransferase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0030832	GO_BP:regulation of actin filament length	GO:0030832	regulation of actin filament length	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030833	GO_BP:regulation of actin filament polymerization	GO:0030833	regulation of actin filament polymerization	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030837	GO_BP:negative regulation of actin filament polymerization	GO:0030837	negative regulation of actin filament polymerization	biological_process	FALSE	FALSE	live_primary_id	2
GO:0030863	GO_CC:cortical cytoskeleton	GO:0030863	cortical cytoskeleton	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0030865	GO_BP:cortical cytoskeleton organization	GO:0030865	cortical cytoskeleton organization	biological_process	FALSE	FALSE	live_primary_id	3
GO:0030867	GO_CC:rough endoplasmic reticulum membrane	GO:0030867	rough endoplasmic reticulum membrane	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030880	GO_CC:RNA polymerase complex	GO:0030880	RNA polymerase complex	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030894	GO_CC:replisome	GO:0030894	replisome	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0030900	GO_BP:forebrain development	GO:0030900	forebrain development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030902	GO_BP:hindbrain development	GO:0030902	hindbrain development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0030981	GO_CC:cortical microtubule cytoskeleton	GO:0030981	cortical microtubule cytoskeleton	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0031000	GO_BP:response to caffeine	GO:0031000	response to caffeine	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031016	GO_BP:pancreas development	GO:0031016	pancreas development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031047	GO_BP:regulatory ncRNA-mediated gene silencing	GO:0031047	regulatory ncRNA-mediated gene silencing	biological_process	FALSE	FALSE	live_primary_id	2
GO:0031056	GO_BP:obsolete regulation of histone modification	GO:0031056	obsolete regulation of histone modification	biological_process	TRUE	TRUE	obsolete_by_ontology	1
GO:0031058	GO_BP:obsolete positive regulation of histone modification	GO:0031058	obsolete positive regulation of histone modification	biological_process	TRUE	TRUE	obsolete_by_ontology	1
GO:0031060	GO_BP:obsolete regulation of histone methylation	GO:0031060	obsolete regulation of histone methylation	biological_process	TRUE	TRUE	obsolete_by_ontology	1
GO:0031062	GO_BP:obsolete positive regulation of histone methylation	GO:0031062	obsolete positive regulation of histone methylation	biological_process	TRUE	TRUE	obsolete_by_ontology	1
GO:0031076	GO_BP:embryonic camera-type eye development	GO:0031076	embryonic camera-type eye development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031090	GO_CC:organelle membrane	GO:0031090	organelle membrane	cellular_component	FALSE	FALSE	live_primary_id	56
GO:0031098	GO_BP:stress-activated protein kinase signaling cascade	GO:0031098	stress-activated protein kinase signaling cascade	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031109	GO_BP:microtubule polymerization or depolymerization	GO:0031109	microtubule polymerization or depolymerization	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031122	GO_BP:cytoplasmic microtubule organization	GO:0031122	cytoplasmic microtubule organization	biological_process	FALSE	FALSE	live_primary_id	3
GO:0031123	GO_BP:RNA 3-end processing	GO:0031123	RNA 3'-end processing	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031167	GO_BP:rRNA methylation	GO:0031167	rRNA methylation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031175	GO_BP:neuron projection development	GO:0031175	neuron projection development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031177	GO_MF:phosphopantetheine binding	GO:0031177	phosphopantetheine binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0031210	GO_MF:phosphatidylcholine binding	GO:0031210	phosphatidylcholine binding	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0031224	GO_CC:obsolete intrinsic component of membrane	GO:0031224	obsolete intrinsic component of membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	53
GO:0031225	GO_CC:obsolete anchored component of membrane	GO:0031225	obsolete anchored component of membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	6
GO:0031226	GO_CC:obsolete intrinsic component of plasma membrane	GO:0031226	obsolete intrinsic component of plasma membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	38
GO:0031227	GO_CC:obsolete intrinsic component of endoplasmic reticulum membrane	GO:0031227	obsolete intrinsic component of endoplasmic reticulum membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	1
GO:0031300	GO_CC:obsolete intrinsic component of organelle membrane	GO:0031300	obsolete intrinsic component of organelle membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	1
GO:0031301	GO_CC:obsolete integral component of organelle membrane	GO:0031301	obsolete integral component of organelle membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	1
GO:0031304	GO_CC:obsolete intrinsic component of mitochondrial inner membrane	GO:0031304	obsolete intrinsic component of mitochondrial inner membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	1
GO:0031305	GO_CC:obsolete integral component of mitochondrial inner membrane	GO:0031305	obsolete integral component of mitochondrial inner membrane	cellular_component	TRUE	TRUE	obsolete_by_ontology	1
GO:0031312	GO_CC:extrinsic component of organelle membrane	GO:0031312	extrinsic component of organelle membrane	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0031323	GO_BP:regulation of cellular metabolic process	GO:0031323	obsolete regulation of cellular metabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	95
GO:0031324	GO_BP:negative regulation of cellular metabolic process	GO:0031324	obsolete negative regulation of cellular metabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	15
GO:0031325	GO_BP:positive regulation of cellular metabolic process	GO:0031325	obsolete positive regulation of cellular metabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	36
GO:0031326	GO_BP:regulation of cellular biosynthetic process	GO:0031326	obsolete regulation of cellular biosynthetic process	biological_process	TRUE	FALSE	obsolete_by_ontology	79
GO:0031327	GO_BP:negative regulation of cellular biosynthetic process	GO:0031327	obsolete negative regulation of cellular biosynthetic process	biological_process	TRUE	FALSE	obsolete_by_ontology	10
GO:0031328	GO_BP:positive regulation of cellular biosynthetic process	GO:0031328	obsolete positive regulation of cellular biosynthetic process	biological_process	TRUE	FALSE	obsolete_by_ontology	28
GO:0031329	GO_BP:regulation of cellular catabolic process	GO:0031329	obsolete regulation of cellular catabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	5
GO:0031330	GO_BP:negative regulation of cellular catabolic process	GO:0031330	obsolete negative regulation of cellular catabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	1
GO:0031331	GO_BP:positive regulation of cellular catabolic process	GO:0031331	obsolete positive regulation of cellular catabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	4
GO:0031332	GO_CC:RNAi effector complex	GO:0031332	RNAi effector complex	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0031333	GO_BP:negative regulation of protein-containing complex assembly	GO:0031333	negative regulation of protein-containing complex assembly	biological_process	FALSE	FALSE	live_primary_id	2
GO:0031335	GO_BP:regulation of sulfur amino acid metabolic process	GO:0031335	obsolete regulation of sulfur amino acid metabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	1
GO:0031336	GO_BP:negative regulation of sulfur amino acid metabolic process	GO:0031336	obsolete negative regulation of sulfur amino acid metabolic process	biological_process	TRUE	FALSE	obsolete_by_ontology	1
GO:0031347	GO_BP:regulation of defense response	GO:0031347	regulation of defense response	biological_process	FALSE	FALSE	live_primary_id	16
GO:0031348	GO_BP:negative regulation of defense response	GO:0031348	negative regulation of defense response	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031349	GO_BP:positive regulation of defense response	GO:0031349	positive regulation of defense response	biological_process	FALSE	FALSE	live_primary_id	8
GO:0031399	GO_BP:regulation of protein modification process	GO:0031399	regulation of protein modification process	biological_process	FALSE	FALSE	live_primary_id	4
GO:0031400	GO_BP:negative regulation of protein modification process	GO:0031400	negative regulation of protein modification process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031401	GO_BP:positive regulation of protein modification process	GO:0031401	positive regulation of protein modification process	biological_process	FALSE	FALSE	live_primary_id	2
GO:0031406	GO_MF:carboxylic acid binding	GO:0031406	carboxylic acid binding	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0031407	GO_BP:oxylipin metabolic process	GO:0031407	oxylipin metabolic process	biological_process	FALSE	FALSE	live_primary_id	2
GO:0031408	GO_BP:oxylipin biosynthetic process	GO:0031408	oxylipin biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0031409	GO_MF:pigment binding	GO:0031409	pigment binding	molecular_function	FALSE	FALSE	live_primary_id	7
GO:0031410	GO_CC:cytoplasmic vesicle	GO:0031410	cytoplasmic vesicle	cellular_component	FALSE	FALSE	live_primary_id	17
GO:0031461	GO_CC:cullin-RING ubiquitin ligase complex	GO:0031461	cullin-RING ubiquitin ligase complex	cellular_component	FALSE	FALSE	live_primary_id	2
