TermID	TermName	OfficialID	OfficialName	Namespace	Official_is_obsolete	Grapedia_label_says_obsolete	Status	Association_pairs
GO:0000003	GO_BP:obsolete reproduction	GO:0000003	obsolete reproduction	biological_process	TRUE	TRUE	obsolete_by_ontology	64
GO:0000014	GO_MF:single-stranded DNA endodeoxyribonuclease activity	GO:0000014	single-stranded DNA endonuclease activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000027	GO_BP:ribosomal large subunit assembly	GO:0000027	ribosomal large subunit assembly	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000030	GO_MF:mannosyltransferase activity	GO:0000030	mannosyltransferase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000035	GO_MF:acyl binding	GO:0000035	acyl binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000036	GO_MF:acyl carrier activity	GO:0000036	acyl carrier activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000041	GO_BP:transition metal ion transport	GO:0000041	transition metal ion transport	biological_process	FALSE	FALSE	live_primary_id	10
GO:0000045	GO_BP:autophagosome assembly	GO:0000045	autophagosome assembly	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000062	GO_MF:fatty-acyl-CoA binding	GO:0000062	fatty-acyl-CoA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000064	GO_MF:L-ornithine transmembrane transporter activity	GO:0000064	L-ornithine transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000075	GO_BP:cell cycle checkpoint signaling	GO:0000075	cell cycle checkpoint signaling	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000077	GO_BP:DNA damage checkpoint signaling	GO:0000077	DNA damage checkpoint signaling	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000095	GO_MF:S-adenosyl-L-methionine transmembrane transporter activity	GO:0000095	S-adenosyl-L-methionine transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000096	GO_BP:sulfur amino acid metabolic process	GO:0000096	sulfur amino acid metabolic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000122	GO_BP:negative regulation of transcription by RNA polymerase II	GO:0000122	negative regulation of transcription by RNA polymerase II	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000139	GO_CC:Golgi membrane	GO:0000139	Golgi membrane	cellular_component	FALSE	FALSE	live_primary_id	4
GO:0000145	GO_CC:exocyst	GO:0000145	exocyst	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000151	GO_CC:ubiquitin ligase complex	GO:0000151	ubiquitin ligase complex	cellular_component	FALSE	FALSE	live_primary_id	3
GO:0000154	GO_BP:rRNA modification	GO:0000154	rRNA modification	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000156	GO_MF:phosphorelay response regulator activity	GO:0000156	phosphorelay response regulator activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0000160	GO_BP:phosphorelay signal transduction system	GO:0000160	phosphorelay signal transduction system	biological_process	FALSE	FALSE	live_primary_id	7
GO:0000166	GO_MF:nucleotide binding	GO:0000166	nucleotide binding	molecular_function	FALSE	FALSE	live_primary_id	9
GO:0000184	GO_BP:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000209	GO_BP:protein polyubiquitination	GO:0000209	protein polyubiquitination	biological_process	FALSE	FALSE	live_primary_id	2
GO:0000226	GO_BP:microtubule cytoskeleton organization	GO:0000226	microtubule cytoskeleton organization	biological_process	FALSE	FALSE	live_primary_id	4
GO:0000228	GO_CC:nuclear chromosome	GO:0000228	nuclear chromosome	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0000257	GO_MF:nitrilase activity	GO:0000257	nitrilase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000271	GO_BP:polysaccharide biosynthetic process	GO:0000271	polysaccharide biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	15
GO:0000272	GO_BP:polysaccharide catabolic process	GO:0000272	polysaccharide catabolic process	biological_process	FALSE	FALSE	live_primary_id	5
GO:0000278	GO_BP:mitotic cell cycle	GO:0000278	mitotic cell cycle	biological_process	FALSE	FALSE	live_primary_id	8
GO:0000281	GO_BP:mitotic cytokinesis	GO:0000281	mitotic cytokinesis	biological_process	FALSE	FALSE	live_primary_id	7
GO:0000287	GO_MF:magnesium ion binding	GO:0000287	magnesium ion binding	molecular_function	FALSE	FALSE	live_primary_id	4
GO:0000293	GO_MF:ferric-chelate reductase activity	GO:0000293	ferric-chelate reductase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000295	GO_MF:adenine nucleotide transmembrane transporter activity	GO:0000295	adenine nucleotide transmembrane transporter activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000302	GO_BP:response to reactive oxygen species	GO:0000302	response to reactive oxygen species	biological_process	FALSE	FALSE	live_primary_id	25
GO:0000303	GO_BP:response to superoxide	GO:0000303	response to superoxide	biological_process	FALSE	FALSE	live_primary_id	4
GO:0000305	GO_BP:response to oxygen radical	GO:0000305	response to oxygen radical	biological_process	FALSE	FALSE	live_primary_id	4
GO:0000311	GO_CC:plastid large ribosomal subunit	GO:0000311	plastid large ribosomal subunit	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000312	GO_CC:plastid small ribosomal subunit	GO:0000312	plastid small ribosomal subunit	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000313	GO_CC:organellar ribosome	GO:0000313	organellar ribosome	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0000314	GO_CC:organellar small ribosomal subunit	GO:0000314	organellar small ribosomal subunit	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000315	GO_CC:organellar large ribosomal subunit	GO:0000315	organellar large ribosomal subunit	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000322	GO_CC:storage vacuole	GO:0000322	storage vacuole	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0000323	GO_CC:lytic vacuole	GO:0000323	lytic vacuole	cellular_component	FALSE	FALSE	live_primary_id	5
GO:0000325	GO_CC:plant-type vacuole	GO:0000325	plant-type vacuole	cellular_component	FALSE	FALSE	live_primary_id	18
GO:0000326	GO_CC:protein storage vacuole	GO:0000326	protein storage vacuole	cellular_component	FALSE	FALSE	live_primary_id	2
GO:0000375	GO_BP:RNA splicing, via transesterification reactions	GO:0000375	RNA splicing, via transesterification reactions	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000377	GO_BP:RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000381	GO_BP:regulation of alternative mRNA splicing, via spliceosome	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000398	GO_BP:mRNA splicing, via spliceosome	GO:0000398	mRNA splicing, via spliceosome	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000413	GO_BP:protein peptidyl-prolyl isomerization	GO:0000413	protein peptidyl-prolyl isomerization	biological_process	FALSE	FALSE	live_primary_id	2
GO:0000427	GO_CC:plastid-encoded plastid RNA polymerase complex	GO:0000427	plastid-encoded plastid RNA polymerase complex	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000428	GO_CC:DNA-directed RNA polymerase complex	GO:0000428	DNA-directed RNA polymerase complex	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000462	GO_BP:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000723	GO_BP:telomere maintenance	GO:0000723	telomere maintenance	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000724	GO_BP:double-strand break repair via homologous recombination	GO:0000724	double-strand break repair via homologous recombination	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000725	GO_BP:recombinational repair	GO:0000725	recombinational repair	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000738	GO_BP:obsolete DNA catabolic process, exonucleolytic	GO:0000738	obsolete DNA catabolic process, exonucleolytic	biological_process	TRUE	TRUE	obsolete_by_ontology	1
GO:0000781	GO_CC:chromosome, telomeric region	GO:0000781	chromosome, telomeric region	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000785	GO_CC:chromatin	GO:0000785	chromatin	cellular_component	FALSE	FALSE	live_primary_id	3
GO:0000791	GO_CC:euchromatin	GO:0000791	euchromatin	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000902	GO_BP:cell morphogenesis	GO:0000902	cell morphogenesis	biological_process	FALSE	FALSE	live_primary_id	18
GO:0000904	GO_BP:obsolete cell morphogenesis involved in differentiation	GO:0000904	obsolete cell morphogenesis involved in differentiation	biological_process	TRUE	TRUE	obsolete_by_ontology	10
GO:0000910	GO_BP:cytokinesis	GO:0000910	cytokinesis	biological_process	FALSE	FALSE	live_primary_id	7
GO:0000911	GO_BP:cytokinesis by cell plate formation	GO:0000911	cytokinesis by cell plate formation	biological_process	FALSE	FALSE	live_primary_id	2
GO:0000922	GO_CC:spindle pole	GO:0000922	spindle pole	cellular_component	FALSE	FALSE	live_primary_id	1
GO:0000956	GO_BP:nuclear-transcribed mRNA catabolic process	GO:0000956	nuclear-transcribed mRNA catabolic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0000976	GO_MF:transcription cis-regulatory region binding	GO:0000976	transcription cis-regulatory region binding	molecular_function	FALSE	FALSE	live_primary_id	7
GO:0000977	GO_MF:RNA polymerase II transcription regulatory region sequence-specific DNA binding	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	molecular_function	FALSE	FALSE	live_primary_id	5
GO:0000978	GO_MF:RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0000981	GO_MF:DNA-binding transcription factor activity, RNA polymerase II-specific	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	molecular_function	FALSE	FALSE	live_primary_id	17
GO:0000987	GO_MF:cis-regulatory region sequence-specific DNA binding	GO:0000987	cis-regulatory region sequence-specific DNA binding	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0000988	GO_MF:obsolete transcription factor activity, protein binding	GO:0000988	obsolete transcription factor activity, protein binding	molecular_function	TRUE	TRUE	obsolete_by_ontology	13
GO:0000989	GO_MF:obsolete transcription factor activity, transcription factor binding	GO:0000989	obsolete transcription factor activity, transcription factor binding	molecular_function	TRUE	TRUE	obsolete_by_ontology	13
GO:0001046	GO_MF:core promoter sequence-specific DNA binding	GO:0001046	core promoter sequence-specific DNA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0001067	GO_MF:transcription regulatory region nucleic acid binding	GO:0001067	transcription regulatory region nucleic acid binding	molecular_function	FALSE	FALSE	live_primary_id	24
GO:0001076	GO_MF:obsolete transcription factor activity, RNA polymerase II transcription factor binding	GO:0001076	obsolete transcription factor activity, RNA polymerase II transcription factor binding	molecular_function	TRUE	TRUE	obsolete_by_ontology	12
GO:0001101	GO_BP:response to acid chemical	GO:0001101	response to acid chemical	biological_process	FALSE	FALSE	live_primary_id	80
GO:0001134	GO_MF:obsolete transcription regulator recruiting activity	GO:0001134	obsolete transcription regulator recruiting activity	molecular_function	TRUE	TRUE	obsolete_by_ontology	12
GO:0001135	GO_MF:obsolete RNA polymerase II transcription regulator recruiting activity	GO:0001135	obsolete RNA polymerase II transcription regulator recruiting activity	molecular_function	TRUE	TRUE	obsolete_by_ontology	12
GO:0001228	GO_MF:DNA-binding transcription activator activity, RNA polymerase II-specific	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	molecular_function	FALSE	FALSE	live_primary_id	5
GO:0001501	GO_BP:skeletal system development	GO:0001501	skeletal system development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001504	GO_BP:neurotransmitter uptake	GO:0001504	neurotransmitter uptake	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001505	GO_BP:obsolete regulation of neurotransmitter levels	GO:0001505	obsolete regulation of neurotransmitter levels	biological_process	TRUE	TRUE	obsolete_by_ontology	4
GO:0001510	GO_BP:RNA methylation	GO:0001510	RNA methylation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001523	GO_BP:retinoid metabolic process	GO:0001523	retinoid metabolic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001558	GO_BP:regulation of cell growth	GO:0001558	regulation of cell growth	biological_process	FALSE	FALSE	live_primary_id	6
GO:0001568	GO_BP:blood vessel development	GO:0001568	blood vessel development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001653	GO_MF:peptide receptor activity	GO:0001653	peptide receptor activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0001654	GO_BP:eye development	GO:0001654	eye development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001655	GO_BP:urogenital system development	GO:0001655	urogenital system development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001666	GO_BP:response to hypoxia	GO:0001666	response to hypoxia	biological_process	FALSE	FALSE	live_primary_id	5
GO:0001676	GO_BP:long-chain fatty acid metabolic process	GO:0001676	long-chain fatty acid metabolic process	biological_process	FALSE	FALSE	live_primary_id	5
GO:0001678	GO_BP:intracellular glucose homeostasis	GO:0001678	intracellular glucose homeostasis	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001708	GO_BP:cell fate specification	GO:0001708	cell fate specification	biological_process	FALSE	FALSE	live_primary_id	3
GO:0001736	GO_BP:establishment of planar polarity	GO:0001736	establishment of planar polarity	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001738	GO_BP:morphogenesis of a polarized epithelium	GO:0001738	morphogenesis of a polarized epithelium	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001756	GO_BP:somitogenesis	GO:0001756	somitogenesis	biological_process	FALSE	FALSE	live_primary_id	2
GO:0001758	GO_MF:retinal dehydrogenase activity	GO:0001758	retinal dehydrogenase (NAD+) activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0001822	GO_BP:kidney development	GO:0001822	kidney development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001871	GO_MF:obsolete pattern binding	GO:0001871	obsolete pattern binding	molecular_function	TRUE	TRUE	obsolete_by_ontology	5
GO:0001882	GO_MF:nucleoside binding	GO:0001882	nucleoside binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0001883	GO_MF:purine nucleoside binding	GO:0001883	purine nucleoside binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0001889	GO_BP:liver development	GO:0001889	liver development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001932	GO_BP:regulation of protein phosphorylation	GO:0001932	regulation of protein phosphorylation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001934	GO_BP:positive regulation of protein phosphorylation	GO:0001934	positive regulation of protein phosphorylation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001936	GO_BP:regulation of endothelial cell proliferation	GO:0001936	regulation of endothelial cell proliferation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001944	GO_BP:vasculature development	GO:0001944	vasculature development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0001947	GO_BP:heart looping	GO:0001947	heart looping	biological_process	FALSE	FALSE	live_primary_id	2
GO:0002009	GO_BP:morphogenesis of an epithelium	GO:0002009	morphogenesis of an epithelium	biological_process	FALSE	FALSE	live_primary_id	3
GO:0002020	GO_MF:protease binding	GO:0002020	protease binding	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0002072	GO_BP:optic cup morphogenesis involved in camera-type eye development	GO:0002072	optic cup morphogenesis involved in camera-type eye development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002084	GO_BP:protein depalmitoylation	GO:0002084	protein depalmitoylation	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002138	GO_BP:retinoic acid biosynthetic process	GO:0002138	retinoic acid biosynthetic process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002181	GO_BP:cytoplasmic translation	GO:0002181	cytoplasmic translation	biological_process	FALSE	FALSE	live_primary_id	2
GO:0002215	GO_BP:defense response to nematode	GO:0002215	defense response to nematode	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002218	GO_BP:activation of innate immune response	GO:0002218	activation of innate immune response	biological_process	FALSE	FALSE	live_primary_id	6
GO:0002230	GO_BP:positive regulation of defense response to virus by host	GO:0002230	positive regulation of defense response to virus by host	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002237	GO_BP:response to molecule of bacterial origin	GO:0002237	response to molecule of bacterial origin	biological_process	FALSE	FALSE	live_primary_id	3
GO:0002239	GO_BP:response to oomycetes	GO:0002239	response to oomycetes	biological_process	FALSE	FALSE	live_primary_id	4
GO:0002252	GO_BP:immune effector process	GO:0002252	immune effector process	biological_process	FALSE	FALSE	live_primary_id	8
GO:0002253	GO_BP:activation of immune response	GO:0002253	activation of immune response	biological_process	FALSE	FALSE	live_primary_id	6
GO:0002376	GO_BP:immune system process	GO:0002376	immune system process	biological_process	FALSE	FALSE	live_primary_id	25
GO:0002532	GO_BP:production of molecular mediator involved in inflammatory response	GO:0002532	production of molecular mediator involved in inflammatory response	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002538	GO_BP:arachidonic acid metabolite production involved in inflammatory response	GO:0002538	arachidonate metabolite production involved in inflammatory response	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002539	GO_BP:prostaglandin production involved in inflammatory response	GO:0002539	prostaglandin production involved in inflammatory response	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002682	GO_BP:regulation of immune system process	GO:0002682	regulation of immune system process	biological_process	FALSE	FALSE	live_primary_id	11
GO:0002683	GO_BP:negative regulation of immune system process	GO:0002683	negative regulation of immune system process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002684	GO_BP:positive regulation of immune system process	GO:0002684	positive regulation of immune system process	biological_process	FALSE	FALSE	live_primary_id	7
GO:0002697	GO_BP:regulation of immune effector process	GO:0002697	regulation of immune effector process	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002764	GO_BP:immune response-regulating signaling pathway	GO:0002764	immune response-regulating signaling pathway	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002791	GO_BP:regulation of peptide secretion	GO:0002791	regulation of peptide secretion	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002792	GO_BP:negative regulation of peptide secretion	GO:0002792	negative regulation of peptide secretion	biological_process	FALSE	FALSE	live_primary_id	1
GO:0002831	GO_BP:regulation of response to biotic stimulus	GO:0002831	regulation of response to biotic stimulus	biological_process	FALSE	FALSE	live_primary_id	2
GO:0002833	GO_BP:positive regulation of response to biotic stimulus	GO:0002833	positive regulation of response to biotic stimulus	biological_process	FALSE	FALSE	live_primary_id	1
GO:0003002	GO_BP:regionalization	GO:0003002	regionalization	biological_process	FALSE	FALSE	live_primary_id	7
GO:0003006	GO_BP:developmental process involved in reproduction	GO:0003006	developmental process involved in reproduction	biological_process	FALSE	FALSE	live_primary_id	60
GO:0003007	GO_BP:heart morphogenesis	GO:0003007	heart morphogenesis	biological_process	FALSE	FALSE	live_primary_id	2
GO:0003008	GO_BP:system process	GO:0003008	system process	biological_process	FALSE	FALSE	live_primary_id	4
GO:0003013	GO_BP:circulatory system process	GO:0003013	circulatory system process	biological_process	FALSE	FALSE	live_primary_id	2
GO:0003018	GO_BP:vascular process in circulatory system	GO:0003018	vascular process in circulatory system	biological_process	FALSE	FALSE	live_primary_id	1
GO:0003143	GO_BP:embryonic heart tube morphogenesis	GO:0003143	embryonic heart tube morphogenesis	biological_process	FALSE	FALSE	live_primary_id	2
GO:0003228	GO_BP:atrial cardiac muscle tissue development	GO:0003228	atrial cardiac muscle tissue development	biological_process	FALSE	FALSE	live_primary_id	1
GO:0003333	GO_BP:amino acid transmembrane transport	GO:0003333	amino acid transmembrane transport	biological_process	FALSE	FALSE	live_primary_id	11
GO:0003674	GO_MF:molecular_function	GO:0003674	molecular_function	molecular_function	FALSE	FALSE	live_primary_id	519
GO:0003676	GO_MF:nucleic acid binding	GO:0003676	nucleic acid binding	molecular_function	FALSE	FALSE	live_primary_id	64
GO:0003677	GO_MF:DNA binding	GO:0003677	DNA binding	molecular_function	FALSE	FALSE	live_primary_id	48
GO:0003680	GO_MF:minor groove of adenine-thymine-rich DNA binding	GO:0003680	minor groove of adenine-thymine-rich DNA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003682	GO_MF:chromatin binding	GO:0003682	chromatin binding	molecular_function	FALSE	FALSE	live_primary_id	7
GO:0003690	GO_MF:double-stranded DNA binding	GO:0003690	double-stranded DNA binding	molecular_function	FALSE	FALSE	live_primary_id	8
GO:0003697	GO_MF:single-stranded DNA binding	GO:0003697	single-stranded DNA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003700	GO_MF:DNA-binding transcription factor activity	GO:0003700	DNA-binding transcription factor activity	molecular_function	FALSE	FALSE	live_primary_id	65
GO:0003712	GO_MF:transcription coregulator activity	GO:0003712	transcription coregulator activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0003713	GO_MF:transcription coactivator activity	GO:0003713	transcription coactivator activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003714	GO_MF:transcription corepressor activity	GO:0003714	transcription corepressor activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003723	GO_MF:RNA binding	GO:0003723	RNA binding	molecular_function	FALSE	FALSE	live_primary_id	18
GO:0003725	GO_MF:double-stranded RNA binding	GO:0003725	double-stranded RNA binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003727	GO_MF:single-stranded RNA binding	GO:0003727	single-stranded RNA binding	molecular_function	FALSE	FALSE	live_primary_id	4
GO:0003729	GO_MF:mRNA binding	GO:0003729	mRNA binding	molecular_function	FALSE	FALSE	live_primary_id	6
GO:0003730	GO_MF:mRNA 3-UTR binding	GO:0003730	mRNA 3'-UTR binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003735	GO_MF:structural constituent of ribosome	GO:0003735	structural constituent of ribosome	molecular_function	FALSE	FALSE	live_primary_id	5
GO:0003747	GO_MF:translation release factor activity	GO:0003747	translation release factor activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003755	GO_MF:peptidyl-prolyl cis-trans isomerase activity	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0003774	GO_MF:cytoskeletal motor activity	GO:0003774	cytoskeletal motor activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0003777	GO_MF:microtubule motor activity	GO:0003777	microtubule motor activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0003779	GO_MF:actin binding	GO:0003779	actin binding	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0003785	GO_MF:actin monomer binding	GO:0003785	actin monomer binding	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003824	GO_MF:catalytic activity	GO:0003824	catalytic activity	molecular_function	FALSE	FALSE	live_primary_id	297
GO:0003838	GO_MF:sterol 24-C-methyltransferase activity	GO:0003838	sterol 24-C-methyltransferase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003924	GO_MF:GTPase activity	GO:0003924	GTPase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003933	GO_MF:GTP cyclohydrolase activity	GO:0003933	GTP cyclohydrolase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003935	GO_MF:GTP cyclohydrolase II activity	GO:0003935	GTP cyclohydrolase II activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003954	GO_MF:NADH dehydrogenase activity	GO:0003954	NADH dehydrogenase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003959	GO_MF:NADPH dehydrogenase activity	GO:0003959	NADPH dehydrogenase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0003973	GO_MF:(S)-2-hydroxy-acid oxidase activity	GO:0003973	(S)-2-hydroxy-acid oxidase activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0003993	GO_MF:acid phosphatase activity	GO:0003993	acid phosphatase activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0004021	GO_MF:L-alanine:2-oxoglutarate aminotransferase activity	GO:0004021	L-alanine:2-oxoglutarate transaminase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004022	GO_MF:alcohol dehydrogenase (NAD+) activity	GO:0004022	alcohol dehydrogenase (NAD+) activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004028	GO_MF:3-chloroallyl aldehyde dehydrogenase activity	GO:0004028	3-chloroallyl aldehyde dehydrogenase activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0004029	GO_MF:aldehyde dehydrogenase (NAD+) activity	GO:0004029	aldehyde dehydrogenase (NAD+) activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0004030	GO_MF:aldehyde dehydrogenase [NAD(P)+] activity	GO:0004030	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004033	GO_MF:aldo-keto reductase (NADPH) activity	GO:0004033	obsolete aldo-keto reductase (NADPH) activity	molecular_function	TRUE	FALSE	obsolete_by_ontology	3
GO:0004040	GO_MF:amidase activity	GO:0004040	amidase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004066	GO_MF:asparagine synthase (glutamine-hydrolyzing) activity	GO:0004066	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004106	GO_MF:chorismate mutase activity	GO:0004106	chorismate mutase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004130	GO_MF:cytochrome-c peroxidase activity	GO:0004130	cytochrome-c peroxidase activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0004144	GO_MF:diacylglycerol O-acyltransferase activity	GO:0004144	diacylglycerol O-acyltransferase activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0004175	GO_MF:endopeptidase activity	GO:0004175	endopeptidase activity	molecular_function	FALSE	FALSE	live_primary_id	10
GO:0004180	GO_MF:carboxypeptidase activity	GO:0004180	carboxypeptidase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004185	GO_MF:serine-type carboxypeptidase activity	GO:0004185	serine-type carboxypeptidase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004190	GO_MF:aspartic-type endopeptidase activity	GO:0004190	aspartic-type endopeptidase activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0004197	GO_MF:cysteine-type endopeptidase activity	GO:0004197	cysteine-type endopeptidase activity	molecular_function	FALSE	FALSE	live_primary_id	4
GO:0004252	GO_MF:serine-type endopeptidase activity	GO:0004252	serine-type endopeptidase activity	molecular_function	FALSE	FALSE	live_primary_id	3
GO:0004301	GO_MF:epoxide hydrolase activity	GO:0004301	epoxide hydrolase activity	molecular_function	FALSE	FALSE	live_primary_id	2
GO:0004310	GO_MF:farnesyl-diphosphate farnesyltransferase activity	GO:0004310	obsolete farnesyl-diphosphate farnesyltransferase activity	molecular_function	TRUE	FALSE	obsolete_by_ontology	1
GO:0004311	GO_MF:farnesyltranstransferase activity	GO:0004311	geranylgeranyl diphosphate synthase activity	molecular_function	FALSE	FALSE	live_primary_id	1
GO:0004329	GO_MF:formate-tetrahydrofolate ligase activity	GO:0004329	formate-tetrahydrofolate ligase activity	molecular_function	FALSE	FALSE	live_primary_id	1
