SampleName	Module	Cultivar	Stage	Year	Canonical_eigengene	Hub_core_PC1
GSM2627850	M6	Pinot noir	Harvest	2012	-5.18617802145239	-1.747977582480155
GSM2627851	M6	Pinot noir	Harvest	2012	-4.89296760010621	-1.6998446145251875
GSM2627852	M6	Pinot noir	Harvest	2012	-5.13226624499877	-1.8346757355910452
GSM2627853	M6	Pinot noir	FruitSet	2013	0.639401458049554	0.714156175656838
GSM2627854	M6	Pinot noir	FruitSet	2013	0.438166984786558	0.7117330274586741
GSM2627855	M6	Pinot noir	FruitSet	2013	-0.0950050128570289	0.4631796540229045
GSM2627862	M6	Pinot noir	Veraison	2013	-4.37816635443611	-1.5179754661714326
GSM2627863	M6	Pinot noir	Veraison	2013	-4.05760889407974	-1.6656132814447338
GSM2627864	M6	Pinot noir	Veraison	2013	-4.09728462383015	-1.7608078379579835
GSM2627883	M6	Pinot noir	Harvest	2013	-4.20212615145141	-1.6989552463046358
GSM2627884	M6	Pinot noir	Harvest	2013	-4.57787990749673	-1.761196632951927
GSM2627885	M6	Pinot noir	Harvest	2013	-3.76885401858079	-1.6876359265271825
GSM2627886	M6	Pinot noir	FruitSet	2014	-0.697794619343909	0.32048741055121116
GSM2627887	M6	Pinot noir	FruitSet	2014	0.822654854801418	0.6083092838652548
GSM2627888	M6	Pinot noir	FruitSet	2014	-0.408657584158462	0.19983488221627657
GSM2627895	M6	Pinot noir	Veraison	2014	-3.21707822364915	-1.0268257231163753
GSM2627896	M6	Pinot noir	Veraison	2014	-3.46586559446037	-1.1625129279017794
GSM2627897	M6	Pinot noir	Veraison	2014	-3.9861332332836	-1.4765321984010344
GSM2627919	M6	Pinot noir	Harvest	2014	-4.11264586992194	-1.7457291416543734
GSM2627920	M6	Pinot noir	Harvest	2014	-4.13897904461176	-1.7364971212490443
GSM2627921	M6	Pinot noir	Harvest	2014	-4.17494071615192	-1.7046595377809886
GSM2627691	M7	Cabernet Sauvignon	FruitSet	2012	-6.68428719469223	-2.641518227238045
GSM2627692	M7	Cabernet Sauvignon	FruitSet	2012	-0.276142526477007	0.6191517265565133
GSM2627693	M7	Cabernet Sauvignon	FruitSet	2012	-7.95056783951124	-2.694729939918622
GSM2627709	M7	Cabernet Sauvignon	Veraison	2012	-0.629379338518286	-0.6344495632387428
GSM2627711	M7	Cabernet Sauvignon	Veraison	2012	-0.940302106781898	-0.6726527061539594
GSM2627713	M7	Cabernet Sauvignon	Veraison	2012	1.22762029234573	0.1051038709274343
GSM2627739	M7	Cabernet Sauvignon	Harvest	2012	-8.12274471742255	-2.5515511650197813
GSM2627740	M7	Cabernet Sauvignon	Harvest	2012	-5.68127346626711	-2.7060259591015856
GSM2627741	M7	Cabernet Sauvignon	Harvest	2012	-8.42567936760621	-2.7533827271151354
GSM2627742	M7	Cabernet Sauvignon	FruitSet	2013	3.93906572903534	1.8449668744086511
GSM2627743	M7	Cabernet Sauvignon	FruitSet	2013	-0.0988274564129955	-0.17727867452535012
GSM2627744	M7	Cabernet Sauvignon	FruitSet	2013	6.70682348909955	2.614051211667958
GSM2627754	M7	Cabernet Sauvignon	Veraison	2013	-0.43389410120426	-0.275918983526981
GSM2627755	M7	Cabernet Sauvignon	Veraison	2013	-4.02165393393183	-1.9019782728610464
GSM2627756	M7	Cabernet Sauvignon	Veraison	2013	-3.52676626068139	-1.6640650791040734
GSM2627781	M7	Cabernet Sauvignon	Harvest	2013	-8.39834945961254	-2.450452331610146
GSM2627782	M7	Cabernet Sauvignon	Harvest	2013	-8.42184834681745	-2.593189335428113
GSM2627783	M7	Cabernet Sauvignon	Harvest	2013	-8.59512071391582	-2.3443394466746224
GSM2627784	M7	Cabernet Sauvignon	FruitSet	2014	12.2907126619776	4.7484883071029715
GSM2627785	M7	Cabernet Sauvignon	FruitSet	2014	12.0748383863237	4.650286643758871
GSM2627786	M7	Cabernet Sauvignon	FruitSet	2014	12.5498462430015	4.784659568405261
GSM2627793	M7	Cabernet Sauvignon	Veraison	2014	3.98483012848191	1.3242330851906055
GSM2627794	M7	Cabernet Sauvignon	Veraison	2014	0.712742263173845	0.2529661467176721
GSM2627795	M7	Cabernet Sauvignon	Veraison	2014	1.18827347151819	0.7406920177010045
GSM2627820	M7	Cabernet Sauvignon	Harvest	2014	-5.03947553990199	-2.0956821472923917
GSM2627821	M7	Cabernet Sauvignon	Harvest	2014	-4.91778182413194	-1.9874250012591101
GSM2627822	M7	Cabernet Sauvignon	Harvest	2014	-4.78580521110393	-1.9337778417116034
GSM2627823	M7	Pinot noir	FruitSet	2012	-6.91365688567738	-2.2845125916298663
GSM2627824	M7	Pinot noir	FruitSet	2012	0.448606296945137	0.6161655379810125
GSM2627825	M7	Pinot noir	FruitSet	2012	-6.52464713919536	-2.1053022085720543
GSM2627835	M7	Pinot noir	Veraison	2012	2.63847681162866	1.0565198800504216
GSM2627836	M7	Pinot noir	Veraison	2012	3.650927749557	1.123390838944543
GSM2627837	M7	Pinot noir	Veraison	2012	1.06880954453767	0.2887717192166575
GSM2627850	M7	Pinot noir	Harvest	2012	-0.756219269657253	-0.9728679658151782
GSM2627851	M7	Pinot noir	Harvest	2012	-0.701428262800625	-0.9250969890950639
GSM2627852	M7	Pinot noir	Harvest	2012	-2.56972312797632	-2.076723102009954
GSM2627853	M7	Pinot noir	FruitSet	2013	8.83458176401195	3.4221588653918755
GSM2627854	M7	Pinot noir	FruitSet	2013	2.48126250694276	1.6910450631233458
GSM2627855	M7	Pinot noir	FruitSet	2013	-0.523390659614714	-0.08050590378204282
GSM2627862	M7	Pinot noir	Veraison	2013	4.63538473794236	1.5389997049356807
GSM2627863	M7	Pinot noir	Veraison	2013	6.66565282192113	2.2990148485236026
GSM2627864	M7	Pinot noir	Veraison	2013	6.96416860283803	2.6521003935133804
GSM2627883	M7	Pinot noir	Harvest	2013	-7.02552152722754	-2.3096130294194173
GSM2627884	M7	Pinot noir	Harvest	2013	-7.28144814564097	-2.6855734444456023
GSM2627885	M7	Pinot noir	Harvest	2013	-6.92090496167483	-2.3299301636037284
GSM2627886	M7	Pinot noir	FruitSet	2014	11.9946380458462	4.709841133210207
GSM2627887	M7	Pinot noir	FruitSet	2014	13.4722197735394	5.099088043037684
GSM2627888	M7	Pinot noir	FruitSet	2014	12.5974288273345	4.841572031433273
GSM2627895	M7	Pinot noir	Veraison	2014	3.78108085783312	1.1914302173708529
GSM2627896	M7	Pinot noir	Veraison	2014	3.21563845612614	1.059846676842306
GSM2627897	M7	Pinot noir	Veraison	2014	4.08379736630078	1.2128292454946126
GSM2627919	M7	Pinot noir	Harvest	2014	-5.09165248597151	-2.236906650950763
GSM2627920	M7	Pinot noir	Harvest	2014	-6.13259444491831	-2.388675708354527
GSM2627921	M7	Pinot noir	Harvest	2014	-3.81634051291673	-2.013248492048896
GSM2627691	M8	Cabernet Sauvignon	FruitSet	2012	13.5774694936294	4.19701531841019
GSM2627692	M8	Cabernet Sauvignon	FruitSet	2012	16.2905934103208	6.092488343091057
GSM2627693	M8	Cabernet Sauvignon	FruitSet	2012	19.1989132978319	8.837453189495744
GSM2627709	M8	Cabernet Sauvignon	Veraison	2012	-3.76842926866721	-1.1731415597076407
GSM2627711	M8	Cabernet Sauvignon	Veraison	2012	-0.982533378502329	0.4924640652116287
GSM2627713	M8	Cabernet Sauvignon	Veraison	2012	0.0551909759833889	0.9528281852534711
GSM2627739	M8	Cabernet Sauvignon	Harvest	2012	-0.990113239521518	-0.6806651401424679
GSM2627740	M8	Cabernet Sauvignon	Harvest	2012	-1.41761362313134	-0.8934159206205925
GSM2627741	M8	Cabernet Sauvignon	Harvest	2012	-2.18458485538479	-1.1911711062454335
GSM2627742	M8	Cabernet Sauvignon	FruitSet	2013	-3.52827953630106	-1.2980997544676351
GSM2627743	M8	Cabernet Sauvignon	FruitSet	2013	-2.53352590608989	-0.6837147976949516
GSM2627744	M8	Cabernet Sauvignon	FruitSet	2013	-3.79679896431434	-1.4681398194620991
GSM2627754	M8	Cabernet Sauvignon	Veraison	2013	-5.33035870588923	-1.7679395857254407
GSM2627755	M8	Cabernet Sauvignon	Veraison	2013	-4.99414416122565	-1.3491507823059536
GSM2627756	M8	Cabernet Sauvignon	Veraison	2013	-5.08165060101937	-1.6153217370272734
GSM2627781	M8	Cabernet Sauvignon	Harvest	2013	-1.16572236245629	-0.7624779353926074
GSM2627782	M8	Cabernet Sauvignon	Harvest	2013	0.0372016369132738	-0.8157548686015048
GSM2627783	M8	Cabernet Sauvignon	Harvest	2013	0.0183409884811476	-0.6384139509837674
GSM2627784	M8	Cabernet Sauvignon	FruitSet	2014	-4.1106270186222	-1.2067899471934258
GSM2627785	M8	Cabernet Sauvignon	FruitSet	2014	-3.90326693089125	-1.1618719246300508
GSM2627786	M8	Cabernet Sauvignon	FruitSet	2014	-2.76290170405407	-0.7312812875220429
GSM2627793	M8	Cabernet Sauvignon	Veraison	2014	-4.73381091046143	-0.9038007769655853
GSM2627794	M8	Cabernet Sauvignon	Veraison	2014	-4.54061271179157	-1.1021253799838946
GSM2627795	M8	Cabernet Sauvignon	Veraison	2014	-3.82659405588147	-0.8381162395468922
GSM2627820	M8	Cabernet Sauvignon	Harvest	2014	0.384865191237205	0.10154979459060884
GSM2627821	M8	Cabernet Sauvignon	Harvest	2014	-0.63818784855601	-0.5650835598238527
GSM2627822	M8	Cabernet Sauvignon	Harvest	2014	-1.12081542478957	-0.37264096004167313
GSM2627823	M8	Pinot noir	FruitSet	2012	15.0278830121083	4.7525941462691605
GSM2627824	M8	Pinot noir	FruitSet	2012	10.4769982274794	4.081316809294361
GSM2627825	M8	Pinot noir	FruitSet	2012	17.0910103145884	5.894362510138266
GSM2627835	M8	Pinot noir	Veraison	2012	-1.32234116564398	-0.39178690183677434
GSM2627836	M8	Pinot noir	Veraison	2012	-1.54554428993669	-0.2434541591741297
GSM2627837	M8	Pinot noir	Veraison	2012	-2.57828661297894	-1.1689819957575993
GSM2627850	M8	Pinot noir	Harvest	2012	-1.80527520260914	-1.2653308808808583
GSM2627851	M8	Pinot noir	Harvest	2012	-0.975038439916743	-1.1976502498684791
GSM2627852	M8	Pinot noir	Harvest	2012	-0.270247157248438	-0.7879155581391885
GSM2627853	M8	Pinot noir	FruitSet	2013	-1.12041445087524	0.06316249240392036
GSM2627854	M8	Pinot noir	FruitSet	2013	-1.13360173469973	-0.45415799581622834
GSM2627855	M8	Pinot noir	FruitSet	2013	-0.528472408190473	0.39852468727830137
GSM2627862	M8	Pinot noir	Veraison	2013	-2.63744960282755	-0.38807988350506106
GSM2627863	M8	Pinot noir	Veraison	2013	1.24344638958423	0.6184307575457267
GSM2627864	M8	Pinot noir	Veraison	2013	-1.50529925567688	0.27261028377453717
GSM2627883	M8	Pinot noir	Harvest	2013	0.936074285531272	-0.5612925214661628
GSM2627884	M8	Pinot noir	Harvest	2013	0.209169325086879	-0.3938212691196441
GSM2627885	M8	Pinot noir	Harvest	2013	0.182044212013016	-1.034504557227561
GSM2627886	M8	Pinot noir	FruitSet	2014	-1.13782847689317	0.3210501414406861
GSM2627887	M8	Pinot noir	FruitSet	2014	-4.24779171884337	-1.5158635998122885
GSM2627888	M8	Pinot noir	FruitSet	2014	-1.77928367809807	0.1747251093974206
GSM2627895	M8	Pinot noir	Veraison	2014	-5.28563247835219	-1.5967452883710311
GSM2627896	M8	Pinot noir	Veraison	2014	-4.54379568422026	-1.4517219498700507
GSM2627897	M8	Pinot noir	Veraison	2014	-4.9121829011791	-1.3988765361142759
GSM2627919	M8	Pinot noir	Harvest	2014	1.97028249834439	-0.8419596975993446
GSM2627920	M8	Pinot noir	Harvest	2014	1.02880754189187	-0.6828209469270798
GSM2627921	M8	Pinot noir	Harvest	2014	1.01076566471551	-0.6564948080245363
GSM2627691	M9	Cabernet Sauvignon	FruitSet	2012	-2.73387414640159	-1.1365255384415667
GSM2627692	M9	Cabernet Sauvignon	FruitSet	2012	-2.90233988801137	-1.0394996309046225
GSM2627693	M9	Cabernet Sauvignon	FruitSet	2012	-2.38181521789389	-1.3744257046888553
GSM2627709	M9	Cabernet Sauvignon	Veraison	2012	-3.93315326663718	-1.2584546269775667
GSM2627711	M9	Cabernet Sauvignon	Veraison	2012	-3.63045259134248	-1.2428142157695283
GSM2627713	M9	Cabernet Sauvignon	Veraison	2012	-3.27971903895072	-1.382390570076782
GSM2627739	M9	Cabernet Sauvignon	Harvest	2012	-2.49472486454963	-0.8153355435631496
GSM2627740	M9	Cabernet Sauvignon	Harvest	2012	-2.98574497666109	-1.1884160274145494
GSM2627741	M9	Cabernet Sauvignon	Harvest	2012	-2.05807033481083	-0.8711815211412259
GSM2627742	M9	Cabernet Sauvignon	FruitSet	2013	17.37844204708	7.689261945677753
GSM2627743	M9	Cabernet Sauvignon	FruitSet	2013	-0.0172227620208182	0.2625040002695846
GSM2627744	M9	Cabernet Sauvignon	FruitSet	2013	-0.678067685888145	-0.16790714037918614
GSM2627754	M9	Cabernet Sauvignon	Veraison	2013	-2.87545177595548	-1.0533274814645655
GSM2627755	M9	Cabernet Sauvignon	Veraison	2013	-3.61090990946159	-1.2912288862767298
GSM2627756	M9	Cabernet Sauvignon	Veraison	2013	-1.09188287823358	-0.3113273421907535
GSM2627781	M9	Cabernet Sauvignon	Harvest	2013	-0.040586575201846	0.10996158921283426
GSM2627782	M9	Cabernet Sauvignon	Harvest	2013	-1.06643982693998	-0.4414189411764923
GSM2627783	M9	Cabernet Sauvignon	Harvest	2013	0.853388362606014	0.5382908596225414
GSM2627784	M9	Cabernet Sauvignon	FruitSet	2014	0.691033195417807	0.781061063458675
GSM2627785	M9	Cabernet Sauvignon	FruitSet	2014	1.66517701212601	0.5504546984417932
GSM2627786	M9	Cabernet Sauvignon	FruitSet	2014	-0.0154478440347464	-0.1124099698815403
GSM2627793	M9	Cabernet Sauvignon	Veraison	2014	-1.22871589509909	-0.5571962713758782
GSM2627794	M9	Cabernet Sauvignon	Veraison	2014	10.564698385213	4.31362294361158
GSM2627795	M9	Cabernet Sauvignon	Veraison	2014	12.9335102600124	5.059571370915171
GSM2627820	M9	Cabernet Sauvignon	Harvest	2014	0.786435538558504	0.4215477919423119
GSM2627821	M9	Cabernet Sauvignon	Harvest	2014	-2.81292493605673	-1.1595803357359096
GSM2627822	M9	Cabernet Sauvignon	Harvest	2014	3.04965337904146	1.734486737017468
GSM2627823	M9	Pinot noir	FruitSet	2012	-2.54202951564487	-1.242889625972664
GSM2627824	M9	Pinot noir	FruitSet	2012	-2.91333391598536	-1.3522730149137077
GSM2627825	M9	Pinot noir	FruitSet	2012	-2.46381849532448	-1.056385679465535
GSM2627835	M9	Pinot noir	Veraison	2012	-3.04503744630181	-1.306082900192845
GSM2627836	M9	Pinot noir	Veraison	2012	-3.88130397937445	-1.4160908139268042
GSM2627837	M9	Pinot noir	Veraison	2012	-3.31324473719673	-1.3600585552636102
GSM2627850	M9	Pinot noir	Harvest	2012	-2.34811118252266	-0.9964588414994647
GSM2627851	M9	Pinot noir	Harvest	2012	-3.12149382666899	-1.355854085501379
GSM2627852	M9	Pinot noir	Harvest	2012	-2.49227859987245	-1.0469846940717946
GSM2627853	M9	Pinot noir	FruitSet	2013	11.5680278669913	4.259200816614524
GSM2627854	M9	Pinot noir	FruitSet	2013	23.2001022830329	8.534193503593716
GSM2627855	M9	Pinot noir	FruitSet	2013	-2.54584546985969	-1.3397018332975688
GSM2627862	M9	Pinot noir	Veraison	2013	-3.12238841646538	-1.3336239077506495
GSM2627863	M9	Pinot noir	Veraison	2013	-3.21746211072012	-1.2753538614706863
GSM2627864	M9	Pinot noir	Veraison	2013	-3.64473581184541	-1.2668348744294509
GSM2627883	M9	Pinot noir	Harvest	2013	-0.0609741255678685	-0.061137282134185636
GSM2627884	M9	Pinot noir	Harvest	2013	0.0728831351426536	-0.20506600881114648
GSM2627885	M9	Pinot noir	Harvest	2013	-2.42445226860561	-1.1103050713207394
GSM2627886	M9	Pinot noir	FruitSet	2014	0.769507027231886	0.6109517592191726
GSM2627887	M9	Pinot noir	FruitSet	2014	2.33948890624311	1.2640286236109182
GSM2627888	M9	Pinot noir	FruitSet	2014	-0.124482440231167	0.009255197341487286
GSM2627895	M9	Pinot noir	Veraison	2014	-2.91043532631708	-1.3520551518241068
GSM2627896	M9	Pinot noir	Veraison	2014	6.16869633597348	2.136147062001089
GSM2627897	M9	Pinot noir	Veraison	2014	0.320818414625031	-0.20255405030788323
GSM2627919	M9	Pinot noir	Harvest	2014	-3.13135812551661	-1.2375924087002652
GSM2627920	M9	Pinot noir	Harvest	2014	-3.22158194332701	-1.3800205769181193
GSM2627921	M9	Pinot noir	Harvest	2014	-1.9999499977971	-0.9737769773191034
GSM2627691	M10	Cabernet Sauvignon	FruitSet	2012	-7.05666671497361	-3.0561648249497493
GSM2627692	M10	Cabernet Sauvignon	FruitSet	2012	-6.6934540232356	-3.258434117537024
GSM2627693	M10	Cabernet Sauvignon	FruitSet	2012	-7.01164283757351	-3.330992241059325
GSM2627709	M10	Cabernet Sauvignon	Veraison	2012	5.65754501981842	2.1653691007555964
GSM2627711	M10	Cabernet Sauvignon	Veraison	2012	5.50050436980267	2.0938310322580187
GSM2627713	M10	Cabernet Sauvignon	Veraison	2012	4.92608467858936	2.084113896061621
GSM2627739	M10	Cabernet Sauvignon	Harvest	2012	-1.56750513142145	-0.1237490219816967
GSM2627740	M10	Cabernet Sauvignon	Harvest	2012	0.231221767281708	0.09315735716560461
GSM2627741	M10	Cabernet Sauvignon	Harvest	2012	-2.97241245291309	-0.6384747047342243
GSM2627742	M10	Cabernet Sauvignon	FruitSet	2013	-5.52730086374586	-2.681168648214692
GSM2627743	M10	Cabernet Sauvignon	FruitSet	2013	-6.50273037252788	-2.6225052799167337
GSM2627744	M10	Cabernet Sauvignon	FruitSet	2013	-4.42279198909117	-2.3808845231686306
GSM2627754	M10	Cabernet Sauvignon	Veraison	2013	5.45416547312322	2.0964676396800153
GSM2627755	M10	Cabernet Sauvignon	Veraison	2013	6.39958769720865	2.2784369478260276
GSM2627756	M10	Cabernet Sauvignon	Veraison	2013	6.49669128064485	2.3515009878302258
GSM2627781	M10	Cabernet Sauvignon	Harvest	2013	-1.29081890786195	0.037916147011850705
GSM2627782	M10	Cabernet Sauvignon	Harvest	2013	-2.33709134662051	-0.4423439277272819
GSM2627783	M10	Cabernet Sauvignon	Harvest	2013	-2.826946907897	-0.46571983595807387
GSM2627784	M10	Cabernet Sauvignon	FruitSet	2014	-7.30022664863012	-2.3284806233272457
GSM2627785	M10	Cabernet Sauvignon	FruitSet	2014	-7.1238422944557	-2.1035087172837805
GSM2627786	M10	Cabernet Sauvignon	FruitSet	2014	-6.71020331942519	-2.0935233011546637
GSM2627793	M10	Cabernet Sauvignon	Veraison	2014	2.54983734476443	1.3133396205147663
GSM2627794	M10	Cabernet Sauvignon	Veraison	2014	3.59488604709536	1.6246439372121544
GSM2627795	M10	Cabernet Sauvignon	Veraison	2014	3.80786069674212	1.6889726045452023
GSM2627820	M10	Cabernet Sauvignon	Harvest	2014	0.581456841905145	0.6846871521610682
GSM2627821	M10	Cabernet Sauvignon	Harvest	2014	0.282653163224836	0.7020561209993251
GSM2627822	M10	Cabernet Sauvignon	Harvest	2014	-0.391053806306095	0.3397512688204013
GSM2627823	M10	Pinot noir	FruitSet	2012	-6.89215319051636	-2.71721585432992
GSM2627824	M10	Pinot noir	FruitSet	2012	-5.37760273210218	-2.302905231852101
GSM2627825	M10	Pinot noir	FruitSet	2012	-7.63679332354693	-2.6370893620722597
GSM2627835	M10	Pinot noir	Veraison	2012	8.20741098177479	2.7349468945489352
GSM2627836	M10	Pinot noir	Veraison	2012	7.27758296788217	2.455827362688521
GSM2627837	M10	Pinot noir	Veraison	2012	7.86506870755743	2.568439254781524
GSM2627850	M10	Pinot noir	Harvest	2012	3.80264252591537	0.9596942951889608
GSM2627851	M10	Pinot noir	Harvest	2012	3.60692554935411	1.1660414520111697
GSM2627852	M10	Pinot noir	Harvest	2012	2.8015140034359	0.6869609642879823
GSM2627853	M10	Pinot noir	FruitSet	2013	-5.97547693760233	-1.9312407934478255
GSM2627854	M10	Pinot noir	FruitSet	2013	-5.8094159129505	-1.9895329509891488
GSM2627855	M10	Pinot noir	FruitSet	2013	-6.75015531697281	-1.773578835567206
GSM2627862	M10	Pinot noir	Veraison	2013	7.87046572389937	2.2671530684854373
GSM2627863	M10	Pinot noir	Veraison	2013	8.74887456353851	2.6222065399754384
GSM2627864	M10	Pinot noir	Veraison	2013	7.53604476280542	2.2141452422791135
GSM2627883	M10	Pinot noir	Harvest	2013	0.687412490525778	0.17393712259525734
GSM2627884	M10	Pinot noir	Harvest	2013	1.72592683405591	0.5311895069001966
GSM2627885	M10	Pinot noir	Harvest	2013	0.591517077053733	0.16286025128498716
GSM2627886	M10	Pinot noir	FruitSet	2014	-7.55936337288313	-2.437615744764462
GSM2627887	M10	Pinot noir	FruitSet	2014	-6.35061958018538	-2.1306583294895773
GSM2627888	M10	Pinot noir	FruitSet	2014	-6.84584778514718	-2.141591042304838
GSM2627895	M10	Pinot noir	Veraison	2014	4.28526626802064	1.4655540922093444
GSM2627896	M10	Pinot noir	Veraison	2014	5.8990474584154	2.0727475762435392
GSM2627897	M10	Pinot noir	Veraison	2014	5.84902102921449	1.960353999892685
GSM2627919	M10	Pinot noir	Harvest	2014	2.40018221221553	0.6385814654908489
GSM2627920	M10	Pinot noir	Harvest	2014	1.64409910092342	0.5395199292251964
GSM2627921	M10	Pinot noir	Harvest	2014	2.65061913179682	0.8129750808994027
