Module	Cultivar	Stage	Year	N	Canonical_Mean	Canonical_SD	Canonical_SE	HubCore_Mean	HubCore_SD	HubCore_SE
M9	Pinot noir	Veraison	2012	3	-3.4131953876243295	0.4269988617959168	0.24652790780153638	-1.36074408979442	0.05500716079947464	0.03175839909493371
M9	Pinot noir	Veraison	2013	3	-3.3281954463436367	0.2782231192385135	0.16063219278713312	-1.2919375478835955	0.036351860121269314	0.020987756226558463
M9	Pinot noir	Veraison	2014	3	1.1930264747604769	4.601979803348301	2.656954278268363	0.19384595328969964	1.7775652992992612	1.0262778040525662
M9	Pinot noir	Harvest	2012	3	-2.6539612030213666	0.4112616280270379	0.2374420116487741	-1.1330992070242127	0.19455851911076272	0.11232841338173381
M9	Pinot noir	Harvest	2013	3	-0.8041810863436082	1.4047912548178678	0.8110566091243282	-0.45883612075535724	0.5687598040946487	0.32837362599828424
M9	Pinot noir	Harvest	2014	3	-2.78429668888024	0.6807605182330082	0.39303726845549647	-1.1971299876458292	0.20612222391576612	0.1190047214637319
M10	Cabernet Sauvignon	FruitSet	2012	3	-6.9205878585942395	0.1979876808227702	0.1143082408192561	-3.215197061182033	0.14242404798014272	0.08222856244041157
M10	Cabernet Sauvignon	FruitSet	2013	3	-5.4842744084549695	1.040636524735944	0.6008117776848539	-2.5615194837666855	0.15916057752380486	0.09189140227774505
M10	Cabernet Sauvignon	FruitSet	2014	3	-7.044757420837004	0.3028575493164749	0.17485488762397716	-2.1751708805885634	0.1328639719704655	0.07670904998275116
M10	Cabernet Sauvignon	Veraison	2012	3	5.361378022736816	0.3850657905263063	0.222317837816079	2.1144380096917454	0.044374403789578486	0.02561957397304229
M10	Cabernet Sauvignon	Veraison	2013	3	6.11681481699224	0.575921341136591	0.3325083413372611	2.242135191778756	0.13133493551322636	0.07582626037256339
M10	Cabernet Sauvignon	Veraison	2014	3	3.3175280295339697	0.673313664616636	0.3887378255154682	1.5423187207573743	0.20089329411691978	0.1159857974367943
M10	Cabernet Sauvignon	Harvest	2012	3	-1.4362319390176106	1.6058463632875046	0.9271358301212225	-0.2230221231834388	0.37578282287327514	0.21695831394272286
