Sum Sq	Df	F value	p_value	Effect	Module	FDR
1385.87017230407	2	190.926286132914	5.2925472036331e-23	Cultivar:Stage	M5	5.2925472036331e-22
27.5222289978032	2	10.2355457078408	0.000210317546037777	Cultivar:Stage	M10	0.00105158773018888
222.109015557711	2	5.56295155393005	0.00685913441106727	Cultivar:Stage	M2	0.0195129128379966
125.814781665157	2	5.40294658511713	0.00780516513519865	Cultivar:Stage	M3	0.0195129128379966
207.518888908942	2	4.2747671578318	0.0198260427496496	Cultivar:Stage	M1	0.0396520854992993
